%Recollect Version 2.3. Scene/Level: , Session: 21, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487812032530,1487812039128
1,1,34,34,0,1487812040130,1487812046062
2,0,15,15,0,1487812051499,1487812058363
2,1,73,73,0,1487812059364,1487812065730
2,2,164,164,0,1487812066699,1487812075630
2,3,705,705,0,1487812076632,1487812085465
2,4,2173,2173,0,1487812086466,1487812097298
2,5,1504,1503,0,1487812098300,1487812116266
2,6,42350,42350,0,1487812117268,1487812129734
2,7,24061,42061,0,1487812130735,1487812146735
2,8,061743,071634,0,1487812147736,1487812168136
2,9,625037,625087,0,1487812169137,1487812187304
3,0,60,06,0,1487812194706,1487812201771
3,1,24,42,0,1487812202740,1487812208938
4,0,25,52,0,1487812212107,1487812218406
4,1,63,36,0,1487812219407,1487812225572
4,2,574,475,0,1487812226541,1487812234473
4,3,207,702,0,1487812235441,1487812243573
4,4,7305,5037,0,1487812244542,1487812257107
4,5,4130,0314,0,1487812258076,1487812268475
4,6,35741,14735,0,1487812269476,1487812283275
4,7,70526,62507,0,1487812284244,1487812297043
4,8,607251,152073,0,1487812298045,1487812313811
4,9,270643,346702,0,1487812314812,1487812330811
