%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486171219728,1486171222729,1486171233599
1,G4,G,4,1486171235129,1486171238131,1486171243010
2,3W5,W,35,1486171244529,1486171249031,1486171253431
3,T7L,LT,7,1486171254963,1486171259465,1486171267635
4,1JA,AJ,1,1486171269164,1486171273665,1486171277781
0,L2,L,2,1486171281415,1486171284416,1486171287935
1,6P,P,6,1486171289465,1486171292467,1486171295684
2,B5,B,5,1486171297216,1486171300217,1486171303351
3,F7L,FL,7,1486171304866,1486171309367,1486171312925
4,R4D,DR,4,1486171314450,1486171318951,1486171322284
5,H18,H,18,1486171323800,1486171328302,1486171331785
6,T9A3,AT,39,1486171333318,1486171339319,1486171343507
7,V1J5,JV,15,1486171345035,1486171351036,1486171355075
8,7N4L,LN,47,1486171356602,1486171362604,1486171367786
9,8D6G1,DG,168,1486171369320,1486171376821,1486171381194
10,K2C7S,CKS,27,1486171382720,1486171390222,1486171395188
11,5P3Y9,PY,359,1486171396722,1486171404223,1486171408760
12,M4E7Q2,EMQ,2437,1486171410289,1486171419290,1486171435543
13,W8H5F3,FHW,358,1486171437073,1486171446075,1486171454163
14,6G9A2S,AGS,269,1486171455691,1486171464693,1486171470158
15,R3B4Z1C,BCRZ,134,1486171471659,1486171482161,1486171489766
16,5T9B4K3,BRT,2359,1486171491293,1486171501795,1486171516769
17,E1H8R4D,EHR,148,1486171518295,1486171528797,1486171539496
18,5H9S2N6A,HAS,2569,1486171541029,1486171553031,1486171563703
19,D1R9B4K3,BDKR,1349,1486171565231,1486171577233,1486171587865
20,7M2T6F1Z,FMTZ,1267,1486171589399,1486171601401,1486171619939
