%Recollect Version 2.3. Scene/Level: , Session: 20, GameNumber: 2
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1487969234263,1487969237265,1487969247227
1,G4,G,4,1487969248747,1487969251748,1487969256418
2,3W5,G,35,1487969257947,1487969262449,1487969267931
3,T7L,LT,7,1487969270931,1487969275433,1487969279898
4,1JA,AJ,1,1487969281432,1487969285933,1487969292139
0,L2,L,2,1487969296733,1487969299735,1487969304824
1,6P,P,6,1487969306351,1487969309351,1487969314339
2,B5,B,5,1487969315867,1487969318869,1487969322534
3,F7L,FL,7,1487969324068,1487969328569,1487969333525
4,R4D,DR,4,1487969335052,1487969339554,1487969344192
5,H18,H,18,1487969345719,1487969350221,1487969354169
6,T9A3,AT,39,1487969355703,1487969361704,1487969367020
7,V1J5,JV,15,1487969368521,1487969374522,1487969379764
8,7N4L,LN,47,1487969381292,1487969387294,1487969393659
9,8D6G1,DG,168,1487969395193,1487969402695,1487969416694
10,K2C7S,CKS,27,1487969418228,1487969425730,1487969435095
11,5P3Y9,PY,359,1487969436595,1487969444097,1487969462802
12,M4E7Q2,EMQ,247,1487969464330,1487969473332,1487969488115
13,W8H5F3,FMH,358,1487969489648,1487969498650,1487969520670
14,6G9A2S,AGS,69,1487969522200,1487969531202,1487969546185
15,R3B4Z1C,ABCZ,134,1487969547718,1487969558220,1487969574403
16,5T9B4K3,BT,359,1487969575937,1487969586439,1487969608001
17,E1H8R4D,EHT,148,1487969609522,1487969620024,1487969641945
