%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,4,1486149254614,-1,1486149254081
6,0,2,1,1,0,7,1486149257647,-1,1486149257117
6,0,3,1,0,0,4,1486149260681,1486149261448,1486149260150
6,0,4,1,1,0,2,1486149263748,-1,1486149263217
6,0,5,1,1,1,2,1486149266781,1486149267682,1486149266250
6,0,6,1,1,0,4,1486149269815,-1,1486149269284
6,0,7,1,1,0,7,1486149272849,-1,1486149272317
6,0,8,1,1,0,6,1486149275915,-1,1486149275384
6,0,9,1,1,0,4,1486149278949,-1,1486149278418
6,0,10,1,1,1,4,1486149281982,1486149282816,1486149281454
6,0,11,1,0,1,4,1486149285016,-1,1486149284485
6,1,1,1,0,3,3,1486149303599,-1,1486149303066
6,1,2,1,1,0,6,1486149306666,-1,1486149306135
6,1,3,1,1,0,2,1486149309699,-1,1486149309169
6,1,4,1,1,1,2,1486149312733,1486149313300,1486149312202
6,1,5,1,1,0,4,1486149315766,-1,1486149315235
6,1,6,1,1,0,0,1486149318800,-1,1486149318269
6,1,7,1,1,0,3,1486149321833,-1,1486149321303
6,1,8,1,1,1,3,1486149324867,1486149325501,1486149324337
6,1,9,1,1,0,4,1486149327934,-1,1486149327403
6,1,10,1,1,0,6,1486149330967,-1,1486149330437
6,1,11,1,1,0,5,1486149334034,-1,1486149333503
6,1,12,1,1,0,2,1486149337068,-1,1486149336537
6,1,13,1,1,1,2,1486149340135,1486149340768,1486149339604
6,1,14,1,1,1,2,1486149343168,1486149343768,1486149342639
6,1,15,1,1,1,2,1486149346201,1486149346769,1486149345670
6,1,16,1,1,0,0,1486149349235,-1,1486149348704
6,1,17,1,1,0,1,1486149352236,-1,1486149351738
6,1,18,1,1,1,1,1486149355302,1486149355936,1486149354771
6,1,19,1,1,0,6,1486149358369,-1,1486149357838
6,1,20,1,1,0,4,1486149361402,-1,1486149360871
6,1,21,1,1,0,0,1486149364436,-1,1486149363905
6,2,1,2,1,3,3,1486149389737,-1,1486149389237
6,2,2,2,1,3,1,1486149392804,-1,1486149392273
6,2,3,2,1,1,3,1486149395838,1486149396571,1486149395307
6,2,4,2,1,0,4,1486149398904,-1,1486149398374
6,2,5,2,1,0,5,1486149401938,-1,1486149401408
6,2,6,2,1,0,6,1486149405005,-1,1486149404475
6,2,7,2,1,0,3,1486149408039,-1,1486149407541
6,2,8,2,1,1,6,1486149411072,1486149412105,1486149410575
6,2,9,2,1,0,1,1486149414139,-1,1486149413608
6,2,10,2,1,0,0,1486149417173,-1,1486149416675
6,2,11,2,1,0,7,1486149420239,-1,1486149419709
6,2,12,2,1,1,0,1486149423272,1486149424306,1486149422742
6,3,1,2,1,3,5,1486149441807,-1,1486149441307
6,3,2,2,1,3,7,1486149444874,-1,1486149444343
6,3,3,2,1,0,1,1486149447907,-1,1486149447376
6,3,4,2,1,1,7,1486149450974,1486149451808,1486149450444
6,3,5,2,0,1,1,1486149454007,-1,1486149453477
6,3,6,2,1,1,7,1486149457074,1486149458975,1486149456544
6,3,7,2,1,0,4,1486149460142,-1,1486149459610
6,3,8,2,1,0,3,1486149463208,-1,1486149462678
6,3,9,2,1,0,6,1486149466275,-1,1486149465744
6,3,10,2,1,1,3,1486149469308,1486149470375,1486149468778
6,3,11,2,1,0,5,1486149472342,-1,1486149471811
