%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486150406816,1486150410035,1486150419360
1,G4,G,4,1486150420883,1486150424102,1486150436317
2,3W5,W,35,1486150437818,1486150442754,1486150451810
3,T7L,TL,7,1486150453336,1486150458054,1486150465159
4,1JA,JA,1,1486150468219,1486150472905,1486150478836
0,F4,F,4,1486150488637,1486150491640,1486150499761
1,1J,J,1,1486150501288,1486150504290,1486150509226
2,A7,A,7,1486150510755,1486150513757,1486150519044
3,L1H,LH,1,1486150520572,1486150525292,1486150532856
4,T2S,TS,2,1486150534390,1486150539109,1486150550657
5,K43,K,43,1486150552158,1486150556660,1486150562081
