%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,7E,7E,,,0,1487380609394,,1487380611722,1487380615222
3,1,2,A3,A3,,,0,1487380617227,,1487380619589,1487380621522
3,2,3,032,032,,,0,1487380623494,,1487380626990,1487380628956
3,3,3,2BC,2BC,,,0,1487380630927,,1487380634457,1487380636790
10,0,0,,,1,1,0,1487380669529,1487380669526,1487380634457,1487380672659
10,1,0,,,0,0,0,1487380674659,1487380674659,1487380634457,1487380677426
10,2,0,,,1,1,0,1487380679426,1487380679426,1487380634457,1487380682393
10,3,0,,,0,0,0,1487380684394,1487380684394,1487380634457,1487380688360
10,4,0,,,1,1,0,1487380690360,1487380690360,1487380634457,1487380692560
10,5,0,,,0,1,0,1487380694561,1487380694561,1487380634457,1487380697793
10,6,0,,,0,0,0,1487380699794,1487380699794,1487380634457,1487380701627
10,7,0,,,1,1,0,1487380703628,1487380703628,1487380634457,1487380706527
10,8,0,,,0,0,0,1487380708529,1487380708528,1487380634457,1487380710861
10,9,0,,,0,0,0,1487380712861,1487380712861,1487380634457,1487380715961
10,10,0,,,1,1,0,1487380717962,1487380717962,1487380634457,1487380719461
10,11,0,,,1,1,0,1487380721462,1487380721462,1487380634457,1487380724461
10,12,0,,,1,1,0,1487380726462,1487380726462,1487380634457,1487380729895
10,13,0,,,1,1,0,1487380731896,1487380731896,1487380634457,1487380733962
10,14,0,,,0,0,0,1487380735929,1487380735929,1487380634457,1487380738030
10,15,0,,,1,1,0,1487380740031,1487380740031,1487380634457,1487380742430
13,0,2,21,21,01,01,0,1487380785236,1487380791304,1487380795338,1487380799433
13,1,2,B5,B5,11,11,0,1487380801437,1487380807004,1487380810239,1487380812700
13,2,2,B0,B1,01,01,0,1487380814705,1487380821005,1487380823040,1487380824568
14,0,4,2C3D,2C3E,1100,1100,0,1487380833805,1487380848541,1487380850874,1487380858503
14,1,3,873,872,001,011,0,1487380860508,1487380871441,1487380873943,1487380883171
14,2,5,C8BD2,C86E1,01110,01Z10,0,1487380885176,1487380903610,1487380905010,1487380910239
14,3,5,89F2C,89B2D,01001,01001,0,1487380912244,1487380927411,1487380928946,1487380933373
14,4,3,B90,BA1,100,101,0,1487380935378,1487380943113,1487380945145,1487380947641
14,5,3,05A,05A,111,111,0,1487380949613,1487380958247,1487380959847,1487380961708
14,6,2,32,32,00,00,0,1487380963713,1487380968513,1487380969681,1487380972443
14,7,2,DF,DF,10,10,0,1487380974414,1487380979348,1487380981114,1487380983309
14,8,4,4A5B,495B,1111,1111,0,1487380985315,1487380995849,1487380998249,1487381000644
14,9,4,C6BD,D2BA,0000,1001,0,1487381002616,1487381013350,1487381014850,1487381019247
14,10,5,394B7,391B6,11100,11100,0,1487381021216,1487381035817,1487381037985,1487381042413
14,11,2,B8,B8,10,10,0,1487381044385,1487381048951,1487381050351,1487381052580
