%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486156003551,1486156011983
1,1,34,34,0,1486156012985,1486156019850
2,0,15,15,0,1486156025419,1486156033051
2,1,73,73,0,1486156034020,1486156044619
2,2,164,164,0,1486156045620,1486156053919
2,3,705,705,0,1486156054921,1486156062753
2,4,2173,2173,0,1486156063754,1486156074453
2,5,1504,1504,0,1486156075455,1486156085621
2,6,42350,42350,0,1486156086622,1486156099022
2,7,24061,2401,0,1486156100023,1486156120423
2,8,061743,067143,0,1486156121425,1486156136424
2,9,625037,650237,0,1486156137425,1486156152558
3,0,60,06,0,1486156161428,1486156167726
3,1,24,42,0,1486156168728,1486156175260
4,0,25,52,0,1486156180861,1486156187160
4,1,63,36,0,1486156188161,1486156194860
4,2,574,475,0,1486156195862,1486156204394
4,3,207,702,0,1486156205396,1486156214495
4,4,7305,5037,0,1486156215497,1486156225629
4,5,4130,0314,0,1486156226630,1486156236396
4,6,35741,14753,0,1486156237397,1486156249697
4,7,70526,62508,0,1486156250698,1486156263631
4,8,607251,527016,0,1486156264633,1486156285699
4,9,270643,346072,0,1486156286667,1486156301000
4,10,0416327,726134,0,1486156302001,1486156318601
4,11,5632041,12045,0,1486156319602,1486156344169
