%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486427336461,1486427343492
1,1,34,34,0,1486427344494,1486427350527
2,0,52,52,0,1486427356829,1486427362960
2,1,36,36,0,1486427363929,1486427370394
2,2,368,368,0,1486427371363,1486427378595
2,3,208,208,0,1486427379563,1486427387495
2,4,2306,2306,0,1486427388464,1486427397629
2,5,5047,5047,0,1486427398597,1486427408462
2,6,41075,40175,0,1486427409431,1486427423698
2,7,31620,31620,0,1486427424699,1486427438197
2,8,281376,281376,0,1486427439199,1486427456232
2,9,816508,816508,0,1486427457234,1486427478066
2,10,4806317,0481367,0,1486427479069,1486427501801
2,11,0851680,085160,0,1486427502770,1486427524036
3,0,60,60,0,1486427527638,1486427534904
3,1,24,42,0,1486427535905,1486427542570
4,0,51,15,0,1486427547439,1486427554637
4,1,37,73,0,1486427555639,1486427561704
4,2,630,036,0,1486427562673,1486427571505
4,3,580,085,0,1486427572507,1486427584740
4,4,5683,3865,0,1486427585741,1486427596040
4,5,2841,1482,0,1486427597042,1486427610774
4,6,47812,,0,1486427611776,1486427630908
4,7,03415,51430,0,1486427631943,1486427644443
4,8,507613,3167540,0,1486427645444,1486427664710
4,9,073280,082370,0,1486427665711,1486427682671
4,10,4083671,1763804,0,1486427683673,1486427702039
4,11,8027308,8037208,0,1486427703041,1486427723207
4,12,52480873,3780425,0,1486427724209,1486427742808
4,13,41807263,36271048,0,1486427743809,1486427764393
