%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,68,68,,,0,1487035334527,,1487035336890,1487035340024
3,1,2,72,72,,,0,1487035342028,,1487035344357,1487035346424
3,2,3,4CE,4CE,,,0,1487035348428,,1487035351957,1487035354124
3,3,3,C62,C62,,,0,1487035356095,,1487035359624,1487035361391
10,0,0,,,1,1,0,1487035398383,1487035398381,1487035359624,1487035402279
10,1,0,,,0,1,0,1487035404280,1487035404280,1487035359624,1487035411381
10,2,0,,,0,0,0,1487035413380,1487035413380,1487035359624,1487035420347
10,3,0,,,1,1,0,1487035422315,1487035422315,1487035359624,1487035425381
10,4,0,,,0,0,0,1487035427381,1487035427381,1487035359624,1487035431048
10,5,0,,,1,1,0,1487035433048,1487035433048,1487035359624,1487035434981
10,6,0,,,0,0,0,1487035436982,1487035436982,1487035359624,1487035440048
10,7,0,,,0,0,0,1487035442016,1487035442015,1487035359624,1487035445348
10,8,0,,,0,0,0,1487035447349,1487035447349,1487035359624,1487035448983
10,9,0,,,1,1,0,1487035450983,1487035450983,1487035359624,1487035452282
10,10,0,,,1,1,0,1487035454283,1487035454283,1487035359624,1487035455549
10,11,0,,,1,1,0,1487035457550,1487035457550,1487035359624,1487035459249
10,12,0,,,1,1,0,1487035461250,1487035461250,1487035359624,1487035462316
10,13,0,,,1,1,0,1487035464317,1487035464317,1487035359624,1487035465484
10,14,0,,,0,0,0,1487035467484,1487035467484,1487035359624,1487035469250
10,15,0,,,0,0,0,1487035471250,1487035471250,1487035359624,1487035474317
13,0,2,D6,D6,00,00,0,1487035510657,1487035515291,1487035516591,1487035520853
13,1,2,2B,2B,01,01,0,1487035522824,1487035527459,1487035529125,1487035531854
13,2,2,A6,A6,10,10,0,1487035533825,1487035538425,1487035539726,1487035541888
14,0,2,BD,BD,01,01,0,1487035552825,1487035557394,1487035558460,1487035561188
14,1,2,5F,5F,00,00,0,1487035563193,1487035567728,1487035568827,1487035570756
14,2,3,D4B,D4B,101,101,0,1487035572760,1487035580294,1487035581564,1487035583223
14,3,3,307,307,101,101,0,1487035585195,1487035592996,1487035593995,1487035595990
14,4,5,D061E,D061E,01110,01110,0,1487035597995,1487035612230,1487035613430,1487035616558
14,5,5,78205,78205,10011,10011,0,1487035618529,1487035631731,1487035633164,1487035635693
14,6,4,2F17,2F17,0001,0001,0,1487035637697,1487035648131,1487035649365,1487035652560
14,7,2,04,04,11,11,0,1487035654565,1487035658866,1487035660066,1487035662727
14,8,4,C029,C029,0010,0010,0,1487035664698,1487035676166,1487035677266,1487035680062
14,9,4,82F5,82F5,0001,0001,0,1487035682033,1487035692401,1487035693534,1487035696863
14,10,5,CD390,CD390,11100,11100,0,1487035698867,1487035712435,1487035714371,1487035716730
14,11,3,0FA,0FA,101,101,0,1487035718735,1487035726102,1487035727536,1487035730299
