%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":RV=0,Truck=1,FireTruck=2,Ambulance=3,Cab=4,Schoolbus=5,Limo=6,Police=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,7,1486154220356,-1,1486154219823
6,0,2,1,1,0,1,1486154223423,-1,1486154222893
6,0,3,1,1,0,7,1486154226490,-1,1486154225959
6,0,4,1,1,0,3,1486154229523,-1,1486154228993
6,0,5,1,1,0,5,1486154232591,-1,1486154232059
6,0,6,1,1,1,5,1486154235624,1486154236257,1486154235093
6,0,7,1,0,1,5,1486154238690,-1,1486154238160
6,0,8,1,1,0,4,1486154241692,-1,1486154241194
6,0,9,1,1,0,0,1486154244757,-1,1486154244227
6,0,10,1,1,0,6,1486154247824,-1,1486154247294
6,0,11,1,1,1,6,1486154250874,1486154251575,1486154250346
6,1,1,1,1,3,5,1486154269425,-1,1486154268893
6,1,2,1,1,0,2,1486154272459,-1,1486154271929
6,1,3,1,1,0,1,1486154275492,-1,1486154274962
6,1,4,1,1,1,1,1486154278559,1486154279093,1486154278028
6,1,5,1,1,0,6,1486154281593,-1,1486154281062
6,1,6,1,1,1,6,1486154284660,1486154285260,1486154284129
6,1,7,1,1,0,5,1486154287726,-1,1486154287196
6,1,8,1,1,0,2,1486154290760,-1,1486154290229
6,1,9,1,1,0,7,1486154293793,-1,1486154293263
6,1,10,1,1,1,7,1486154296860,1486154297494,1486154296329
6,1,11,1,1,0,2,1486154299894,-1,1486154299364
6,1,12,1,1,1,2,1486154302961,1486154303594,1486154302431
6,1,13,1,1,0,4,1486154305994,-1,1486154305463
6,1,14,1,1,0,1,1486154309061,-1,1486154308530
6,1,15,1,1,1,1,1486154312095,1486154312762,1486154311564
6,1,16,1,1,0,2,1486154315161,-1,1486154314630
6,1,17,1,1,0,4,1486154318228,-1,1486154317698
6,1,18,1,1,0,1,1486154321262,-1,1486154320731
6,1,19,1,1,1,1,1486154324295,1486154324895,1486154323798
6,1,20,1,1,0,7,1486154327329,-1,1486154326798
6,1,21,1,1,0,5,1486154330396,-1,1486154329865
6,2,1,2,1,3,6,1486154374065,-1,1486154373565
6,2,2,2,1,3,5,1486154377131,-1,1486154376601
6,2,3,2,1,1,6,1486154380165,1486154380665,1486154379634
6,2,4,2,0,1,5,1486154383199,-1,1486154382668
6,2,5,2,0,1,6,1486154386265,-1,1486154385735
6,2,6,2,1,0,4,1486154389299,-1,1486154388801
6,2,7,2,1,0,1,1486154392366,-1,1486154391835
6,2,8,2,1,0,7,1486154395433,-1,1486154394902
6,2,9,2,1,0,6,1486154398499,-1,1486154397969
6,2,10,2,1,0,5,1486154401534,-1,1486154401002
6,2,11,2,1,0,2,1486154404566,-1,1486154404036
6,2,12,2,0,0,1,1486154407633,1486154408500,1486154407103
6,3,1,2,0,3,3,1486154426134,-1,1486154425634
6,3,2,2,0,3,7,1486154429201,-1,1486154428670
6,3,3,2,1,1,3,1486154432202,1486154432735,1486154431704
6,3,4,2,1,0,6,1486154435268,-1,1486154434737
6,3,5,2,1,0,2,1486154438335,-1,1486154437805
6,3,6,2,1,0,0,1486154441402,-1,1486154440871
6,3,7,2,0,0,3,1486154444435,1486154445435,1486154443906
6,3,8,2,1,0,1,1486154447469,-1,1486154446972
6,3,9,2,1,0,7,1486154450536,-1,1486154450006
6,3,10,2,1,1,1,1486154453603,1486154454436,1486154453072
6,3,11,2,1,0,3,1486154456636,-1,1486154456139
6,3,12,2,0,0,2,1486154459703,1486154460936,1486154459173
6,3,13,2,0,1,3,1486154462736,-1,1486154462206
6,3,14,2,0,0,0,1486154465770,1486154466903,1486154465239
6,3,15,2,1,1,3,1486154468804,1486154469537,1486154468273
6,3,16,2,1,0,1,1486154471837,-1,1486154471307
6,3,17,2,1,0,5,1486154474870,-1,1486154474341
6,3,18,2,1,1,1,1486154477937,1486154478604,1486154477407
6,3,19,2,1,0,2,1486154480971,-1,1486154480440
6,3,20,2,1,0,4,1486154484004,-1,1486154483474
6,3,21,2,1,1,2,1486154487038,1486154487638,1486154486508
6,3,22,2,1,0,6,1486154490071,-1,1486154489541
6,4,1,3,1,3,7,1486154529040,-1,1486154528507
6,4,2,3,1,3,5,1486154532074,-1,1486154531544
6,4,3,3,1,3,1,1486154535107,-1,1486154534577
6,4,4,3,1,0,0,1486154538141,-1,1486154537610
6,4,5,3,1,0,0,1486154541174,-1,1486154540677
6,4,6,3,1,0,3,1486154544241,-1,1486154543710
6,4,7,3,1,1,0,1486154547242,1486154548375,1486154546743
6,4,8,3,1,0,4,1486154550308,-1,1486154549778
6,4,9,3,0,1,3,1486154553375,-1,1486154552844
6,4,10,3,0,0,1,1486154556412,1486154556442,1486154555912
6,4,11,3,1,0,1,1486154559475,-1,1486154558944
6,4,12,3,1,1,3,1486154562509,1486154563142,1486154561978
6,4,13,3,1,0,0,1486154565575,-1,1486154565046
6,5,1,3,1,3,6,1486154584176,-1,1486154583643
6,5,2,3,1,3,0,1486154587211,-1,1486154586713
6,5,3,3,1,3,3,1486154590211,-1,1486154589713
6,5,4,3,1,0,5,1486154593277,-1,1486154592746
6,5,5,3,0,0,6,1486154596344,1486154597511,1486154595813
6,5,6,3,1,0,6,1486154599377,-1,1486154598848
6,5,7,3,0,0,4,1486154602411,1486154603078,1486154601881
6,5,8,3,1,1,6,1486154605444,1486154606412,1486154604914
6,5,9,3,1,0,0,1486154608511,-1,1486154607981
6,5,10,3,1,1,4,1486154611545,1486154612578,1486154611014
6,5,11,3,1,1,6,1486154614612,1486154616045,1486154614081
6,5,12,3,1,0,3,1486154617645,-1,1486154617114
6,5,13,3,0,0,5,1486154620712,1486154621479,1486154620180
6,5,14,3,1,1,6,1486154623746,1486154625179,1486154623215
6,5,15,3,1,0,0,1486154626812,-1,1486154626284
6,5,16,3,1,0,4,1486154629846,-1,1486154629315
6,5,17,3,1,0,7,1486154632913,-1,1486154632382
6,5,18,3,1,1,0,1486154635913,1486154636680,1486154635415
6,5,19,3,1,0,2,1486154638980,-1,1486154638455
6,5,20,3,1,0,5,1486154642013,-1,1486154641516
6,5,21,3,1,1,0,1486154645080,1486154646014,1486154644550
6,5,22,3,1,0,6,1486154648114,-1,1486154647583
6,5,23,3,1,0,1,1486154651147,-1,1486154650617
6,6,1,4,1,3,7,1486154669681,-1,1486154669182
6,6,2,4,1,3,5,1486154672748,-1,1486154672219
6,6,3,4,1,3,1,1486154675749,-1,1486154675251
6,6,4,4,1,3,0,1486154678815,-1,1486154678284
6,6,5,4,1,0,6,1486154681849,-1,1486154681322
6,6,6,4,1,0,4,1486154684882,-1,1486154684352
6,6,7,4,0,0,7,1486154687916,1486154688483,1486154687386
6,6,8,4,1,0,2,1486154690949,-1,1486154690419
6,6,9,4,0,0,5,1486154693983,1486154694716,1486154693452
6,6,10,4,0,1,4,1486154697050,-1,1486154696519
6,6,11,4,0,0,0,1486154700117,1486154702084,1486154699587
6,6,12,4,1,0,0,1486154703183,-1,1486154702653
6,6,13,4,1,0,6,1486154706217,-1,1486154705719
6,6,14,4,1,1,4,1486154709283,1486154710751,1486154708753
6,6,15,4,0,1,0,1486154712317,-1,1486154711787
6,6,16,4,0,0,2,1486154715351,1486154716384,1486154714821
6,6,17,4,1,0,3,1486154718417,-1,1486154717887
6,6,18,4,1,0,7,1486154721451,-1,1486154720920
6,6,19,4,1,0,5,1486154724451,-1,1486154723954
6,6,20,4,1,1,2,1486154727518,1486154728286,1486154726988
6,6,21,4,0,1,3,1486154730551,-1,1486154730021
6,6,22,4,1,0,0,1486154733585,-1,1486154733055
6,6,23,4,0,0,6,1486154736618,1486154738319,1486154736088
6,6,24,4,0,1,2,1486154739685,-1,1486154739154
6,7,1,1,0,3,6,1486154758253,-1,1486154757720
6,7,2,1,1,1,6,1486154761286,1486154761887,1486154760755
6,7,3,1,1,1,6,1486154764320,1486154765854,1486154763789
6,7,4,1,1,0,7,1486154767321,-1,1486154766823
6,7,5,1,1,0,3,1486154770387,-1,1486154769857
6,7,6,1,1,0,0,1486154773454,-1,1486154772924
6,7,7,1,1,0,5,1486154776454,-1,1486154775956
6,7,8,1,1,0,6,1486154779521,-1,1486154778991
6,7,9,1,1,0,7,1486154782554,-1,1486154782023
6,7,10,1,1,0,5,1486154785588,-1,1486154785057
6,7,11,1,1,0,3,1486154788621,-1,1486154788091
6,7,12,1,1,1,3,1486154791688,1486154792322,1486154791158
6,7,13,1,1,0,0,1486154794689,-1,1486154794193
6,7,14,1,1,1,0,1486154797755,1486154798322,1486154797225
6,7,15,1,1,0,2,1486154800789,-1,1486154800258
6,7,16,1,1,1,2,1486154803789,1486154804356,1486154803291
6,7,17,1,1,0,3,1486154806856,-1,1486154806325
6,7,18,1,1,0,1,1486154809890,-1,1486154809392
6,7,19,1,1,0,4,1486154812956,-1,1486154812425
6,7,20,1,1,1,4,1486154816023,1486154816557,1486154815492
6,7,21,1,1,0,6,1486154819056,-1,1486154818526
6,8,1,2,1,3,0,1486154837657,-1,1486154837124
6,8,2,2,1,3,1,1486154840691,-1,1486154840161
6,8,3,2,1,2,1,1486154843724,-1,1486154843194
6,8,4,2,1,0,3,1486154846791,-1,1486154846260
6,8,5,2,1,1,1,1486154849858,1486154850458,1486154849328
6,8,6,2,1,0,4,1486154852892,-1,1486154852362
6,8,7,2,0,0,0,1486154855893,1486154856792,1486154855394
6,8,8,2,1,0,5,1486154858959,-1,1486154858428
6,8,9,2,1,0,7,1486154861992,-1,1486154861461
6,8,10,2,0,2,0,1486154865059,1486154865726,1486154864528
6,8,11,2,1,1,7,1486154868092,1486154868826,1486154867562
6,8,12,2,1,0,6,1486154871126,-1,1486154870596
6,8,13,2,1,2,6,1486154874193,-1,1486154873662
6,8,14,2,1,1,6,1486154877227,1486154877760,1486154876695
6,8,15,2,1,1,6,1486154880293,1486154882661,1486154879762
6,8,16,2,1,2,3,1486154883327,-1,1486154882795
6,8,17,2,1,0,2,1486154886394,-1,1486154885863
6,8,18,2,1,0,5,1486154889460,-1,1486154888929
6,8,19,2,1,1,2,1486154892494,1486154893228,1486154891963
6,8,20,2,1,1,5,1486154895529,1486154896628,1486154895030
6,8,21,2,1,2,5,1486154898561,-1,1486154898063
6,8,22,2,0,2,2,1486154901594,1486154902395,1486154901064
6,9,1,3,0,3,3,1486154920162,-1,1486154919629
6,9,2,3,0,3,5,1486154923196,-1,1486154922665
6,9,3,3,0,3,4,1486154926263,-1,1486154925733
6,9,4,3,1,0,2,1486154929329,-1,1486154928798
6,9,5,3,1,0,1,1486154932363,-1,1486154931832
6,9,6,3,0,0,0,1486154935430,1486154937597,1486154934899
6,9,7,3,0,2,1,1486154938496,1486154939230,1486154937966
6,9,8,3,1,0,6,1486154941530,-1,1486154941033
6,9,9,3,0,2,1,1486154944564,1486154945664,1486154944066
6,9,10,3,1,0,2,1486154947630,-1,1486154947099
