%Recollect Version 2.3; iPad: ; User: RLB115; Session: 12
%Span:2,Continent,Difficulty,Game Number,Highest Span Length Achieved,Current Span Length
%NBack:4,Game Number,Scene/Level Played,Highest N Level Achieved,Current N Level
%MultiObject:8,Continent,Difficulty,Game Number,Highest Number of Concurrent Bugs,Current Number of Concurrent Bugs
%LameBack:32,Algorithm,Session,GameNumber,Accuracy,EndingNLevel,HighestNLevel,BayesianEstimates
32,4,12,0,0.8,3,9,algoNotBayesian
32,4,12,0,1,4,9,algoNotBayesian
32,4,12,0,0.3636364,5,9,algoNotBayesian
32,4,12,0,0.3333333,4,9,algoNotBayesian
32,4,12,0,1,3,9,algoNotBayesian
32,4,12,0,0,4,9,algoNotBayesian
32,4,12,0,0.75,3,9,algoNotBayesian
32,4,12,0,0.2,4,9,algoNotBayesian
32,4,12,0,1,3,9,algoNotBayesian
32,4,12,0,0.3,4,9,algoNotBayesian
32,4,12,0,1,3,9,algoNotBayesian
32,4,12,0,0.6666667,4,9,algoNotBayesian
32,4,12,0,0.5714286,5,9,algoNotBayesian
32,4,12,0,1,6,9,algoNotBayesian
32,4,12,0,0,7,9,algoNotBayesian
32,4,12,0,0,6,9,algoNotBayesian
32,4,12,0,0.5714286,5,9,algoNotBayesian
32,4,12,0,0.25,6,9,algoNotBayesian
32,4,12,0,0.6,5,9,algoNotBayesian
32,4,13,0,1,5,9,algoNotBayesian
32,4,13,0,0.7142857,6,9,algoNotBayesian
32,4,13,0,0,7,9,algoNotBayesian
32,4,13,0,0.2857143,6,9,algoNotBayesian
32,4,13,0,0,5,9,algoNotBayesian
32,4,13,0,0.625,4,9,algoNotBayesian
32,4,13,0,1,5,9,algoNotBayesian
32,4,13,0,0,6,9,algoNotBayesian
32,4,13,0,0.6,5,9,algoNotBayesian
32,4,13,0,0,6,9,algoNotBayesian
32,4,13,0,0.4,5,9,algoNotBayesian
32,4,13,0,0.4285714,4,9,algoNotBayesian
32,4,13,0,0.4,3,9,algoNotBayesian
32,4,13,0,1,2,9,algoNotBayesian
32,4,13,0,0,3,9,algoNotBayesian
32,4,13,0,1,2,9,algoNotBayesian
32,4,13,0,1,3,9,algoNotBayesian
32,4,13,0,0.4285714,4,9,algoNotBayesian
32,4,13,0,0.8,3,9,algoNotBayesian
