%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486406369745,1486406372747,1486406382775
1,G4,G,4,1486406384296,1486406387297,1486406394197
2,3W5,W,35,1486406395730,1486406400232,1486406405784
3,T7L,LT,7,1486406407314,1486406411816,1486406422200
4,1JA,AJ,1,1486406423732,1486406428233,1486406433862
0,F4,F,4,1486406440183,1486406443184,1486406448726
1,1J,J,1,1486406450250,1486406453251,1486406458400
2,A7,A,7,1486406459934,1486406462935,1486406466975
3,L1H,HL,1,1486406468501,1486406473002,1486406479668
4,T2S,ST,2,1486406481168,1486406485670,1486406491069
5,K43,K,34,1486406492569,1486406497070,1486406502928
6,R5B2,BR,25,1486406504453,1486406510454,1486406520454
7,N3L9,LN,39,1486406521987,1486406527989,1486406536671
8,5V8P,PV,58,1486406538205,1486406544206,1486406551355
9,4M7S1,MS,147,1486406552889,1486406560391,1486406569314
10,L3E1D,DEL,13,1486406570840,1486406578342,1486406590691
11,9M6K2,KM,269,1486406592191,1486406599693,1486406610744
12,D1B5R9,BDR,159,1486406612276,1486406621278,1486406641253
13,G9T2A5,AGT,259,1486406642777,1486406651779,1486406678264
14,3W5A1G,AGW,135,1486406679796,1486406688798,1486406718635
15,B6H7A5K,ABGW,157,1486406720165,1486406730667,1486406766867
16,8H4R1C2,CHR,1248,1486406768368,1486406778869,1486406805987
17,C7B5N9Y,CHJN,579,1486406807520,1486406818022,1486406850489
18,3Q8D4R6F,DHQR,347,1486406852022,1486406864025,1486406900179
19,P2H8F4Y6,FHPY,2468,1486406901709,1486406913710,1486406947862
20,7D9T3E4S,DEFH,3479,1486406949395,1486406961397,1486407003781
