%Recollect Version 2.3. Scene/Level: , Session: 19, GameNumber: 4
%D2:Row,lastInteractedCharacter,Ht,Ms,FA,CR,Sequence,Responses
0,34,15,0,0,20,blmedimaaecbmpcneaadbcdbnmgjicbeaibgmkaeccbcabmn,100000011011001001101101000001101010000000000000
1,32,15,2,0,16,alibafcgdobjclljccafbnbamflbmccabagfaemhicbjandf,100110100010100011101011000101001000000000000000
2,35,17,0,0,19,hfbfbfamhcngaeoiccciaalnlnbgpbbebccahkamaccdbenl,001010100100100011101100001001101111000000000000
3,38,16,1,0,22,acgcbbaehjmlmbjaaeghpbcpekcdfafaebfdgccbkcahbalk,100111100000010110000110001001010100011000000000
4,31,14,1,0,17,acabhjcgbdlabeogcgcbameifdbdibpcdceeadlanabccnpd,101100101001100010111000001001010000000000000000
5,37,12,5,0,21,kcebhjkbamaopcbkancbpnoclalndfboanlbccimacaialbn,010100011000010010010000010000101000110000000000
6,27,13,2,1,12,akdpeecbacbbcabnknacfklbbhcinpjcpahafhaeecdmbbhi,100000111111111000110001010000000000000000000000
7,24,10,0,1,14,beencakcjgdoihabcnfbnocmajmioabgcaaebbccbcogbmgh,100011010000101110010010100000000000000000000000
8,16,8,0,0,9,hoibbglajmccoaeccaojknabnopbhmcipncababpapicbbgn,000110010011010110000000000000000000000000000000
9,27,14,0,0,14,diiidgpbhcbaaffclceaabkcbbhchfjcbahmaacecjigadmj,000000010111100101011101110100000000000000000000
10,31,13,1,0,18,ajffccobabcloamhcdjbapjbeilecngbecfaijkbfabcoama,100011011100010010011001000010010000000000000000
11,33,15,1,0,18,pabmbhigmcofcapdabcmlcgaibgajbfbgaphgpccjbhccamn,011010000100110011100101010001010100000000000000
