%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486415981263,1486415989496
1,1,34,34,0,1486415990498,1486415997163
2,0,52,52,0,1486416003399,1486416010763
2,1,36,36,0,1486416011765,1486416017898
2,2,368,368,0,1486416018866,1486416026964
2,3,208,208,0,1486416027966,1486416036198
2,4,2306,2306,0,1486416037200,1486416047166
2,5,5047,5047,0,1486416048167,1486416058600
2,6,41075,41075,0,1486416059601,1486416071867
2,7,31620,31620,0,1486416072869,1486416085034
2,8,281376,281376,0,1486416086036,1486416100468
2,9,816508,816508,0,1486416101470,1486416116303
2,10,4806317,4806371,0,1486416117304,1486416140071
2,11,0851680,0851680,0,1486416141072,1486416160272
2,12,47081536,48015736,0,1486416161240,1486416183056
2,13,25408016,25404713,0,1486416184025,1486416206624
3,0,60,06,0,1486416216477,1486416223609
3,1,24,42,0,1486416224611,1486416230543
4,0,51,15,0,1486416235445,1486416242177
4,1,37,73,0,1486416243179,1486416249744
4,2,630,036,1,1486416250712,1486416260211
4,3,580,085,0,1486416261213,1486416268878
4,4,5683,3865,0,1486416269880,1486416280312
4,5,2841,1482,0,1486416281314,1486416292079
4,6,47812,21874,0,1486416293048,1486416305047
4,7,03415,51340,0,1486416306049,1486416317647
4,8,507613,316542,0,1486416318650,1486416337482
4,9,073280,083207,0,1486416338483,1486416357283
