%Recollect Version 2.3; iPad: ; User: RLB103; Session: 14
%Span:2,Continent,Difficulty,Game Number,Highest Span Length Achieved,Current Span Length
%NBack:4,Game Number,Scene/Level Played,Highest N Level Achieved,Current N Level
%MultiObject:8,Continent,Difficulty,Game Number,Highest Number of Concurrent Bugs,Current Number of Concurrent Bugs
%LameBack:32,Algorithm,Session,GameNumber,Accuracy,EndingNLevel,HighestNLevel,BayesianEstimates
32,4,14,0,1,2,6,algoNotBayesian
32,4,14,0,0,3,6,algoNotBayesian
32,4,14,0,1,2,6,algoNotBayesian
32,4,14,0,0.8,3,6,algoNotBayesian
32,4,14,0,0,4,6,algoNotBayesian
32,4,14,0,0.5,3,6,algoNotBayesian
32,4,14,0,0.625,2,6,algoNotBayesian
32,4,14,0,0.5882353,3,6,algoNotBayesian
32,4,14,0,0.3333333,4,6,algoNotBayesian
32,4,14,0,0,3,6,algoNotBayesian
32,4,14,0,0.6666667,2,6,algoNotBayesian
32,4,14,0,0.375,3,6,algoNotBayesian
32,4,14,0,1,2,6,algoNotBayesian
32,4,14,0,0.75,3,6,algoNotBayesian
32,4,14,0,0,4,6,algoNotBayesian
32,4,14,0,0.25,3,6,algoNotBayesian
32,4,14,0,0.8,2,6,algoNotBayesian
32,4,14,0,0,3,6,algoNotBayesian
32,4,14,0,0.6,2,6,algoNotBayesian
32,4,14,0,0.4,3,6,algoNotBayesian
32,4,15,0,0.6,2,6,algoNotBayesian
32,4,15,0,1,3,6,algoNotBayesian
32,4,15,0,0,4,6,algoNotBayesian
32,4,15,0,1,3,6,algoNotBayesian
32,4,15,0,0.1666667,4,6,algoNotBayesian
32,4,15,0,0.25,3,6,algoNotBayesian
32,4,15,0,0.5882353,2,6,algoNotBayesian
32,4,15,0,0.4285714,3,6,algoNotBayesian
32,4,15,0,1,2,6,algoNotBayesian
32,4,15,0,0.4545455,3,6,algoNotBayesian
32,4,15,0,0.4117647,2,6,algoNotBayesian
32,4,15,0,1,2,6,algoNotBayesian
32,4,15,0,0.6666667,3,6,algoNotBayesian
32,4,15,0,0.25,4,6,algoNotBayesian
32,4,15,0,0.4,3,6,algoNotBayesian
32,4,15,0,0.7142857,2,6,algoNotBayesian
32,4,15,0,0.4117647,3,6,algoNotBayesian
