%Recollect Version 2.3. Scene/Level: , Game Number: 007
%HeartsAndFlowers:Stage,TrailNum,Target,TargetPos,ChoicePos,TimeOfPresentation,TimeOfResponse
1,0,1,1,1,1486157005857,1486157007323
1,1,1,0,0,1486157008323,1486157009089
1,2,1,1,1,1486157010090,1486157010856
1,3,1,0,0,1486157011857,1486157012556
2,0,1,1,1,1486157021190,1486157021923
2,1,1,0,0,1486157022924,1486157023424
2,2,1,1,1,1486157024424,1486157025024
2,3,1,1,1,1486157026024,1486157026690
2,4,1,0,0,1486157027691,1486157028224
2,5,1,1,1,1486157029224,1486157029858
2,6,1,1,1,1486157030858,1486157031458
2,7,1,0,0,1486157032458,1486157032957
2,8,1,0,0,1486157033958,1486157034491
2,9,1,1,1,1486157035491,1486157036091
2,10,1,0,0,1486157037091,1486157037558
2,11,1,0,0,1486157038558,1486157039058
3,0,0,0,1,1486157046825,1486157047592
3,1,0,1,0,1486157048594,1486157049326
3,2,0,0,1,1486157050325,1486157050992
3,3,0,1,0,1486157051992,1486157052526
4,0,0,1,0,1486157054776,1486157055342
4,1,0,0,1,1486157056343,1486157056943
4,2,0,0,1,1486157057942,1486157058543
4,3,0,1,0,1486157059542,1486157060009
4,4,0,1,0,1486157061009,1486157061642
4,5,0,0,1,1486157062643,1486157063276
4,6,0,1,0,1486157064276,1486157064909
4,7,0,0,1,1486157065910,1486157066642
4,8,0,0,1,1486157067643,1486157068309
4,9,0,1,0,1486157069310,1486157069843
4,10,0,1,0,1486157070843,1486157071443
4,11,0,0,1,1486157072443,1486157073177
5,0,1,0,0,1486157080310,1486157081343
5,1,1,1,1,1486157082311,1486157083277
5,2,0,0,1,1486157084277,1486157084977
5,3,0,1,0,1486157085977,1486157086877
6,0,1,0,0,1486157090778,1486157091677
6,1,0,0,1,1486157092678,1486157093344
6,2,0,0,1,1486157094345,1486157095111
6,3,1,1,0,1486157096079,1486157096744
6,4,0,0,1,1486157097745,1486157098845
6,5,1,1,1,1486157099845,1486157100712
6,6,0,0,1,1486157101679,1486157102611
6,7,1,0,0,1486157103612,1486157104378
6,8,0,1,0,1486157105378,1486157106279
6,9,0,0,1,1486157107279,1486157108012
6,10,0,0,1,1486157109012,1486157109778
6,11,1,1,0,1486157110779,1486157111512
6,12,0,1,0,1486157112479,1486157113512
6,13,0,1,0,1486157114514,1486157115345
6,14,1,0,0,1486157116346,1486157117046
6,15,0,1,1,1486157118046,1486157118945
6,16,0,0,1,1486157119946,1486157120712
6,17,1,1,1,1486157121713,1486157122712
6,18,1,0,0,1486157123713,1486157124880
6,19,0,1,0,1486157125846,1486157126747
6,20,1,0,0,1486157127747,1486157128814
6,21,1,1,1,1486157129780,1486157130779
6,22,1,1,1,1486157131747,1486157132580
6,23,0,1,0,1486157133580,1486157134513
6,24,0,0,1,1486157135513,1486157136513
6,25,1,1,1,1486157137514,1486157138247
6,26,1,1,1,1486157139214,1486157140047
6,27,0,1,0,1486157141047,1486157141914
6,28,1,0,0,1486157142914,1486157143947
6,29,0,1,0,1486157144947,1486157145880
6,30,1,0,0,1486157146881,1486157147747
6,31,0,1,0,1486157148750,1486157149415
6,32,0,0,1,1486157150414,1486157151481
6,33,1,1,1,1486157152481,1486157153614
6,34,1,0,0,1486157154614,1486157155814
6,35,0,1,0,1486157156814,1486157157681
6,36,1,1,1,1486157158681,1486157159681
6,37,0,0,1,1486157160681,1486157161981
6,38,0,1,0,1486157162982,1486157164248
6,39,1,0,0,1486157165248,1486157166115
6,40,0,1,0,1486157167115,1486157167948
6,41,1,0,0,1486157168916,1486157169882
6,42,0,0,1,1486157170883,1486157171815
6,43,1,1,1,1486157172816,1486157173815
6,44,1,1,1,1486157174816,1486157176082
6,45,1,0,0,1486157177050,1486157177949
6,46,0,0,1,1486157178949,1486157180249
6,47,1,0,0,1486157181217,1486157182083
