%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486148135011,1486148138012,1486148147181
1,G4,G,4,1486148148695,1486148151697,1486148156988
2,3W5,W,35,1486148158513,1486148163015,1486148170317
3,T7L,LT,7,1486148171846,1486148176348,1486148182569
4,1JA,AJ,1,1486148184097,1486148188599,1486148194109
0,L2,L,2,1486148200098,1486148203100,1486148207751
1,6P,P,6,1486148209282,1486148212283,1486148216652
2,B5,B,5,1486148218182,1486148221184,1486148225399
3,F7L,FL,7,1486148226933,1486148231435,1486148237308
4,R4D,DR,4,1486148238834,1486148243335,1486148248288
5,H18,H,18,1486148249818,1486148254319,1486148261185
6,T9A3,AT,39,1486148262718,1486148268720,1486148278526
7,V1J5,JV,15,1486148280053,1486148286054,1486148294003
8,7N4L,LN,47,1486148295537,1486148301538,1486148311621
9,8D6G1,DG,168,1486148313121,1486148320623,1486148331360
10,K2C7S,CKS,27,1486148332889,1486148340385,1486148355094
11,5P3Y9,PY,359,1486148356617,1486148364119,1486148379335
12,M4E7Q2,MQ,245,1486148380868,1486148389870,1486148406799
13,W8H5F3,HW,358,1486148408320,1486148417322,1486148442271
14,6G9A2S,GS,269,1486148443789,1486148452790,1486148466373
