%Recollect Version 2.3. Scene/Level: , Session: 21, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,76,36,,,0,1488389631179,,1488389633508,1488389635675
3,1,2,FB,FB,,,0,1488389637647,,1488389640009,1488389641509
3,2,3,E57,E57,,,0,1488389643481,,1488389646977,1488389648676
3,3,3,845,845,,,0,1488389650648,,1488389654143,1488389655576
10,0,0,,,0,0,0,1488389663346,1488389663344,1488389654143,1488389666544
10,1,0,,,1,1,0,1488389668545,1488389668545,1488389654143,1488389670144
10,2,0,,,1,1,0,1488389672111,1488389672111,1488389654143,1488389673677
10,3,0,,,0,0,0,1488389675678,1488389675678,1488389654143,1488389677944
10,4,0,,,0,0,0,1488389679945,1488389679945,1488389654143,1488389681421
10,5,0,,,1,1,0,1488389683412,1488389683412,1488389654143,1488389685545
10,6,0,,,1,1,0,1488389687545,1488389687545,1488389654143,1488389691445
10,7,0,,,0,0,0,1488389693413,1488389693413,1488389654143,1488389696178
10,8,0,,,0,0,0,1488389698179,1488389698179,1488389654143,1488389699346
10,9,0,,,1,1,0,1488389701347,1488389701347,1488389654143,1488389702379
10,10,0,,,0,0,0,1488389704347,1488389704347,1488389654143,1488389705679
10,11,0,,,1,1,0,1488389707647,1488389707647,1488389654143,1488389708746
10,12,0,,,1,1,0,1488389710713,1488389710713,1488389654143,1488389712047
10,13,0,,,0,0,0,1488389714047,1488389714047,1488389654143,1488389715080
10,14,0,,,1,1,0,1488389717080,1488389717080,1488389654143,1488389718413
10,15,0,,,0,0,0,1488389720414,1488389720414,1488389654143,1488389721680
13,0,2,7B,7B,11,11,0,1488389727318,1488389732820,1488389734186,1488389736914
13,1,2,C2,C2,00,00,0,1488389738886,1488389743486,1488389744786,1488389748215
13,2,2,EC,EC,10,00,0,1488389750220,1488389754853,1488389756288,1488389757749
14,0,4,8264,8264,1100,1100,0,1488389762553,1488389774321,1488389775388,1488389777716
14,1,4,F726,F726,1101,1101,0,1488389779690,1488389790888,1488389792222,1488389795418
14,2,5,5ED03,5ED03,10001,10001,0,1488389797388,1488389810689,1488389811923,1488389814518
14,3,5,C6201,C2601,01001,01001,0,1488389816490,1488389829724,1488389831060,1488389833921
14,4,3,052,052,001,001,0,1488389835925,1488389843958,1488389845859,1488389848020
14,5,2,0E,0E,01,01,0,1488389849992,1488389854292,1488389855259,1488389857388
14,6,5,AC581,4E581,10100,10100,0,1488389859359,1488389874927,1488389876528,1488389879656
14,7,3,F0B,F0B,101,101,0,1488389881660,1488389889428,1488389891096,1488389893223
14,8,2,72,72,00,00,0,1488389895195,1488389899895,1488389900896,1488389902623
14,9,2,3A,3A,11,11,0,1488389904629,1488389909796,1488389910695,1488389912257
14,10,3,6FC,6FC,111,111,0,1488389914229,1488389921164,1488389923131,1488389925292
14,11,4,8CF7,AFC7,1100,11Z0,1,1488389927296,1488389940397,1488389943764,1488389950526
