%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 2
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1487009280461,1487009283463,1487009291386
1,G4,G,4,1487009292912,1487009295913,1487009300448
2,3W5,W,35,1487009301979,1487009306480,1487009313167
3,T7L,LT,7,1487009314696,1487009319197,1487009323980
4,1JA,AJ,1,1487009325513,1487009330015,1487009337081
0,F4,F,4,1487009341414,1487009344416,1487009348824
1,1J,J,1,1487009350348,1487009353350,1487009357292
2,A7,A,7,1487009358815,1487009361817,1487009366520
3,L1H,HL,1,1487009368049,1487009372550,1487009377116
4,T2S,TS,2,1487009378650,1487009383151,1487009392455
5,K43,K,34,1487009393984,1487009398486,1487009403370
6,R5B2,BR,25,1487009404901,1487009410903,1487009416316
7,N3L9,RT,59,1487009417836,1487009423837,1487009441320
8,5V8P,PV,58,1487009442853,1487009448855,1487009455777
