%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,40,40,,,0,1488243233155,,1488243235518,1488243239918
3,1,2,F5,F5,,,0,1488243241922,,1488243244317,1488243247585
3,2,3,72E,72E,,,0,1488243249557,,1488243253118,1488243256285
3,3,3,A40,A40,,,0,1488243258258,,1488243261785,1488243263918
10,0,0,,,1,1,0,1488243305271,1488243305271,1488243261785,1488243308988
10,1,0,,,1,1,0,1488243311190,1488243311190,1488243261785,1488243314755
10,2,0,,,0,0,0,1488243316755,1488243316755,1488243261785,1488243318221
10,3,0,,,0,0,0,1488243320189,1488243320189,1488243261785,1488243325422
10,4,0,,,0,0,0,1488243327423,1488243327423,1488243261785,1488243329422
10,5,0,,,1,1,0,1488243331390,1488243331390,1488243261785,1488243335190
10,6,0,,,0,0,0,1488243337158,1488243337158,1488243261785,1488243340223
10,7,0,,,1,1,0,1488243342192,1488243342192,1488243261785,1488243346457
10,8,0,,,0,0,0,1488243348457,1488243348457,1488243261785,1488243350723
10,9,0,,,0,0,0,1488243352691,1488243352691,1488243261785,1488243356524
10,10,0,,,1,1,0,1488243358493,1488243358493,1488243261785,1488243361057
10,11,0,,,1,1,0,1488243363025,1488243363025,1488243261785,1488243366125
10,12,0,,,1,1,0,1488243368093,1488243368093,1488243261785,1488243371258
10,13,0,,,0,0,0,1488243373225,1488243373225,1488243261785,1488243374692
10,14,0,,,1,1,0,1488243376660,1488243376660,1488243261785,1488243378759
10,15,0,,,0,0,0,1488243380759,1488243380759,1488243261785,1488243382225
13,0,2,93,83,01,01,0,1488243437999,1488243443168,1488243444535,1488243448329
13,1,2,20,42,11,11,0,1488243450302,1488243455036,1488243457702,1488243462230
13,2,2,7A,A7,00,00,0,1488243464203,1488243469301,1488243470902,1488243472998
14,0,4,5B26,5B26,0011,0011,0,1488243479119,1488243492086,1488243493786,1488243498849
14,1,2,12,12,00,00,0,1488243501087,1488243506572,1488243507836,1488243513433
14,2,5,E0D12,E1D21,01110,01110,0,1488243515405,1488243530940,1488243533905,1488243542667
14,3,5,E193D,E193D,10000,10000,0,1488243544672,1488243558842,1488243559975,1488243564302
14,4,5,8AEC7,8AEC7,10111,10111,0,1488243566273,1488243579642,1488243580843,1488243585004
14,5,2,9E,9E,11,11,0,1488243587008,1488243591477,1488243592544,1488243595972
14,6,3,3C7,3C7,010,010,0,1488243597975,1488243605444,1488243607776,1488243611738
14,7,4,351E,351E,0011,0011,0,1488243613711,1488243624779,1488243626379,1488243629306
14,8,3,E1C,E1C,011,011,0,1488243631277,1488243639212,1488243640378,1488243643073
14,9,3,B0A,B0A,010,010,0,1488243645046,1488243652278,1488243653513,1488243656442
14,10,4,4A69,4A69,1001,1001,0,1488243658414,1488243669847,1488243670948,1488243673708
14,11,2,A0,A0,10,10,0,1488243675713,1488243680281,1488243681649,1488243684109
