%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 6
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,0,1,1,3,3,1488244801188,-1,1488244800657
6,0,1,1,1,0,6,1488244804255,-1,1488244803726
6,0,2,1,1,1,6,1488244807322,1488244808255,1488244806790
6,0,3,1,1,0,0,1488244810388,-1,1488244809826
6,0,4,1,1,0,4,1488244813422,-1,1488244812892
6,0,5,1,1,0,5,1488244816522,-1,1488244815957
6,0,6,1,1,0,3,1488244819622,-1,1488244819058
6,0,7,1,1,1,3,1488244822689,1488244823489,1488244822126
6,0,8,1,1,0,4,1488244825789,-1,1488244825227
6,0,9,1,1,0,6,1488244828889,-1,1488244828324
6,0,10,1,1,1,6,1488244831956,1488244832590,1488244831395
6,1,0,1,1,3,7,1488244840240,-1,1488244839708
6,1,1,1,1,0,2,1488244843340,-1,1488244842777
6,1,2,1,1,0,7,1488244846374,-1,1488244845844
6,1,3,1,1,1,7,1488244849440,1488244850174,1488244848909
6,1,4,1,1,0,5,1488244852541,-1,1488244851976
6,1,5,1,1,0,3,1488244855608,-1,1488244855045
6,1,6,1,1,1,3,1488244858641,1488244859408,1488244858112
6,1,7,1,0,1,3,1488244861741,-1,1488244861176
6,1,8,1,1,0,6,1488244864808,-1,1488244864245
6,1,9,1,1,0,2,1488244867875,-1,1488244867345
6,1,10,1,1,0,0,1488244870942,-1,1488244870410
6,1,11,1,1,1,0,1488244874009,1488244874776,1488244873477
6,1,12,1,1,0,6,1488244877076,-1,1488244876513
6,1,13,1,1,1,6,1488244880142,1488244880909,1488244879613
6,1,14,1,1,0,3,1488244883209,-1,1488244882677
6,1,15,1,1,0,5,1488244886276,-1,1488244885713
6,1,16,1,1,0,0,1488244889309,-1,1488244888780
6,1,17,1,1,0,1,1488244892409,-1,1488244891846
6,1,18,1,1,0,2,1488244895477,-1,1488244894945
6,1,19,1,1,1,2,1488244898510,1488244899277,1488244897981
6,1,20,1,1,0,7,1488244901577,-1,1488244901047
6,2,0,2,1,3,2,1488244913311,-1,1488244912746
6,2,1,2,1,3,4,1488244916377,-1,1488244915813
6,2,2,2,1,0,6,1488244919411,-1,1488244918882
6,2,3,2,1,0,7,1488244922511,-1,1488244921949
