%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486145171049,1486145178214
1,1,34,34,0,1486145179217,1486145185981
2,0,15,15,0,1486145189316,1486145196348
2,1,73,73,0,1486145197351,1486145203882
2,2,164,164,0,1486145204884,1486145213082
2,3,705,705,0,1486145214084,1486145222683
2,4,2173,2173,0,1486145223685,1486145233283
2,5,1504,1504,1,1486145234285,1486145247851
2,6,42350,42350,0,1486145248853,1486145260452
2,7,24061,24061,1,1486145261454,1486145276986
2,8,061743,061743,0,1486145277987,1486145292487
2,9,625037,62503,0,1486145293488,1486145308788
2,10,7152305,1572035,1,1486145309789,1486145338956
2,11,3157264,3157624,0,1486145339924,1486145355890
3,0,60,06,0,1486145363026,1486145369525
3,1,24,42,0,1486145370526,1486145376225
4,0,25,52,0,1486145382861,1486145389359
4,1,63,36,0,1486145390361,1486145396259
4,2,574,475,0,1486145397261,1486145404993
4,3,207,702,0,1486145405996,1486145413727
4,4,7305,5037,0,1486145414729,1486145424761
4,5,4130,0314,0,1486145425763,1486145435429
4,6,35741,14753,0,1486145436430,1486145449363
4,7,70526,62507,0,1486145450331,1486145462431
4,8,607251,150627,1,1486145463431,1486145480231
4,9,270643,346072,0,1486145481232,1486145497332
4,10,0416327,7236140,0,1486145498334,1486145515966
4,11,5632041,1402365,0,1486145516968,1486145533400
4,12,48256132,528461300,0,1486145534402,1486145552885
4,13,04523765,5673540,0,1486145553886,1486145578820
