%Recollect Version 2.3; iPad: ; User: RLB103; Session: 4
%Span:2,Continent,Difficulty,Game Number,Highest Span Length Achieved,Current Span Length
%NBack:4,Game Number,Scene/Level Played,Highest N Level Achieved,Current N Level
%MultiObject:8,Continent,Difficulty,Game Number,Highest Number of Concurrent Bugs,Current Number of Concurrent Bugs
%LameBack:32,Algorithm,Session,GameNumber,Accuracy,EndingNLevel,HighestNLevel,BayesianEstimates
32,4,4,0,1,2,4,algoNotBayesian
32,4,4,0,0.8,3,4,algoNotBayesian
32,4,4,0,0,4,4,algoNotBayesian
32,4,4,0,0.4,3,4,algoNotBayesian
32,4,4,0,0.25,2,4,algoNotBayesian
32,4,4,0,0,2,4,algoNotBayesian
32,4,4,0,0.2,2,4,algoNotBayesian
32,4,4,0,0.75,2,4,algoNotBayesian
32,4,4,0,0.25,3,4,algoNotBayesian
32,4,4,0,0.25,2,4,algoNotBayesian
32,4,4,0,0.75,2,4,algoNotBayesian
32,4,4,0,0.3333333,3,4,algoNotBayesian
32,4,4,0,1,2,4,algoNotBayesian
32,4,4,0,0.3333333,3,4,algoNotBayesian
32,4,4,0,0.4545455,2,4,algoNotBayesian
32,4,4,0,1,2,4,algoNotBayesian
32,4,4,0,0.8333333,3,4,algoNotBayesian
32,4,4,0,0.2,4,4,algoNotBayesian
32,4,4,0,0,3,4,algoNotBayesian
32,4,4,0,0.7,2,4,algoNotBayesian
32,4,4,0,0.1666667,3,4,algoNotBayesian
32,4,4,0,0.4,2,4,algoNotBayesian
32,4,4,0,0.6153846,2,4,algoNotBayesian
32,4,5,0,1,2,4,algoNotBayesian
32,4,5,0,0.75,3,4,algoNotBayesian
32,4,5,0,0,4,4,algoNotBayesian
32,4,5,0,0.25,3,4,algoNotBayesian
32,4,5,0,1,2,4,algoNotBayesian
32,4,5,0,0.25,3,4,algoNotBayesian
32,4,5,0,1,2,4,algoNotBayesian
32,4,5,0,0.6,3,4,algoNotBayesian
32,4,5,0,0.6666667,4,4,algoNotBayesian
32,4,5,0,0.75,5,5,algoNotBayesian
32,4,5,0,0.4,6,6,algoNotBayesian
32,4,5,0,0,5,6,algoNotBayesian
32,4,5,0,0.4444444,4,6,algoNotBayesian
32,4,5,0,0.5555556,3,6,algoNotBayesian
32,4,5,0,0,4,6,algoNotBayesian
32,4,5,0,0,3,6,algoNotBayesian
32,4,5,0,0.2,2,6,algoNotBayesian
32,4,5,0,1,2,6,algoNotBayesian
32,4,5,0,0.2,3,6,algoNotBayesian
32,4,5,0,0.8,2,6,algoNotBayesian
32,4,5,0,0.2727273,3,6,algoNotBayesian
32,4,5,0,1,2,6,algoNotBayesian
32,4,5,0,1,3,6,algoNotBayesian
32,4,5,0,0.2727273,4,6,algoNotBayesian
32,4,5,0,0.25,3,6,algoNotBayesian
32,4,5,0,0.25,2,6,algoNotBayesian
32,4,5,0,0.6666667,2,6,algoNotBayesian
