%Recollect Version 2.3. Scene/Level: , Game Number: 007
%HeartsAndFlowers:Stage,TrailNum,Target,TargetPos,ChoicePos,TimeOfPresentation,TimeOfResponse
1,0,1,1,1,1486430836280,1486430838146
1,1,1,1,1,1486430839113,1486430839814
1,2,1,0,0,1486430840813,1486430841547
1,3,1,0,0,1486430842549,1486430843180
2,0,1,0,0,1486430848181,1486430848913
2,1,1,1,1,1486430849914,1486430850714
2,2,1,0,0,1486430851716,1486430852480
2,3,1,1,1,1486430853448,1486430854247
2,4,1,1,1,1486430855214,1486430855880
2,5,1,1,1,1486430856881,1486430857480
2,6,1,0,0,1486430858481,1486430859381
2,7,1,0,0,1486430860381,1486430861014
2,8,1,1,1,1486430862014,1486430862649
2,9,1,0,0,1486430863648,1486430864248
2,10,1,1,1,1486430865248,1486430866481
2,11,1,0,0,1486430867448,1486430868115
3,0,0,1,0,1486430880416,1486430881082
3,1,0,1,0,1486430882083,1486430882715
3,2,0,0,1,1486430883716,1486430884515
3,3,0,0,1,1486430885516,1486430886282
4,0,0,0,1,1486430888333,1486430889232
4,1,0,0,1,1486430890200,1486430891032
4,2,0,0,1,1486430892033,1486430892733
4,3,0,1,1,1486430893733,1486430894433
4,4,0,1,0,1486430895400,1486430896267
4,5,0,1,0,1486430897266,1486430898000
4,6,0,0,1,1486430899000,1486430899733
4,7,0,0,1,1486430900733,1486430901433
4,8,0,0,1,1486430902434,1486430903033
4,9,0,1,0,1486430904035,1486430904767
4,10,0,1,0,1486430905734,1486430906334
4,11,0,1,0,1486430907334,1486430907834
5,0,1,0,0,1486430912351,1486430913284
5,1,0,1,0,1486430914284,1486430915250
5,2,1,1,1,1486430916251,1486430917318
5,3,0,0,1,1486430918318,1486430919251
6,0,1,0,0,1486430921751,1486430922718
6,1,0,1,0,1486430923718,1486430924485
6,2,0,0,1,1486430925485,1486430926451
6,3,1,1,1,1486430927451,1486430928551
6,4,1,1,1,1486430929552,1486430930618
6,5,0,1,0,1486430931586,1486430932352
6,6,1,0,0,1486430933352,1486430934052
6,7,0,0,1,1486430935052,1486430935785
6,8,0,0,1,1486430936785,1486430937852
6,9,0,1,0,1486430938852,1486430939652
6,10,1,0,0,1486430940619,1486430941519
6,11,1,0,0,1486430942519,1486430943219
6,12,1,1,1,1486430944186,1486430944819
6,13,0,0,1,1486430945819,1486430946586
6,14,1,1,1,1486430947587,1486430948186
6,15,1,1,1,1486430949186,1486430949786
6,16,1,0,0,1486430950753,1486430951553
6,17,0,0,1,1486430952553,1486430953653
6,18,1,0,0,1486430954653,1486430955453
6,19,1,1,1,1486430956453,1486430957120
6,20,1,1,1,1486430958087,1486430958653
6,21,0,1,0,1486430959654,1486430960487
6,22,0,0,1,1486430961487,1486430962453
6,23,0,0,1,1486430963453,1486430964254
6,24,1,1,1,1486430965254,1486430965987
6,25,1,0,0,1486430966987,1486430967987
6,26,0,1,0,1486430968987,1486430969787
6,27,0,0,1,1486430970787,1486430971520
6,28,1,1,1,1486430972521,1486430973187
6,29,1,1,1,1486430974187,1486430974987
6,30,1,1,1,1486430975988,1486430976554
6,31,0,0,1,1486430977554,1486430978354
6,32,0,0,1,1486430979322,1486430980087
6,33,1,1,1,1486430981088,1486430981821
6,34,1,0,0,1486430982821,1486430983588
6,35,1,0,0,1486430984588,1486430985121
6,36,0,1,0,1486430986122,1486430986688
6,37,1,0,0,1486430987689,1486430988488
6,38,0,1,0,1486430989488,1486430990288
6,39,0,1,0,1486430991289,1486430992022
6,40,0,0,1,1486430993022,1486430993822
6,41,1,0,0,1486430994823,1486430995422
6,42,0,0,1,1486430996423,1486430997255
6,43,0,1,0,1486430998256,1486430999189
6,44,0,1,0,1486431000189,1486431000956
6,45,1,0,0,1486431001956,1486431002822
6,46,0,1,0,1486431003790,1486431004556
6,47,0,1,0,1486431005556,1486431006189
