%Recollect Version 2.3. Scene/Level: , Session: 23, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487801744062,1487801751561
1,1,34,34,0,1487801752562,1487801758294
2,0,15,15,0,1487801765430,1487801771828
2,1,73,73,0,1487801772830,1487801779163
2,2,164,164,0,1487801780131,1487801788396
2,3,705,705,0,1487801789364,1487801797663
2,4,2173,2173,0,1487801798632,1487801808930
2,5,1504,1504,0,1487801809899,1487801820231
2,6,42350,42350,0,1487801821233,1487801835165
2,7,24061,24061,0,1487801836134,1487801848166
2,8,061743,061743,0,1487801849134,1487801865667
2,9,625037,625037,0,1487801866668,1487801880535
2,10,7152305,7125305,0,1487801881536,1487801901402
2,11,3157264,3127564,1,1487801902371,1487801927737
3,0,60,06,0,1487801933139,1487801940804
3,1,24,42,0,1487801941774,1487801947538
4,0,25,52,0,1487801963541,1487801970073
4,1,63,36,0,1487801971041,1487801977307
4,2,574,475,0,1487801978308,1487801987540
4,3,207,702,0,1487801988543,1487801997841
4,4,7305,5037,0,1487801998809,1487802008308
4,5,4130,0314,0,1487802009310,1487802019576
4,6,35741,14753,0,1487802020545,1487802033610
4,7,70526,62507,0,1487802034578,1487802047444
4,8,607251,152076,0,1487802048446,1487802064278
4,9,270643,346072,0,1487802065280,1487802079313
4,10,0416327,7236140,0,1487802080314,1487802097714
4,11,5632041,1402635,0,1487802098715,1487802114899
4,12,48256132,23165284,0,1487802115901,1487802133917
4,13,04523765,5637254,0,1487802134919,1487802152318
4,14,164751473,374415463,1,1487802153320,1487802179853
4,15,451387620,0267813454,1,1487802180855,1487802204754
