%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Action,Row,Character,TimeOfResponse
-1,10,23,1486144593348
1,0,0,1486144599749
1,0,2,1486144606150
2,0,2,1486144606416
1,0,2,1486144607216
2,0,2,1486144608016
1,0,6,1486144609383
2,0,6,1486144610550
1,0,5,1486144611518
2,0,5,1486144612050
9,0,-1,1486144613684
1,1,0,1486144621817
1,1,2,1486144622284
2,1,2,1486144624550
1,1,1,1486144627584
2,1,1,1486144630118
1,1,6,1486144631184
1,1,12,1486144633551
1,1,13,1486144634218
9,1,-1,1486144634685
1,2,4,1486144638851
1,2,8,1486144640085
1,2,9,1486144641518
1,2,11,1486144643519
1,2,12,1486144644018
1,2,13,1486144645318
1,2,18,1486144646885
1,2,22,1486144649285
-1,2,19,1486144649852
-1,2,19,1486144651052
-1,2,18,1486144651952
-1,2,19,1486144652819
-1,2,19,1486144653419
-1,2,19,1486144654019
-1,2,19,1486144654519
9,2,-1,1486144655690
1,3,2,1486144658519
1,3,7,1486144661653
-1,3,6,1486144662620
-1,3,6,1486144663753
-1,3,6,1486144664686
-1,3,6,1486144665586
-1,3,6,1486144666853
2,3,7,1486144667220
1,3,6,1486144667586
1,3,7,1486144668986
1,3,14,1486144670253
1,3,19,1486144673420
9,3,-1,1486144676721
1,4,1,1486144682387
1,4,3,1486144685587
1,4,10,1486144687554
-1,4,4,1486144690355
-1,4,4,1486144690921
-1,4,4,1486144691323
-1,4,4,1486144691621
-1,4,4,1486144691889
-1,4,4,1486144692088
-1,4,4,1486144692254
-1,4,4,1486144692421
-1,4,4,1486144692621
-1,4,4,1486144692988
-1,4,4,1486144693255
-1,4,4,1486144693455
-1,4,4,1486144693954
-1,4,4,1486144694154
-1,4,4,1486144694354
-1,4,4,1486144694588
-1,4,4,1486144694855
-1,5,7,1486144697554
9,4,-1,1486144697722
1,5,47,1486144701522
-1,5,46,1486144702022
2,5,47,1486144702688
1,5,46,1486144703455
-1,5,35,1486144717356
-1,5,36,1486144718290
9,5,-1,1486144718724
-1,5,36,1486144719123
1,6,15,1486144725157
1,6,16,1486144725889
1,6,25,1486144727223
1,6,26,1486144728290
1,6,31,1486144729556
2,6,31,1486144730157
1,6,32,1486144730690
-1,6,31,1486144731223
-1,6,31,1486144732657
-1,6,31,1486144733423
1,6,39,1486144735723
1,6,41,1486144736257
-1,6,40,1486144737124
-1,6,40,1486144738157
-1,6,39,1486144738823
-1,6,39,1486144739257
9,6,-1,1486144739726
-1,6,38,1486144739757
1,7,21,1486144741357
2,7,21,1486144741790
1,7,20,1486144742124
1,7,21,1486144743024
9,7,-1,1486144760726
1,8,19,1486144775792
1,8,20,1486144776192
1,8,21,1486144777192
-1,8,20,1486144777759
-1,8,20,1486144778426
-1,8,20,1486144778859
-1,8,20,1486144779460
-1,8,20,1486144779793
-1,8,20,1486144780159
-1,8,19,1486144780593
-1,8,19,1486144780859
-1,8,20,1486144781293
-1,8,20,1486144781661
9,8,-1,1486144781726
9,9,-1,1486144802728
-1,9,21,1486144803295
-1,9,20,1486144804028
-1,9,32,1486144804761
-1,9,33,1486144805295
1,10,34,1486144806028
-1,10,32,1486144811828
9,10,-1,1486144823730
1,11,29,1486144825696
1,11,34,1486144829562
2,11,34,1486144829796
1,11,34,1486144830029
1,11,39,1486144830695
1,11,41,1486144831096
1,11,42,1486144831329
1,11,43,1486144831529
2,11,43,1486144831695
1,11,44,1486144831896
2,11,44,1486144832095
1,11,44,1486144832329
-1,11,43,1486144832529
-1,11,43,1486144833063
-1,11,43,1486144833462
-1,11,43,1486144834096
-1,11,43,1486144834529
1,11,47,1486144836463
-1,11,26,1486144839463
-1,11,26,1486144840163
-1,11,26,1486144840629
-1,11,27,1486144840863
-1,11,27,1486144841096
-1,11,25,1486144842996
-1,11,25,1486144843296
