%Recollect Version 2.3. Scene/Level: , Session: 25, GameNumber: 4
%D2:Row,lastInteractedCharacter,Ht,Ms,FA,CR,Sequence,Responses
0,28,11,0,0,18,gbjmijabkocockafcoacihnenloabmbpccjabajebcecbeae,010000110010101010110000000110000000000000000000
1,39,16,2,0,22,hbbcmaacncfpmcabiodedhabkcbeacdlkjhfbfdacapaibeo,011101110100011100000001001011000000100100000000
2,31,14,1,0,17,ikjcbpalhcabkcabblmopodackpkjbaahinfccdmbpbckmab,000110100111001110000001100001110000000000000000
3,29,7,6,0,17,abniehpknjaccbdojbjaanincfcnbbbpllccaanceogfbcha,110000000010100001001000000001000000000000000000
4,31,16,0,0,16,aafgbcidckbcpfabldcbaappfhicdaibcnbmikogfcbalcde,110011001011001100111100000101010000000000000000
5,43,18,2,0,24,efbkbaciacgbmcllciojjbaaeaicoglegbhaebcbmifbcmaj,001011001101010010000111010100000101011000010000
6,32,15,1,0,17,kcglabjcalgbmebiaacpmpkbcihacjblbagcabkbclmnekfo,000011011001001011100001100110101000000000000000
7,39,17,3,0,20,aneafomjbpcgcbfdabakjocmobcinbabfaeccoccbopdaihn,100100001010100011100010011001010101100100000000
8,38,13,4,1,21,cmjiadcneblgabfnpcacdabfddbanjfcabnekdbkccdacobg,100010010100110001100110001000010100001000000000
9,36,15,2,0,20,cibfhablacdboaclngchljabokacfmbncmigbamkajcdbpaj,101001101001010000100011001100101000100000000000
10,28,9,5,0,15,bcllbehipjafchabbehoaacincjbbcgedaigaclibcgbcnln,110000000010101110000100000010000000000000000000
11,40,14,5,0,22,bacbijffgifjnkakocbcbafacedmdpccbkgamlabbjpcabkh,110100000000001001101101000000101001000110000000
