%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486415472513,1486415480245
1,1,34,34,0,1486415481247,1486415488146
2,0,15,15,0,1486415494381,1486415502047
2,1,73,73,0,1486415503014,1486415510046
2,2,164,164,0,1486415511049,1486415519714
2,3,705,705,0,1486415520716,1486415529815
2,4,2173,2173,0,1486415530783,1486415543681
2,5,1504,1504,0,1486415544651,1486415555449
2,6,42350,42350,0,1486415556417,1486415570817
2,7,24061,24061,0,1486415571819,1486415585918
2,8,061743,061743,0,1486415586886,1486415605819
2,9,625037,620543,0,1486415606820,1486415627220
2,10,7152305,1720845,1,1486415628222,1486415670739
2,11,3157264,31257046,1,1486415671742,1486415709108
3,0,60,06,0,1486415719744,1486415726809
3,1,24,42,0,1486415727777,1486415734043
4,0,25,52,0,1486415739611,1486415746244
4,1,63,36,0,1486415747245,1486415754744
4,2,574,475,1,1486415755745,1486415766678
4,3,207,702,0,1486415767681,1486415776412
4,4,7305,5037,0,1486415777413,1486415787879
4,5,4130,0314,0,1486415788847,1486415802446
4,6,35741,14753,0,1486415803448,1486415818581
4,7,70526,62507,0,1486415819583,1486415831915
4,8,607251,125806,2,1486415832884,1486415878117
4,9,270643,306427,0,1486415879086,1486415898952
