%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,61,16,,,0,1486147537448,,1486147539810,1486147545644
3,1,2,F4,F4,,,1,1486147547649,,1486147550010,1486147557844
3,2,3,A2D,A2D,,,0,1486147559849,,1486147563345,1486147566011
3,3,3,A79,A79,,,0,1486147568016,,1486147571578,1486147573545
10,0,0,,,1,1,0,1486147609816,1486147609814,1486147571578,1486147614214
10,1,0,,,1,1,0,1486147616215,1486147616215,1486147571578,1486147619981
10,2,0,,,1,1,0,1486147621982,1486147621982,1486147571578,1486147625215
10,3,0,,,0,0,0,1486147627215,1486147627215,1486147571578,1486147630382
10,4,0,,,0,0,0,1486147632382,1486147632382,1486147571578,1486147641482
10,5,0,,,0,0,0,1486147643483,1486147643483,1486147571578,1486147646716
10,6,0,,,0,0,0,1486147648717,1486147648716,1486147571578,1486147654416
10,7,0,,,0,0,0,1486147656384,1486147656384,1486147571578,1486147660983
10,8,0,,,0,0,0,1486147662984,1486147662984,1486147571578,1486147665551
10,9,0,,,1,1,0,1486147667551,1486147667551,1486147571578,1486147670717
10,10,0,,,1,1,0,1486147672718,1486147672718,1486147571578,1486147675451
10,11,0,,,1,1,0,1486147677451,1486147677451,1486147571578,1486147679618
10,12,0,,,0,0,0,1486147681618,1486147681618,1486147571578,1486147683784
10,13,0,,,1,1,0,1486147685752,1486147685752,1486147571578,1486147687118
10,14,0,,,0,1,0,1486147689119,1486147689119,1486147571578,1486147691319
10,15,0,,,1,1,0,1486147693319,1486147693319,1486147571578,1486147698086
13,0,2,0D,0D,10,10,0,1486147732325,1486147739059,1486147743260,1486147747556
13,1,2,A3,A3,01,01,0,1486147749560,1486147756626,1486147758228,1486147760056
13,2,2,E8,E8,01,Z1,0,1486147762061,1486147773627,1486147775795,1486147778824
14,0,3,758,758,000,000,0,1486147790195,1486147799029,1486147800364,1486147802458
14,1,2,2B,2B,11,11,1,1486147804429,1486147809230,1486147810364,1486147816325
14,2,4,E157,E157,1011,1011,0,1486147818297,1486147829831,1486147831031,1486147834160
14,3,4,8EF3,8EF3,0100,0100,0,1486147836165,1486147846798,1486147848932,1486147852427
14,4,5,8451C,8451C,10011,10011,0,1486147854399,1486147868299,1486147869335,1486147872228
14,5,3,1AE,1AE,110,110,1,1486147874201,1486147882333,1486147883567,1486147888263
14,6,5,6F8B1,68FB1,10001,10001,0,1486147890268,1486147904202,1486147905836,1486147912764
14,7,2,4D,4D,11,11,0,1486147914769,1486147920302,1486147921969,1486147925131
14,8,2,C1,C1,10,10,0,1486147927104,1486147931403,1486147932771,1486147935165
14,9,4,B5E0,B5E0,0110,1110,0,1486147937170,1486147947604,1486147948937,1486147951666
14,10,3,F13,F13,001,001,0,1486147953638,1486147961839,1486147963338,1486147965934
14,11,5,7621C,762D,10100,10100,0,1486147967939,1486147981005,1486147983206,1486147986168
