%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,4C,4C,,,0,1486143633858,,1486143636253,1486143640154
3,1,2,90,90,,,0,1486143642158,,1486143644490,1486143646987
3,2,3,469,469,,,0,1486143648991,,1486143652521,1486143654488
3,3,3,78C,78C,,,0,1486143656492,,1486143660055,1486143661821
10,0,0,,,0,0,0,1486143688824,1486143688823,1486143660055,1486143693524
10,1,0,,,1,1,0,1486143695524,1486143695524,1486143660055,1486143698790
10,2,0,,,0,0,0,1486143700791,1486143700791,1486143660055,1486143705825
10,3,0,,,0,0,0,1486143707791,1486143707791,1486143660055,1486143709357
10,4,0,,,1,1,0,1486143711325,1486143711325,1486143660055,1486143713224
10,5,0,,,1,1,0,1486143715225,1486143715225,1486143660055,1486143719625
10,6,0,,,1,1,0,1486143721625,1486143721625,1486143660055,1486143724158
10,7,0,,,0,0,0,1486143726159,1486143726159,1486143660055,1486143728358
10,8,0,,,1,1,0,1486143730359,1486143730359,1486143660055,1486143734492
10,9,0,,,0,0,0,1486143736460,1486143736460,1486143660055,1486143738626
10,10,0,,,0,0,0,1486143740593,1486143740593,1486143660055,1486143743359
10,11,0,,,1,1,0,1486143745327,1486143745327,1486143660055,1486143748760
10,12,0,,,1,1,0,1486143750761,1486143750761,1486143660055,1486143753360
10,13,0,,,0,0,0,1486143755328,1486143755328,1486143660055,1486143757660
10,14,0,,,0,0,0,1486143759661,1486143759661,1486143660055,1486143762227
10,15,0,,,0,0,0,1486143764228,1486143764228,1486143660055,1486143766861
13,0,2,32,32,11,11,0,1486143791767,1486143798467,1486143803368,1486143805330
13,1,2,C2,C2,00,00,0,1486143807301,1486143812802,1486143815102,1486143816797
13,2,2,1B,1B,10,10,0,1486143818802,1486143824035,1486143825736,1486143827131
14,0,2,19,19,11,11,0,1486143836502,1486143842270,1486143844936,1486143846165
14,1,4,76D1,76D1,0000,0000,0,1486143848136,1486143859738,1486143861837,1486143864750
14,2,4,4190,4190,0111,0111,0,1486143866754,1486143877956,1486143878989,1486143881150
14,3,2,CE,CE,01,01,0,1486143883156,1486143888856,1486143890589,1486143893284
14,4,5,8F76D,8F76D,01101,01101,0,1486143895256,1486143911223,1486143914358,1486143916686
14,5,5,C8601,C8611,00101,00101,0,1486143918690,1486143937625,1486143940126,1486143942654
14,6,3,278,278,101,101,0,1486143944625,1486143953393,1486143954493,1486143956188
14,7,4,AE16,AE16,0110,0110,0,1486143958192,1486143970627,1486143972027,1486143975556
14,8,3,67C,67C,001,001,0,1486143977560,1486143986628,1486143988761,1486143991391
14,9,5,E3A95,E3A95,01101,01101,0,1486143993361,1486144008563,1486144010962,1486144013358
14,10,2,4B,4B,01,01,0,1486144015362,1486144020762,1486144022096,1486144026026
14,11,3,C1B,C1B,101,101,0,1486144027996,1486144037030,1486144039198,1486144041560
