%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,45,45,,,0,1486417607949,,1486417610278,1486417613045
3,1,2,96,96,,,0,1486417615050,,1486417617378,1486417619012
3,2,3,25B,25B,,,0,1486417621017,,1486417624579,1486417626746
3,3,3,3ED,3ED,,,0,1486417628717,,1486417632213,1486417633913
10,0,0,,,1,1,0,1486417661450,1486417661448,1486417632213,1486417664181
10,1,0,,,1,1,0,1486417666182,1486417666182,1486417632213,1486417669815
10,2,0,,,0,0,0,1486417671816,1486417671816,1486417632213,1486417674982
10,3,0,,,1,1,0,1486417676983,1486417676983,1486417632213,1486417679315
10,4,0,,,0,0,0,1486417681316,1486417681316,1486417632213,1486417683582
10,5,0,,,1,1,0,1486417685583,1486417685583,1486417632213,1486417687916
10,6,0,,,1,1,0,1486417689917,1486417689917,1486417632213,1486417692616
10,7,0,,,0,Z,0,1486417694583,1486417694583,1486417632213,1486417704583
10,8,0,,,0,1,0,1486417706617,1486417706617,1486417632213,1486417710251
10,9,0,,,0,0,0,1486417712218,1486417712218,1486417632213,1486417714584
10,10,0,,,0,0,0,1486417716585,1486417716585,1486417632213,1486417718552
10,11,0,,,1,1,0,1486417720552,1486417720551,1486417632213,1486417722652
10,12,0,,,0,0,0,1486417724618,1486417724618,1486417632213,1486417726185
10,13,0,,,0,0,0,1486417728185,1486417728185,1486417632213,1486417729985
10,14,0,,,1,1,0,1486417731986,1486417731986,1486417632213,1486417735485
10,15,0,,,1,1,0,1486417737452,1486417737452,1486417632213,1486417740352
13,0,2,1B,1B,01,01,0,1486417759558,1486417765626,1486417767892,1486417770921
13,1,2,B7,B7,11,11,0,1486417772892,1486417777592,1486417778792,1486417780488
13,2,2,70,71,00,00,0,1486417782493,1486417787292,1486417788327,1486417791155
14,0,5,8ACBF,8ACBF,00100,00100,0,1486417801193,1486417814861,1486417815895,1486417818956
14,1,5,9C15E,9C15E,10111,10111,0,1486417820963,1486417835629,1486417836996,1486417839624
14,2,4,4A0F,4A0F,0101,0101,0,1486417841629,1486417852563,1486417854030,1486417857225
14,3,4,057A,507A,0011,0011,0,1486417859196,1486417870697,1486417871964,1486417874893
14,4,3,D41,D41,110,110,0,1486417876865,1486417884665,1486417886098,1486417888194
14,5,2,3F,3F,01,01,0,1486417890166,1486417894732,1486417895800,1486417897928
14,6,5,9B7EF,9B7EF,00100,00100,0,1486417899932,1486417913667,1486417914767,1486417917063
14,7,2,CF,CF,01,01,0,1486417919033,1486417923534,1486417924834,1486417926929
14,8,3,EB9,EB9,101,101,0,1486417928934,1486417936668,1486417938069,1486417939997
14,9,2,AE,AE,01,01,0,1486417941968,1486417946235,1486417947337,1486417949364
14,10,3,7A6,7A6,110,110,0,1486417951335,1486417958669,1486417959639,1486417961465
14,11,4,3279,3279,1101,1101,0,1486417963436,1486417974237,1486417975603,1486417978032
