%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487008506337,1487008513136
1,1,34,34,0,1487008514104,1487008520504
2,0,52,52,0,1487008529405,1487008536471
2,1,36,36,0,1487008537472,1487008544271
2,2,368,368,0,1487008545274,1487008553538
2,3,208,208,0,1487008554540,1487008562572
2,4,2306,2306,0,1487008563574,1487008574439
2,5,5047,5047,0,1487008575408,1487008587740
2,6,41075,41075,0,1487008588742,1487008601307
2,7,31620,31260,0,1487008602276,1487008624076
2,8,281376,281376,0,1487008625078,1487008640810
2,9,816508,816508,0,1487008641811,1487008657612
2,10,4806317,483617,0,1487008658580,1487008674546
2,11,0851680,085168,0,1487008675514,1487008692780
3,0,60,06,0,1487008699648,1487008708614
3,1,24,42,0,1487008709583,1487008716847
4,0,51,15,0,1487008723216,1487008730149
4,1,37,73,0,1487008731117,1487008739349
4,2,630,036,0,1487008740351,1487008748949
4,3,580,085,0,1487008749951,1487008759984
4,4,5683,3865,0,1487008760953,1487008784551
4,5,2841,1482,0,1487008785553,1487008805186
4,6,47812,21874,0,1487008806188,1487008830154
4,7,03415,51430,0,1487008831123,1487008857589
4,8,507613,,0,1487008858590,1487008879356
4,9,073280,824730,0,1487008880359,1487008896524
