%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,1,1486144705399,1486144717631
1,1,34,34,0,1486144718633,1486144725598
2,0,52,52,0,1486144731466,1486144737432
2,1,36,36,0,1486144738434,1486144744366
2,2,368,368,0,1486144745368,1486144753033
2,3,208,20,0,1486144754034,1486144760900
2,4,2306,2306,0,1486144761903,1486144773867
2,5,5047,5047,0,1486144774870,1486144784568
2,6,41075,41075,0,1486144785570,1486144798176
2,7,31620,31620,0,1486144799173,1486144810805
2,8,281376,281376,0,1486144811807,1486144825506
2,9,816508,816508,1,1486144826508,1486144843673
2,10,4806317,4806317,0,1486144844675,1486144860441
2,11,0851680,0851670,0,1486144861443,1486144877375
2,12,47081536,47081536,1,1486144878378,1486144899677
2,13,25408016,24508016,0,1486144900678,1486144917977
2,14,315706824,315706842,0,1486144918947,1486144941946
2,15,427601358,427061358,0,1486144942948,1486144964447
3,0,60,60,0,1486144968717,1486144976514
3,1,24,24,0,1486144977516,1486144983681
4,0,51,51,1,1486144997284,1486145006883
4,1,37,37,0,1486145007884,1486145015684
