%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 4
%D2:Row,lastInteractedCharacter,Ht,Ms,FA,CR,Sequence,Responses
0,13,5,1,2,6,aebhakfegemccbpnkapchanbodgbciocpbcmbgadgfabcaae,100110001001110000000000000000000000000000000000
1,15,3,3,2,8,ipnbheccappoakbfpaficpbdbhjcabcoaokbajcocjpbboch,000010110000100100000000000000000000000000000000
2,19,10,0,0,10,ahikcojobcambadabcmfbdfgcopbcaoeeoepkbfoacoccbfb,100010001110110111000000000000000000000000000000
3,25,9,1,0,16,nmbcmceelmbdpanamccpakjjaobhbbopkaoacmcnbbdaojbc,001101000010010101101000000000000000000000000000
4,21,9,2,0,11,ebonbceekmcoaacbpbeaoajecbifahkhfcbajcpjmoeamacb,010011000010011001010100000000000000000000000000
5,20,6,1,3,11,hkcegbaanebclglnbmhngacbhdhkcaalhcbklbmacbcafbki,001000110011010010101000000000000000000000000000
6,31,13,1,1,17,hdlejcdackamojbbaabcjgbomnjcnbpcddcbjmoadnabcpba,000001011010001111110110000001010000000000000000
7,27,12,2,1,13,mahpiicadbdbcobakleajbccohccjhamfpalbobkakicblgb,010000010101101000010111011100000000000000000000
8,31,11,6,5,10,bnafhcnaecobbcacbakeckglkiabjfbcmadhaambmckimogd,001111011001101011001010001001010000000000000000
9,26,10,1,5,11,lgkbmfcabdgacpkjhnahccfegbbadljbcmhaanndckbbcica,010100011011100010101110111000000000000000000000
10,10,3,1,0,7,ojabecklplbajdofcbnccpmpaabachnbnkffdcaebfcaobfb,001001000010000000000000000000000000000000000000
11,12,3,1,0,9,kcdjbgcegeaengmaigjbabhcnadbcpcbabflkacofabkaemb,010010000010000000000000000000000000000000000000
