%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,5,1486155296867,1486155297767,1486155296367
6,0,2,1,1,0,7,1486155299933,-1,1486155299404
6,0,3,1,0,0,1,1486155302967,1486155303967,1486155302436
6,0,4,1,1,0,5,1486155306001,-1,1486155305503
6,0,5,1,0,1,5,1486155309067,-1,1486155308537
6,0,6,1,1,1,5,1486155312134,1486155314468,1486155311604
6,0,7,1,1,0,4,1486155315168,-1,1486155314637
6,0,8,1,1,0,0,1486155318201,-1,1486155317671
6,0,9,1,0,0,5,1486155321268,1486155322102,1486155320737
6,0,10,1,0,0,7,1486155324335,1486155325102,1486155323805
6,0,11,1,0,1,7,1486155327368,-1,1486155326871
6,1,1,1,0,3,0,1486155333935,1486155335502,1486155333436
6,1,2,1,1,0,6,1486155336969,-1,1486155336439
6,1,3,1,1,0,4,1486155340002,-1,1486155339472
6,1,4,1,1,0,2,1486155343069,-1,1486155342539
6,1,5,1,1,0,7,1486155346103,-1,1486155345572
6,1,6,1,1,0,3,1486155349170,-1,1486155348639
6,1,7,1,0,0,0,1486155352236,1486155353103,1486155351706
6,1,8,1,1,1,0,1486155355237,1486155355871,1486155354739
6,1,9,1,1,0,3,1486155358303,-1,1486155357773
6,1,10,1,1,0,1,1486155361370,-1,1486155360841
6,1,11,1,1,1,1,1486155364437,1486155365271,1486155363906
6,1,12,1,1,0,7,1486155367504,-1,1486155366973
6,1,13,1,1,0,6,1486155370537,-1,1486155370007
6,1,14,1,1,1,6,1486155373571,1486155374472,1486155373040
6,1,15,1,1,0,1,1486155376605,-1,1486155376074
6,1,16,1,1,0,4,1486155379671,-1,1486155379140
6,1,17,1,1,0,0,1486155382705,-1,1486155382174
6,1,18,1,1,1,0,1486155385772,1486155386539,1486155385241
6,1,19,1,0,1,0,1486155388805,-1,1486155388274
6,1,20,1,1,0,1,1486155391872,-1,1486155391342
6,1,21,1,1,1,1,1486155394939,1486155395639,1486155394408
6,2,1,2,1,3,5,1486155402573,-1,1486155402041
6,2,2,2,1,3,4,1486155405639,-1,1486155405109
6,2,3,2,1,1,5,1486155408640,1486155409306,1486155408142
6,2,4,2,1,0,2,1486155411706,-1,1486155411175
6,2,5,2,1,0,3,1486155414740,-1,1486155414210
6,2,6,2,1,0,7,1486155417773,-1,1486155417243
6,2,7,2,1,1,3,1486155420841,1486155421907,1486155420310
6,2,8,2,1,0,6,1486155423907,-1,1486155423377
6,2,9,2,0,1,3,1486155426974,-1,1486155426444
6,2,10,2,1,0,2,1486155430008,-1,1486155429477
6,2,11,2,1,0,4,1486155433042,-1,1486155432544
6,2,12,2,0,0,1,1486155436108,1486155437975,1486155435577
6,3,1,2,0,3,6,1486155440808,-1,1486155440275
6,3,2,2,0,3,0,1486155443875,-1,1486155443344
6,3,3,2,1,0,2,1486155446908,-1,1486155446378
6,3,4,2,1,0,1,1486155449942,-1,1486155449412
6,3,5,2,1,1,2,1486155453009,1486155453942,1486155452479
6,3,6,2,1,0,3,1486155456076,-1,1486155455545
6,3,7,2,0,1,2,1486155459110,-1,1486155458578
6,3,8,2,0,1,3,1486155462143,-1,1486155461613
6,3,9,2,1,0,4,1486155465209,-1,1486155464679
6,3,10,2,0,0,1,1486155468276,1486155469010,1486155467745
6,3,11,2,1,0,7,1486155471343,-1,1486155470813
6,3,12,2,1,1,1,1486155474377,1486155475410,1486155473846
6,3,13,2,1,0,6,1486155477443,-1,1486155476913
6,3,14,2,1,0,3,1486155480477,-1,1486155479947
6,3,15,2,1,0,0,1486155483544,-1,1486155483013
6,3,16,2,1,0,5,1486155486578,-1,1486155486047
6,3,17,2,1,1,0,1486155489644,1486155490911,1486155489113
6,3,18,2,1,0,2,1486155492678,-1,1486155492147
6,3,19,2,0,0,3,1486155495744,1486155496878,1486155495214
6,3,20,2,1,0,4,1486155498778,-1,1486155498248
6,3,21,2,0,0,6,1486155501812,1486155503212,1486155501315
6,3,22,2,0,1,4,1486155504879,-1,1486155504347
6,4,1,3,0,3,3,1486155518746,-1,1486155518213
6,4,2,3,0,3,6,1486155521813,-1,1486155521282
6,4,3,3,0,3,2,1486155524813,-1,1486155524315
6,4,4,3,1,0,1,1486155527880,-1,1486155527349
6,4,5,3,1,0,4,1486155530913,-1,1486155530416
6,4,6,3,1,0,5,1486155533980,-1,1486155533450
6,4,7,3,1,1,1,1486155537014,1486155537881,1486155536516
6,4,8,3,0,0,2,1486155540047,1486155541981,1486155539550
6,4,9,3,1,1,5,1486155543114,1486155543914,1486155542585
6,4,10,3,1,0,7,1486155546147,-1,1486155545617
6,4,11,3,1,1,2,1486155549181,1486155550981,1486155548650
6,4,12,3,0,0,3,1486155552215,1486155553248,1486155551684
6,4,13,3,0,0,0,1486155555281,1486155556215,1486155554751
6,5,1,3,0,3,2,1486155561648,-1,1486155561116
6,5,2,3,0,3,1,1486155564682,-1,1486155564151
6,5,3,3,0,3,5,1486155567716,-1,1486155567185
6,5,4,3,1,0,3,1486155570782,-1,1486155570251
6,5,5,3,1,0,0,1486155573816,-1,1486155573285
6,5,6,3,0,0,2,1486155576849,1486155577683,1486155576319
6,5,7,3,1,0,2,1486155579883,-1,1486155579352
6,5,8,3,0,0,1,1486155582950,1486155584183,1486155582419
6,5,9,3,1,1,2,1486155586016,1486155587250,1486155585485
6,5,10,3,1,0,7,1486155589050,-1,1486155588519
6,5,11,3,0,1,1,1486155592050,-1,1486155591553
6,5,12,3,0,1,2,1486155595083,-1,1486155594586
6,5,13,3,1,1,7,1486155598151,1486155598985,1486155597620
6,5,14,3,1,0,0,1486155601184,-1,1486155600654
6,5,15,3,1,1,2,1486155604217,1486155605984,1486155603687
6,5,16,3,1,1,7,1486155607284,1486155608351,1486155606753
6,5,17,3,1,0,5,1486155610351,-1,1486155609821
6,5,18,3,0,0,5,1486155613385,1486155614318,1486155612887
6,5,19,3,1,0,3,1486155616451,-1,1486155615921
6,5,20,3,0,0,1,1486155619485,1486155620919,1486155618955
6,5,21,3,1,0,4,1486155622518,-1,1486155622021
6,5,22,3,1,0,2,1486155625552,-1,1486155625021
6,5,23,3,0,0,5,1486155628585,1486155629986,1486155628054
6,6,1,1,0,3,0,1486155635720,-1,1486155635187
6,6,2,1,1,1,0,1486155638753,1486155639754,1486155638221
6,6,3,1,1,0,2,1486155641786,-1,1486155641255
6,6,4,1,1,0,6,1486155644820,-1,1486155644289
6,6,5,1,1,1,6,1486155647886,1486155648953,1486155647356
6,6,6,1,0,1,6,1486155650953,-1,1486155650423
6,6,7,1,1,0,5,1486155653987,-1,1486155653456
6,6,8,1,1,0,1,1486155657054,-1,1486155656523
6,6,9,1,1,0,7,1486155660054,-1,1486155659556
6,6,10,1,1,0,2,1486155663121,-1,1486155662591
6,6,11,1,1,0,4,1486155666188,-1,1486155665657
6,6,12,1,0,0,0,1486155669221,1486155671255,1486155668723
6,6,13,1,0,0,7,1486155672288,1486155673288,1486155671757
6,6,14,1,0,0,5,1486155675322,1486155676288,1486155674824
6,6,15,1,0,0,6,1486155678355,1486155679355,1486155677857
6,6,16,1,1,1,6,1486155681422,1486155682289,1486155680891
6,6,17,1,1,0,3,1486155684488,-1,1486155683958
6,6,18,1,1,1,3,1486155687556,1486155688422,1486155687027
6,6,19,1,0,0,4,1486155690590,1486155692456,1486155690058
6,6,20,1,1,1,4,1486155693656,1486155694456,1486155693125
6,6,21,1,1,0,7,1486155696689,-1,1486155696158
6,7,1,2,1,3,1,1486155701923,-1,1486155701390
6,7,2,2,1,3,6,1486155704924,-1,1486155704426
6,7,3,2,1,0,5,1486155707957,-1,1486155707426
6,7,4,2,0,2,5,1486155711023,1486155711958,1486155710493
6,7,5,2,1,0,0,1486155714057,-1,1486155713526
6,7,6,2,1,1,5,1486155717090,1486155718024,1486155716559
6,7,7,2,1,0,3,1486155720124,-1,1486155719593
6,7,8,2,1,1,5,1486155723157,1486155724524,1486155722661
6,7,9,2,1,0,2,1486155726224,-1,1486155725694
6,7,10,2,0,2,2,1486155729291,1486155730658,1486155728761
6,7,11,2,1,0,0,1486155732325,-1,1486155731794
6,7,12,2,0,2,0,1486155735391,1486155736458,1486155734860
6,7,13,2,1,0,1,1486155738458,-1,1486155737927
6,7,14,2,1,1,0,1486155741492,1486155742926,1486155740962
6,7,15,2,1,1,1,1486155744559,1486155745992,1486155744028
6,7,16,2,1,1,0,1486155747593,1486155748892,1486155747094
6,7,17,2,1,0,7,1486155750659,-1,1486155750128
6,7,18,2,0,2,1,1486155753693,1486155754759,1486155753163
6,7,19,2,0,2,1,1486155756759,1486155757493,1486155756228
6,7,20,2,0,2,7,1486155759760,1486155760627,1486155759262
6,7,21,2,0,0,3,1486155762793,1486155764260,1486155762295
6,7,22,2,1,1,7,1486155765860,1486155766960,1486155765329
6,8,1,3,1,3,7,1486155770693,-1,1486155770161
6,8,2,3,1,3,0,1486155773760,-1,1486155773230
6,8,3,3,1,3,2,1486155776794,-1,1486155776263
6,8,4,3,0,2,0,1486155779860,1486155780894,1486155779330
6,8,5,3,1,0,4,1486155782894,-1,1486155782365
6,8,6,3,1,1,2,1486155785928,1486155787128,1486155785398
6,8,7,3,1,1,0,1486155788994,1486155790562,1486155788464
6,8,8,3,1,0,7,1486155792061,-1,1486155791530
6,8,9,3,1,0,6,1486155795095,-1,1486155794564
6,8,10,3,0,2,7,1486155798162,1486155799463,1486155797631
6,8,11,3,1,0,4,1486155801195,-1,1486155800664
6,8,12,3,1,1,6,1486155804262,1486155805829,1486155803731
6,8,13,3,0,1,7,1486155807295,-1,1486155806765
6,8,14,3,0,0,0,1486155810362,1486155811229,1486155809832
6,8,15,3,0,2,7,1486155813396,1486155813929,1486155812865
6,8,16,3,0,2,0,1486155816429,1486155817297,1486155815932
6,8,17,3,1,1,0,1486155819463,1486155820730,1486155818933
6,8,18,3,1,2,0,1486155822530,-1,1486155821999
6,8,19,3,1,0,3,1486155825596,-1,1486155825066
6,8,20,3,1,0,6,1486155828664,-1,1486155828132
6,8,21,3,1,2,3,1486155831730,-1,1486155831200
6,8,22,3,0,0,7,1486155834764,1486155836064,1486155834233
6,8,23,3,1,1,6,1486155837830,1486155838831,1486155837299
