%Recollect Version 2.3. Scene/Level: , Session: 21, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,02,02,,,0,1488404575901,,1488404578263,1488404581163
3,1,2,BF,BF,,,0,1488404583168,,1488404585497,1488404587463
3,2,3,91E,91E,,,0,1488404589469,,1488404592997,1488404594997
3,3,3,8D6,8D6,,,0,1488404596970,,1488404600465,1488404602431
10,0,0,,,1,1,0,1488404621299,1488404621299,1488404600465,1488404623532
10,1,0,,,1,1,0,1488404625500,1488404625500,1488404600465,1488404627699
10,2,0,,,1,1,0,1488404629700,1488404629700,1488404600465,1488404631499
10,3,0,,,0,0,0,1488404633500,1488404633500,1488404600465,1488404635233
10,4,0,,,0,0,0,1488404637233,1488404637233,1488404600465,1488404640767
10,5,0,,,0,0,0,1488404642767,1488404642767,1488404600465,1488404644533
10,6,0,,,1,1,0,1488404646501,1488404646500,1488404600465,1488404648067
10,7,0,,,0,0,0,1488404650068,1488404650068,1488404600465,1488404652134
10,8,0,,,1,1,0,1488404654134,1488404654134,1488404600465,1488404655567
10,9,0,,,0,0,0,1488404657569,1488404657569,1488404600465,1488404661634
10,10,0,,,0,0,0,1488404663635,1488404663635,1488404600465,1488404665868
10,11,0,,,1,1,0,1488404667836,1488404667836,1488404600465,1488404669135
10,12,0,,,1,1,0,1488404671135,1488404671135,1488404600465,1488404672935
10,13,0,,,0,0,0,1488404674935,1488404674935,1488404600465,1488404677869
10,14,0,,,0,0,0,1488404679869,1488404679869,1488404600465,1488404681570
10,15,0,,,1,1,0,1488404683569,1488404683569,1488404600465,1488404686237
13,0,2,A3,A3,00,00,0,1488404704991,1488404711692,1488404713060,1488404715421
13,1,2,7B,3B,11,11,0,1488404717426,1488404721926,1488404723559,1488404725388
13,2,2,5F,6F,00,00,0,1488404727393,1488404732126,1488404733427,1488404735522
14,0,3,4E3,4E3,011,011,0,1488404742327,1488404749461,1488404750594,1488404754423
14,1,5,BC1F3,7C0BF3,01110,01110,0,1488404756428,1488404769095,1488404770229,1488404778058
14,2,4,DF47,CEF7,0001,0001,0,1488404780062,1488404790830,1488404791897,1488404797225
14,3,2,BF,7E,01,01,0,1488404799196,1488404803563,1488404806064,1488404808559
14,4,3,0C3,0C3,000,000,0,1488404810532,1488404817498,1488404820098,1488404823193
14,5,4,3ECF,3DCB,1101,1101,0,1488404825165,1488404835632,1488404836800,1488404842861
14,6,4,FC06,BC07,1010,1010,0,1488404844866,1488404855566,1488404856633,1488404859629
14,7,5,2E83B,2E83B,00011,00011,0,1488404861600,1488404874234,1488404875469,1488404879830
14,8,3,368,368,101,101,0,1488404881802,1488404888968,1488404890003,1488404892864
14,9,2,24,24,11,11,0,1488404894869,1488404899603,1488404900602,1488404902664
14,10,5,A93F0,AE30F,01011,01011,0,1488404904636,1488404919437,1488404920639,1488404923999
14,11,2,48,88,10,10,0,1488404925972,1488404930438,1488404931538,1488404935633
