%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":RV=0,Truck=1,FireTruck=2,Ambulance=3,Cab=4,Schoolbus=5,Limo=6,Police=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,7,1486426964159,-1,1486426963626
6,0,2,1,1,0,6,1486426967225,-1,1486426966695
6,0,3,1,1,0,7,1486426970259,-1,1486426969729
6,0,4,1,1,1,7,1486426973259,1486426974026,1486426972762
6,0,5,1,1,0,4,1486426976326,-1,1486426975796
6,0,6,1,1,0,5,1486426979393,-1,1486426978862
6,0,7,1,1,0,0,1486426982460,-1,1486426981930
6,0,8,1,1,1,0,1486426985493,1486426986160,1486426984962
6,0,9,1,0,1,0,1486426988527,-1,1486426987997
6,0,10,1,1,0,2,1486426991560,-1,1486426991030
6,0,11,1,1,0,3,1486426994627,-1,1486426994096
6,1,1,1,1,3,0,1486427001728,-1,1486427001195
6,1,2,1,1,1,0,1486427004728,1486427005461,1486427004231
6,1,3,1,1,0,6,1486427007762,-1,1486427007264
6,1,4,1,1,0,1,1486427010795,-1,1486427010297
6,1,5,1,0,1,1,1486427013828,-1,1486427013330
6,1,6,1,1,0,6,1486427016895,-1,1486427016364
6,1,7,1,1,1,6,1486427019928,1486427020762,1486427019398
6,1,8,1,1,0,3,1486427022995,-1,1486427022464
6,1,9,1,1,0,5,1486427026029,-1,1486427025498
6,1,10,1,1,0,0,1486427029062,-1,1486427028532
6,1,11,1,1,1,0,1486427032096,1486427033030,1486427031566
6,1,12,1,1,0,3,1486427035129,-1,1486427034633
6,1,13,1,1,0,1,1486427038163,-1,1486427037632
6,1,14,1,1,0,4,1486427041230,-1,1486427040699
6,1,15,1,1,0,0,1486427044296,-1,1486427043766
6,1,16,1,1,1,0,1486427047330,1486427048130,1486427046834
6,1,17,1,1,0,3,1486427050397,-1,1486427049866
6,1,18,1,1,0,5,1486427053464,-1,1486427052933
6,1,19,1,1,0,2,1486427056530,-1,1486427056000
6,1,20,1,1,0,4,1486427059564,-1,1486427059033
6,1,21,1,1,1,4,1486427062598,1486427063331,1486427062067
6,2,1,2,1,3,1,1486427081198,-1,1486427080699
6,2,2,2,1,3,2,1486427084232,-1,1486427083735
6,2,3,2,1,0,7,1486427087299,-1,1486427086768
6,2,4,2,0,1,2,1486427090366,-1,1486427089836
6,2,5,2,1,0,0,1486427093399,-1,1486427092869
6,2,6,2,1,0,1,1486427096433,-1,1486427095904
6,2,7,2,1,0,4,1486427099499,-1,1486427098969
6,2,8,2,1,0,6,1486427102533,-1,1486427102003
6,2,9,2,1,0,0,1486427105600,-1,1486427105069
6,2,10,2,0,1,6,1486427108667,-1,1486427108137
6,2,11,2,0,1,0,1486427111700,-1,1486427111171
6,2,12,2,1,0,5,1486427114734,-1,1486427114203
6,3,1,2,1,3,2,1486427119567,-1,1486427119035
6,3,2,2,1,3,6,1486427122601,-1,1486427122071
6,3,3,2,0,1,2,1486427125668,-1,1486427125138
6,3,4,2,1,0,1,1486427128735,-1,1486427128204
6,3,5,2,1,0,3,1486427131768,-1,1486427131238
6,3,6,2,1,0,5,1486427134802,-1,1486427134272
6,3,7,2,1,1,3,1486427137836,1486427139035,1486427137338
6,3,8,2,0,1,5,1486427140869,-1,1486427140371
6,3,9,2,0,0,4,1486427143935,1486427145269,1486427143405
6,3,10,2,0,0,2,1486427147002,1486427148136,1486427146472
6,3,11,2,0,0,1,1486427150036,1486427151803,1486427149539
6,3,12,2,0,0,3,1486427153103,1486427153703,1486427152572
