%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486172348775,1486172355808
1,1,34,34,0,1486172356809,1486172363675
2,0,52,52,0,1486172372577,1486172381042
2,1,36,36,0,1486172382044,1486172388543
2,2,368,368,0,1486172389512,1486172397243
2,3,208,208,0,1486172398212,1486172405944
2,4,2306,2306,0,1486172406913,1486172416444
2,5,5047,5047,0,1486172417413,1486172427079
2,6,41075,41075,0,1486172428047,1486172439545
2,7,31620,31620,0,1486172440514,1486172452779
2,8,281376,281376,0,1486172453748,1486172467847
2,9,816508,816508,0,1486172468849,1486172486382
2,10,4806317,0841637,3,1486172487383,1486172525000
2,11,0851680,0851608,0,1486172526003,1486172547269
3,0,60,06,0,1486172555937,1486172562569
3,1,24,24,0,1486172563538,1486172569570
4,0,51,15,0,1486172575905,1486172581970
4,1,37,73,0,1486172582940,1486172588904
4,2,630,036,0,1486172589906,1486172597571
4,3,580,085,3,1486172598573,1486172610272
4,4,5683,3865,0,1486172611241,1486172621139
4,5,2841,1482,0,1486172622107,1486172632206
4,6,47812,21748,0,1486172633175,1486172653974
4,7,03415,51430,0,1486172654976,1486172674476
4,8,507613,,1,1486172675477,1486172707243
4,9,073280,087230,0,1486172708246,1486172730246
