%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 0
%D2:Action,Row,Character,TimeOfResponse
1,0,0,1488321044690
1,0,5,1488321046256
-1,0,3,1488321047524
-1,0,3,1488321048023
-1,0,3,1488321048491
-1,0,3,1488321048857
-1,0,3,1488321049123
1,0,7,1488321050423
1,0,13,1488321051657
1,0,15,1488321052490
1,0,17,1488321053024
1,0,20,1488321054057
1,0,21,1488321055157
2,0,21,1488321056657
2,0,20,1488321056957
1,0,24,1488321059194
1,0,25,1488321059657
1,0,28,1488321060824
9,0,-1,1488321062859
1,1,1,1488321065257
1,1,4,1488321067258
1,1,6,1488321068791
1,1,8,1488321069991
1,1,9,1488321070858
1,1,10,1488321071658
1,1,11,1488321071991
1,1,13,1488321072892
1,1,14,1488321073958
1,1,16,1488321074725
1,1,20,1488321075959
1,1,25,1488321080226
1,1,33,1488321083359
9,1,-1,1488321083859
1,2,4,1488321088059
1,2,5,1488321089126
1,2,6,1488321090693
1,2,8,1488321092926
1,2,10,1488321094259
1,2,11,1488321095259
1,2,12,1488321096026
1,2,17,1488321098993
-1,2,16,1488321099326
-1,2,16,1488321100260
-1,2,16,1488321100760
-1,2,16,1488321101226
-1,2,16,1488321101626
-1,2,16,1488321101793
-1,2,16,1488321102160
-1,2,16,1488321102293
-1,2,16,1488321102460
-1,2,16,1488321102593
1,2,20,1488321104427
9,2,-1,1488321104861
1,3,4,1488321108227
-1,3,1,1488321109593
-1,3,1,1488321110260
-1,3,1,1488321110727
-1,3,1,1488321110994
-1,3,1,1488321111160
-1,3,1,1488321111327
-1,3,1,1488321111465
1,3,7,1488321113760
1,3,8,1488321114827
1,3,12,1488321118194
1,3,17,1488321120661
1,3,18,1488321121494
1,3,20,1488321122728
1,3,22,1488321123561
1,3,24,1488321124494
1,3,27,1488321125461
9,3,-1,1488321125862
1,4,5,1488321129961
1,4,8,1488321131328
1,4,10,1488321132595
1,4,13,1488321134328
1,4,14,1488321134828
1,4,16,1488321135862
1,4,18,1488321137195
1,4,19,1488321138328
1,4,24,1488321139928
1,4,25,1488321141162
1,4,28,1488321142495
1,4,29,1488321143129
1,4,30,1488321144062
1,4,31,1488321144862
9,4,-1,1488321146863
-1,4,34,1488321147129
1,5,0,1488321149129
1,5,3,1488321150362
1,5,4,1488321151029
1,5,5,1488321152297
1,5,8,1488321154830
-1,5,5,1488321155729
1,5,10,1488321157163
1,5,15,1488321159130
1,5,16,1488321160030
1,5,19,1488321161530
1,5,20,1488321161996
1,5,24,1488321164197
1,5,25,1488321164830
1,5,28,1488321166430
1,5,29,1488321166930
1,5,30,1488321167363
9,5,-1,1488321167864
1,6,0,1488321169663
1,6,1,1488321170098
1,6,3,1488321171064
1,6,4,1488321171530
1,6,7,1488321173564
1,6,10,1488321174631
1,6,11,1488321175431
1,6,15,1488321178331
1,6,18,1488321180298
1,6,19,1488321181063
1,6,23,1488321182865
1,6,27,1488321184765
1,6,28,1488321185431
1,6,29,1488321186031
1,6,33,1488321187998
1,6,34,1488321188598
9,6,-1,1488321188866
1,7,0,1488321190832
1,7,2,1488321191565
1,7,4,1488321192598
1,7,6,1488321193499
1,7,7,1488321194032
1,7,9,1488321194765
1,7,14,1488321197332
1,7,18,1488321199099
1,7,19,1488321199765
1,7,21,1488321200532
1,7,22,1488321201132
1,7,24,1488321201899
1,7,26,1488321203265
1,7,28,1488321205299
1,7,30,1488321206332
1,7,34,1488321208933
1,7,37,1488321209799
9,7,-1,1488321209866
1,8,0,1488321212366
1,8,2,1488321213700
-1,8,1,1488321214433
1,8,3,1488321215600
1,8,4,1488321216033
1,8,7,1488321217900
1,8,10,1488321220233
1,8,17,1488321223800
1,8,19,1488321225133
1,8,22,1488321226234
1,8,23,1488321226934
1,8,24,1488321227500
1,8,25,1488321228101
1,8,30,1488321230501
9,8,-1,1488321230867
1,9,0,1488321232767
1,9,2,1488321233834
1,9,4,1488321235134
2,9,4,1488321236001
1,9,6,1488321237735
1,9,9,1488321239268
1,9,10,1488321239735
1,9,11,1488321240468
1,9,13,1488321241334
1,9,18,1488321243501
1,9,19,1488321243935
1,9,20,1488321244601
1,9,21,1488321245101
1,9,27,1488321247835
1,9,31,1488321250039
1,9,33,1488321251068
1,9,34,1488321251469
9,9,-1,1488321251869
-1,9,35,1488321252002
1,10,1,1488321254769
1,10,5,1488321256635
1,10,7,1488321257869
1,10,10,1488321259102
1,10,15,1488321261535
1,10,16,1488321261836
1,10,17,1488321262336
1,10,19,1488321263602
1,10,20,1488321265270
1,10,23,1488321267403
1,10,24,1488321268503
1,10,27,1488321270137
9,10,-1,1488321272872
-1,10,32,1488321273036
1,11,0,1488321274736
2,11,0,1488321275804
1,11,1,1488321276371
1,11,3,1488321280004
1,11,7,1488321282437
1,11,9,1488321283237
1,11,10,1488321283704
1,11,11,1488321284370
1,11,15,1488321288037
1,11,20,1488321292037
1,11,22,1488321292938
1,11,23,1488321293637
