%Recollect Version 2.3. Scene/Level: nback0, Session: 0, GameNumber: 9
%Note: All true/false values are represented as "1" and "0" respectively.
%Damage:1,Player X Position,Player Y Position,Hearts Left,Time (Relative),Time (Absolute)
%NBackObject:0,NLevel,IsCorrect,IsTarget,Type,PresentationTime(R),PresentationTime(A),TimeOutTime(R),TimeOutTime(A)
%Possible values for "Type":Blue=0,Yellow=1,Green=2,Pink=3,White=4,Gray=5,Brown=6,Purple=7,None=8,
0,2,1,3,4,1.15002,1488409278980,3.65021,1488409281487
0,2,1,3,1,4.15051,1488409281981,6.65033,1488409284483
0,2,1,2,1,7.15033,1488409284981,9.65051,1488409287483
0,2,1,0,5,10.15076,1488409287981,12.65088,1488409290484
0,2,1,0,7,13.15070,1488409290981,15.65118,1488409293487
0,2,1,0,0,16.15106,1488409293981,18.65100,1488409296484
0,2,1,0,2,19.15192,1488409296982,21.65118,1488409299484
0,2,0,2,5,22.15125,1488409299982,24.35168,1488409302186
0,2,1,2,7,25.15149,1488409302982,27.65161,1488409305484
0,2,1,0,3,28.15149,1488409305982,30.65167,1488409308484
0,2,1,2,3,31.15173,1488409308982,33.65179,1488409311485
0,2,1,0,1,34.15186,1488409311982,36.65204,1488409314485
0,2,1,1,3,37.15216,1488409314982,38.55212,1488409316387
0,2,1,0,4,40.15222,1488409317983,42.65314,1488409320486
0,2,1,1,3,43.15240,1488409320983,44.32001,1488409322157
0,2,1,2,1,46.15265,1488409323983,48.65265,1488409326486
0,2,1,1,3,49.15265,1488409326983,50.15289,1488409327987
0,2,1,2,4,52.15283,1488409329983,54.65302,1488409332486
0,2,0,2,1,55.15302,1488409332984,56.05322,1488409333888
0,2,1,0,0,58.15314,1488409335983,60.65338,1488409338486
0,2,1,1,1,61.15344,1488409338984,63.42035,1488409341254
0,2,1,1,0,64.15381,1488409341984,65.75378,1488409343588
0,2,1,1,1,67.15369,1488409344984,68.88751,1488409346722
0,2,1,0,3,70.15393,1488409347984,72.65411,1488409350487
0,2,0,2,3,73.15399,1488409350984,74.08777,1488409351922
0,2,1,1,3,76.15417,1488409353984,78.28784,1488409356122
0,2,1,1,3,79.15472,1488409356985,79.82111,1488409357655
0,2,1,0,5,82.15448,1488409359985,84.65503,1488409362489
0,2,1,0,2,85.15497,1488409362985,87.65485,1488409365488
0,2,1,0,7,88.15491,1488409365985,90.65515,1488409368488
0,2,1,0,6,91.15509,1488409368985,93.65521,1488409371488
0,2,1,2,2,94.15619,1488409371987,96.65570,1488409374489
0,2,0,2,2,97.15533,1488409374986,98.58881,1488409376423
0,2,0,2,6,100.15560,1488409377986,100.98920,1488409378824
0,2,1,0,1,103.15580,1488409380987,105.65590,1488409383489
0,2,1,0,7,106.15630,1488409383987,108.65610,1488409386489
0,2,0,0,5,109.15620,1488409386986,111.05630,1488409388893
0,2,0,1,7,112.15660,1488409389988,114.65650,1488409392490
0,2,1,1,5,115.15640,1488409392987,117.15660,1488409394991
0,2,0,1,7,118.15700,1488409395987,120.65670,1488409398491
0,2,1,0,6,121.15690,1488409398988,123.65700,1488409401490
0,2,1,1,7,124.15700,1488409401987,125.22390,1488409403058
