%Recollect Version 2.3. Scene/Level: nback0, Session: 0, GameNumber: 15
%Note: All true/false values are represented as "1" and "0" respectively.
%Damage:1,Player X Position,Player Y Position,Hearts Left,Time (Relative),Time (Absolute)
%NBackObject:0,NLevel,IsCorrect,IsTarget,Type,PresentationTime(R),PresentationTime(A),TimeOutTime(R),TimeOutTime(A)
%Possible values for "Type":Blue=0,Yellow=1,Green=2,Pink=3,White=4,Gray=5,Brown=6,Purple=7,None=8,
0,2,1,3,1,1.13306,1488410106806,3.63330,1488410109313
0,2,1,3,6,4.13342,1488410109806,6.63342,1488410112309
0,2,1,2,6,7.13342,1488410112807,9.63367,1488410115309
0,2,1,0,0,10.13379,1488410115807,12.63379,1488410118309
0,2,1,1,6,13.13379,1488410118807,14.26770,1488410119944
0,2,1,1,0,16.13391,1488410121807,16.90100,1488410122580
0,2,1,1,6,19.13428,1488410124807,20.06763,1488410125744
0,2,1,1,0,22.13440,1488410127807,22.86780,1488410128545
0,2,1,0,3,25.13452,1488410130807,27.63464,1488410133310
0,2,1,1,0,28.13464,1488410133807,29.63489,1488410135311
0,2,1,1,3,31.13489,1488410136807,31.86865,1488410137545
0,2,1,1,0,34.13501,1488410139807,34.96838,1488410140645
0,2,1,0,7,37.13513,1488410142808,39.63538,1488410145310
0,2,1,0,2,40.13550,1488410145808,42.63550,1488410148310
0,2,1,0,1,43.13550,1488410148808,45.63562,1488410151314
0,2,0,1,2,46.13647,1488410151809,48.63586,1488410154311
0,2,1,0,3,49.13586,1488410154809,51.63806,1488410157316
0,2,1,0,6,52.13599,1488410157809,54.63635,1488410160311
0,2,0,1,3,55.13635,1488410160809,57.63635,1488410163314
0,2,1,0,7,58.13660,1488410163809,60.63684,1488410166312
0,2,1,1,3,61.13660,1488410166809,61.93665,1488410167616
0,2,1,2,3,64.13733,1488410169810,66.63721,1488410172314
0,2,1,0,5,67.13733,1488410172810,69.63696,1488410175313
0,2,1,1,3,70.13708,1488410175810,70.77063,1488410176451
0,2,1,0,6,73.13721,1488410178810,75.63867,1488410181315
0,2,1,0,4,76.13745,1488410181810,78.63745,1488410184312
0,2,1,2,4,79.13745,1488410184810,81.63794,1488410187315
0,2,1,0,2,82.13770,1488410187810,84.63794,1488410190313
0,2,1,1,4,85.13794,1488410190810,86.13818,1488410191816
0,2,0,2,4,88.13806,1488410193810,89.83813,1488410195514
0,2,0,2,2,91.13843,1488410196811,92.47205,1488410198149
0,2,1,0,6,94.13843,1488410199811,97.17212,1488410202847
0,2,0,2,4,97.37195,1488410203045,98.63940,1488410204316
0,2,1,0,0,100.07200,1488410205745,102.63890,1488410208315
0,2,1,2,6,103.13900,1488410208811,105.63940,1488410211315
0,2,1,2,6,106.13900,1488410211811,108.63930,1488410214314
0,2,1,0,5,109.13950,1488410214812,111.63940,1488410217314
0,2,1,2,0,112.13940,1488410217812,114.64000,1488410220316
0,2,1,2,6,115.13950,1488410220812,117.63960,1488410223317
0,2,1,0,2,118.13990,1488410223812,120.67320,1488410226348
0,2,0,2,2,121.17320,1488410226846,123.20680,1488410228886
0,2,1,0,7,124.17350,1488410229846,126.67400,1488410232350
