%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,ED,ED,,,0,1488320260600,,1488320262928,1488320268861
3,1,2,83,83,,,0,1488320270835,,1488320273231,1488320277195
3,2,3,97A,97A,,,0,1488320279202,,1488320282729,1488320285229
3,3,3,C72,C72,,,0,1488320287203,,1488320290696,1488320293229
10,0,0,,,0,0,0,1488320352934,1488320352934,1488320290696,1488320357700
10,1,0,,,0,Z,0,1488320359668,1488320359668,1488320290696,1488320369700
10,2,0,,,1,1,0,1488320371701,1488320371701,1488320290696,1488320376767
10,3,0,,,0,1,0,1488320378736,1488320378736,1488320290696,1488320384601
10,4,0,,,0,1,0,1488320386569,1488320386569,1488320290696,1488320391437
10,5,0,,,1,1,0,1488320393402,1488320393402,1488320290696,1488320396969
10,6,0,,,0,0,0,1488320398936,1488320398936,1488320290696,1488320401170
10,7,0,,,1,1,0,1488320403136,1488320403136,1488320290696,1488320405536
10,8,0,,,1,1,0,1488320407537,1488320407537,1488320290696,1488320409869
10,9,0,,,0,0,0,1488320411837,1488320411837,1488320290696,1488320415436
10,10,0,,,1,1,0,1488320417404,1488320417404,1488320290696,1488320420937
10,11,0,,,1,1,0,1488320422905,1488320422905,1488320290696,1488320427104
10,12,0,,,0,0,0,1488320429106,1488320429106,1488320290696,1488320434237
10,13,0,,,1,1,0,1488320436205,1488320436205,1488320290696,1488320439738
10,14,0,,,1,1,0,1488320441739,1488320441739,1488320290696,1488320446138
10,15,0,,,1,1,0,1488320448106,1488320448106,1488320290696,1488320452072
10,0,0,,,1,1,0,1488320466690,1488320466690,1488320290696,1488320469423
10,1,0,,,1,1,0,1488320471425,1488320471424,1488320290696,1488320474823
10,2,0,,,0,0,0,1488320476824,1488320476824,1488320290696,1488320480190
10,3,0,,,0,0,0,1488320482158,1488320482158,1488320290696,1488320484623
10,4,0,,,0,0,0,1488320486591,1488320486591,1488320290696,1488320488924
10,5,0,,,1,1,0,1488320490925,1488320490925,1488320290696,1488320493791
10,6,0,,,1,1,0,1488320495758,1488320495758,1488320290696,1488320498424
10,7,0,,,0,0,0,1488320500392,1488320500392,1488320290696,1488320504358
10,8,0,,,1,1,0,1488320506326,1488320506325,1488320290696,1488320507791
10,9,0,,,1,1,0,1488320509759,1488320509759,1488320290696,1488320513192
10,10,0,,,0,0,0,1488320515160,1488320515159,1488320290696,1488320518225
10,11,0,,,0,0,0,1488320520227,1488320520227,1488320290696,1488320524959
10,12,0,,,0,0,0,1488320526927,1488320526927,1488320290696,1488320528393
10,13,0,,,1,1,0,1488320530360,1488320530360,1488320290696,1488320532793
10,14,0,,,1,1,0,1488320534760,1488320534760,1488320290696,1488320536760
10,15,0,,,0,0,0,1488320538727,1488320538727,1488320290696,1488320540927
13,0,2,DB,DB,11,11,0,1488320591570,1488320597703,1488320601103,1488320606130
13,1,2,74,74,00,00,0,1488320608103,1488320613236,1488320614872,1488320616598
13,2,2,73,73,01,01,0,1488320618605,1488320624571,1488320626906,1488320628332
14,0,4,9CE5,9CE5,0100,0100,0,1488320650606,1488320664140,1488320666740,1488320677268
14,1,4,B2D9,B91D,1100,1100,2,1488320679241,1488320693774,1488320695775,1488320712736
14,2,5,FD8AC,B89CE,10111,10111,1,1488320714742,1488320733476,1488320735111,1488320762140
14,3,5,ED3B0,ED371,00100,00100,1,1488320764113,1488320779379,1488320780980,1488320791374
14,4,3,C78,C78,110,111,3,1488320793347,1488320801848,1488320803981,1488320817109
14,5,5,BE0F1,87EF4,01110,11110,0,1488320819082,1488320836815,1488320839183,1488320846577
14,6,4,9F7B,9F7B,0100,0100,0,1488320848551,1488320861718,1488320863451,1488320869979
14,7,2,A3,A3,10,10,0,1488320871952,1488320877885,1488320879919,1488320882846
14,8,3,47A,479,111,111,1,1488320884852,1488320894152,1488320895986,1488320905247
14,9,2,16,16,01,01,0,1488320907220,1488320911955,1488320913323,1488320916048
14,10,2,92,92,10,10,0,1488320918021,1488320922988,1488320925721,1488320928049
14,11,3,183,183,010,010,0,1488320930023,1488320937790,1488320939122,1488320941316
