%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Action,Row,Character,TimeOfResponse
1,0,2,1486149975324
1,0,6,1486149977425
-1,0,5,1486149977891
-1,0,5,1486149978491
-1,0,5,1486149980558
-1,0,5,1486149981059
-1,0,5,1486149981592
-1,0,5,1486149982158
-1,6,27,1486149982458
2,0,6,1486149982592
1,0,6,1486149984692
2,0,6,1486149985125
1,0,5,1486149985592
1,0,6,1486149986225
1,0,8,1486149987892
1,0,10,1486149988826
1,0,13,1486149990126
9,0,-1,1486149991927
1,1,5,1486149995859
1,1,7,1486149996459
1,1,9,1486149997093
1,1,11,1486149997926
1,1,12,1486149998626
1,1,14,1486149999426
1,1,15,1486149999926
1,1,22,1486150002759
1,1,24,1486150003860
1,1,25,1486150004226
1,1,26,1486150005293
1,1,30,1486150006627
1,1,32,1486150007493
1,1,33,1486150008093
1,1,37,1486150010393
1,1,42,1486150011727
9,1,-1,1486150012928
1,2,0,1486150014893
1,2,2,1486150015461
1,2,6,1486150016527
1,2,9,1486150017794
1,2,10,1486150018228
1,2,14,1486150018994
1,2,15,1486150019694
1,2,19,1486150020394
-1,2,16,1486150021294
-1,2,16,1486150021994
-1,2,16,1486150022494
-1,2,16,1486150023061
-1,2,16,1486150023994
2,2,19,1486150024527
1,2,16,1486150025194
1,2,19,1486150025827
1,2,23,1486150027329
1,2,25,1486150027994
1,2,27,1486150028661
1,2,28,1486150029694
1,2,33,1486150030594
1,2,34,1486150030894
1,2,38,1486150031895
1,2,42,1486150032461
-1,2,41,1486150033462
9,2,-1,1486150033929
1,3,1,1486150035828
1,3,6,1486150036728
1,3,7,1486150037161
1,3,8,1486150037628
1,3,15,1486150040029
1,3,17,1486150040762
1,3,20,1486150041762
1,3,21,1486150042128
1,3,24,1486150043162
1,3,27,1486150044228
1,3,29,1486150045196
2,3,29,1486150045830
1,3,30,1486150046262
1,3,32,1486150047195
1,3,33,1486150047495
1,3,35,1486150047962
2,3,35,1486150048495
1,3,39,1486150049295
1,3,41,1486150051129
1,3,44,1486150052863
1,3,46,1486150053529
9,3,-1,1486150054930
1,4,0,1486150056396
1,4,1,1486150056829
1,4,8,1486150059029
1,4,11,1486150060763
1,4,18,1486150063096
1,4,19,1486150063496
1,4,20,1486150063863
1,4,24,1486150064831
2,4,24,1486150065430
1,4,24,1486150066030
-1,4,23,1486150066564
2,4,24,1486150066997
1,4,23,1486150067397
1,4,24,1486150067863
1,4,25,1486150068730
1,4,31,1486150070430
1,4,34,1486150071597
1,4,36,1486150072397
1,4,40,1486150074464
9,4,-1,1486150075933
-1,4,42,1486150075964
1,5,0,1486150077631
1,5,1,1486150077998
1,5,8,1486150080331
1,5,9,1486150081064
1,5,13,1486150082197
1,5,14,1486150082798
1,5,15,1486150083164
1,5,17,1486150083931
1,5,20,1486150084931
1,5,22,1486150085531
1,5,28,1486150088498
1,5,32,1486150089765
1,5,39,1486150091898
1,5,40,1486150092265
1,5,41,1486150092698
1,5,43,1486150093731
1,5,46,1486150095098
9,5,-1,1486150096933
1,6,0,1486150098232
1,6,1,1486150098632
1,6,6,1486150099799
2,6,6,1486150100366
1,6,8,1486150101666
1,6,11,1486150102132
1,6,15,1486150103399
1,6,22,1486150105232
1,6,24,1486150105899
1,6,25,1486150106799
1,6,27,1486150107233
1,6,28,1486150107565
1,6,29,1486150108066
1,6,30,1486150108565
1,6,33,1486150109299
1,6,34,1486150110132
1,6,37,1486150111100
1,6,45,1486150113566
-1,6,44,1486150114066
2,6,45,1486150114432
1,6,44,1486150114799
1,6,45,1486150115199
9,6,-1,1486150117933
1,7,3,1486150120033
1,7,5,1486150120933
1,7,6,1486150121366
1,7,8,1486150121999
1,7,14,1486150124133
1,7,15,1486150124500
1,7,16,1486150125000
1,7,18,1486150125667
1,7,20,1486150126333
1,7,26,1486150128968
1,7,28,1486150129534
1,7,31,1486150130400
1,7,33,1486150131400
1,7,34,1486150131767
1,7,35,1486150132133
1,7,38,1486150133034
1,7,39,1486150133300
1,7,42,1486150134801
1,7,44,1486150135367
1,7,46,1486150136000
1,7,47,1486150136500
-1,7,46,1486150137034
2,7,47,1486150137400
2,7,46,1486150138467
9,7,-1,1486150138936
1,8,1,1486150140367
1,8,2,1486150140668
1,8,3,1486150141367
1,8,7,1486150142401
1,8,8,1486150142601
1,8,11,1486150143635
1,8,12,1486150143867
1,8,13,1486150144234
1,8,14,1486150144868
2,8,14,1486150145368
1,8,15,1486150145768
2,8,15,1486150146234
1,8,22,1486150147634
1,8,23,1486150147834
1,8,24,1486150148135
1,8,25,1486150149335
1,8,26,1486150149534
1,8,27,1486150149734
1,8,29,1486150151201
1,8,31,1486150151735
1,8,32,1486150152235
2,8,32,1486150152702
1,8,33,1486150153101
1,8,39,1486150155102
1,8,40,1486150155335
1,8,41,1486150155669
1,8,43,1486150156968
1,8,44,1486150157235
1,8,45,1486150157635
9,8,-1,1486150159937
1,9,1,1486150160468
1,9,2,1486150160702
1,9,3,1486150160935
1,9,7,1486150162236
1,9,11,1486150163602
1,9,13,1486150164235
1,9,14,1486150164602
1,9,21,1486150166102
1,9,22,1486150167002
1,9,29,1486150170537
1,9,30,1486150171070
1,9,31,1486150171936
1,9,35,1486150172869
2,9,35,1486150173503
1,9,39,1486150174737
1,9,40,1486150175370
2,9,40,1486150176203
2,9,39,1486150176569
-1,9,38,1486150176969
-1,9,38,1486150177803
-1,9,38,1486150178303
1,9,39,1486150178703
1,9,40,1486150180137
1,9,41,1486150180737
9,9,-1,1486150180937
1,10,1,1486150182903
1,10,5,1486150184503
1,10,8,1486150185436
1,10,9,1486150185837
1,10,12,1486150186970
1,10,15,1486150188537
1,10,19,1486150189904
1,10,30,1486150194138
1,10,31,1486150195605
1,10,32,1486150195871
1,10,33,1486150196304
1,10,38,1486150197537
1,10,39,1486150197904
1,10,40,1486150198671
-1,10,39,1486150199071
2,10,40,1486150199437
2,10,39,1486150199804
1,10,41,1486150200871
2,10,41,1486150201671
9,10,-1,1486150201938
-1,10,40,1486150202072
1,11,0,1486150203704
1,11,4,1486150204906
1,11,5,1486150205371
1,11,11,1486150207739
2,11,11,1486150208339
1,11,10,1486150208771
1,11,11,1486150209205
1,11,16,1486150211338
1,11,17,1486150212005
1,11,18,1486150213838
1,11,20,1486150214739
1,11,27,1486150217072
1,11,34,1486150218739
1,11,35,1486150219206
1,11,38,1486150220673
1,11,39,1486150220972
1,11,40,1486150221439
1,11,44,1486150222740
