%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Row,lastInteractedCharacter,Ht,Ms,FA,CR,Sequence,Responses
0,22,9,1,0,13,bjnmhbkeamcjoacbknkfbcaeakcacceamokbgbbajieambon,100001001010001100001110000000000000000000000000
1,25,10,3,0,13,dpacabmkpjbcbohpbcgdogcaaacaekbmgbeccgaeakjddipc,001101000011100010000001110000000000000000000000
2,23,11,0,1,12,cahbboclafpabamhmbkjngecncbhcajcfadeibkbdelfakca,110110101101110001000001000000000000000000000000
3,26,11,1,1,14,poabfcgpdacblkcanfmjgbciambbcgbaaneojllccbedapbe,001111000111001000000110101000000000000000000000
4,21,12,0,0,10,jabccapdbbgkhljlcbaagcdbafgoigcblhhacbfaceeaddfj,011111001100000011110100000000000000000000000000
5,33,11,2,0,21,bijibcioafplfdacafemcbdipcmaekblaoabcbcjbbfcohgc,100011001000001010001100010000101000000000000000
6,27,13,2,0,13,miaocbcadbandnebapcbcahiipbbgelacphjkeccomjhcoab,001010110110000100111100001100000000000000000000
7,21,11,1,0,10,kabfaccdbiojbhbkgadaccgachebnaibdfcghhobaafcdgip,011001101000101001011100000000000000000000000000
8,26,13,0,0,14,lmpajhlcpcbbacbncbkagnfaembglhakhclaggbiecaacncl,000100010111111011010001001000000000000000000000
9,24,10,0,0,15,likclbdamcdoebelfaocabkeacbgkidbapbdhafccaibehba,000101010100010001011100100000000000000000000000
10,20,10,0,0,11,blomedhcaahlpcmbfcbbcgoanlaihjnacalcdbbcbjbfihna,100000011100010101111000000000000000000000000000
11,23,10,0,0,14,ajhbcmmaocgbhbckilldicfajgblabccaanmbeacdecnlfbd,100110010101011000000101000000000000000000000000
