%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486413500033,1486413503035,1486413515672
1,G4,G,4,1486413517201,1486413520203,1486413529202
2,3W5,W,35,1486413530735,1486413535237,1486413542721
3,T7L,LT,7,1486413544253,1486413548754,1486413558604
4,1JA,AJ,1,1486413560137,1486413564639,1486413577373
0,L2,L,2,1486413582371,1486413585373,1486413591631
1,6P,P,6,1486413593155,1486413596157,1486413602639
2,B5,B,5,1486413604172,1486413607174,1486413614108
3,F7L,FL,2,1486413615641,1486413620141,1486413629397
4,R4D,DR,4,1486413630924,1486413635426,1486413646225
5,H18,H,18,1486413647758,1486413652260,1486413658774
6,T9A3,LT,39,1486413660292,1486413666294,1486413690155
7,V1J5,JV,15,1486413691677,1486413697679,1486413709246
8,7N4L,LN,47,1486413710779,1486413716780,1486413729530
9,8D6G1,DG,168,1486413731063,1486413738566,1486413760548
10,K2C7S,CKS,27,1486413762048,1486413769550,1486413802967
11,5P3Y9,PTY,359,1486413804467,1486413811969,1486413838404
12,M4E7Q2,MQ,247,1486413839936,1486413848938,1486413875024
13,W8H5F3,FW,34,1486413876555,1486413885556,1486413912073
14,6G9A2S,AGS,269,1486413913607,1486413922609,1486413952010
15,R3B4Z1C,CCBR,134,1486413953542,1486413964045,1486414001298
16,5T9B4K3,LBK,3459,1486414002829,1486414013330,1486414069303
17,E1H8R4D,EBH,1246,1486414070832,1486414081334,1486414114740
