%Recollect Version 2.3. Scene/Level: , Session: 21, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,C2,C2,,,0,1487810924679,,1487810927005,1487810930540
3,1,2,4E,4E,,,0,1487810932543,,1487810934873,1487810937173
3,2,3,C30,C30,,,0,1487810939145,,1487810942640,1487810945040
3,3,3,2F1,2F4,,,0,1487810947046,,1487810950573,1487810953007
10,0,0,,,1,1,0,1487810985045,1487810985042,1487810950573,1487810987943
10,1,0,,,1,1,0,1487810989910,1487810989910,1487810950573,1487810995476
10,2,0,,,0,0,0,1487810997477,1487810997477,1487810950573,1487810999609
10,3,0,,,0,0,0,1487811001610,1487811001610,1487810950573,1487811005510
10,4,0,,,0,0,0,1487811007478,1487811007478,1487810950573,1487811009677
10,5,0,,,1,1,0,1487811011678,1487811011678,1487810950573,1487811014077
10,6,0,,,1,1,0,1487811016078,1487811016078,1487810950573,1487811020444
10,7,0,,,1,1,0,1487811022445,1487811022445,1487810950573,1487811027511
10,8,0,,,0,0,0,1487811029512,1487811029512,1487810950573,1487811031478
10,9,0,,,0,0,0,1487811033479,1487811033479,1487810950573,1487811035546
10,10,0,,,1,1,0,1487811037546,1487811037546,1487810950573,1487811041145
10,11,0,,,0,0,0,1487811043146,1487811043146,1487810950573,1487811046046
10,12,0,,,0,0,0,1487811048046,1487811048046,1487810950573,1487811051079
10,13,0,,,0,0,0,1487811053047,1487811053047,1487810950573,1487811058313
10,14,0,,,1,1,0,1487811060313,1487811060313,1487810950573,1487811065313
10,15,0,,,0,0,0,1487811067314,1487811067314,1487810950573,1487811068981
13,0,2,1D,1D,11,1Z,0,1487811094019,1487811100253,1487811106854,1487811111983
13,1,2,50,14,10,10,0,1487811113987,1487811118988,1487811120221,1487811123483
13,2,2,D9,D5,00,00,0,1487811125456,1487811130189,1487811131788,1487811136584
14,0,3,9F2,9E3,010,010,0,1487811147258,1487811158257,1487811160090,1487811164553
14,1,2,DB,9B,01,01,0,1487811166556,1487811174992,1487811176826,1487811180987
14,2,5,D569C,D5983,11100,11100,0,1487811182991,1487811203526,1487811207359,1487811221022
14,3,3,E2D,B29,011,011,0,1487811223027,1487811232294,1487811233628,1487811239257
14,4,4,2EC1,278E,0010,0010,0,1487811241261,1487811254595,1487811258696,1487811272792
14,5,3,263,263,101,101,0,1487811274797,1487811285230,1487811286297,1487811288459
14,6,4,93BE,593B,1010,1010,0,1487811290431,1487811301365,1487811302499,1487811307962
14,7,2,62,62,00,00,0,1487811309932,1487811315065,1487811318699,1487811325062
14,8,2,9F,9F,10,10,0,1487811327065,1487811332301,1487811333500,1487811336295
14,9,5,DB786,694B3,11010,11010,0,1487811338300,1487811356667,1487811360435,1487811369164
14,10,4,7E5D,68D3,0110,0110,0,1487811371171,1487811386037,1487811389504,1487811396599
14,11,5,730BD,6B13D,00111,01111,0,1487811398604,1487811415738,1487811417838,1487811430834
