% Tunnel Log: 
% debug seed: 1416248158
%
% SegEncNW { '0'=no panel, '1'=empty panel, '2'=player, '3'=match, '4'=nonmatch, '5'=obstacle, '6'=time warp }
% SegEncN
% SegEncNE
% SegEncE
% SegEncSE
% SegEncS
% SegEncSW
% SegEncW
% Event Number { 0, inf }
% Level Number { 0, inf }
% Task Type { 0=Color/Sound, 1=Shape/Sound, 2=Sound, 3=Holdout, 4=Recess }
% N-Back { 0, inf }
% Player Roll Base { 0, 359 }
% Player Roll Offset { 0, 359 }
% Player Roll Speed { -inf, inf }
% Player Loc { 0=Northwest ... 7=West }
% Pod Loc { -1=N/A, 0=Northwest ... 7=West }
% Pod Color { -1, inf }
% Pod Shape { -1, inf }
% Pod Sound { -1, inf }
% Pod Match { -1=N/A, 0=No, 1=Yes }
% Pod Taken { -1=N/A, 0=No, 1=Yes }
% Pod Zapped { -1=N/A, 0=No, 1=Yes }
% Timestamp (ms)
% Num Obstacles { 0, inf }
% Min Speed { 0, inf }
% Max Speed { 0, inf }
% Base Speed { 0, inf }
% Final Speed { 0, inf }
% Segment Direction { 0=Northwest ... 7=West }
% Segment Angle { 0, inf }
% Segment Panels { 0, inf }
%
% SegEncNW SecEncN SegEncNE SegEncE SegEncSE SegEncS SegEncSW SegEncW EventNumber LevelNumber TaskType N-Back PlayerRollBase PlayerRollOffset PlayerRollSpeed PlayerLoc PodLoc PodColor PodShape PodSound PodMatch PodTaken PodZapped Timestamp NumObs MinSpeed MaxSpeed BaseSpeed FinalSpeed SegmentDir SegmentAngle SegmentPanels
1 1 1 1 1 2 1 1 0 0 1 3 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 29399 0 10 40 23 60 1 0 8
1 1 1 1 1 2 1 1 0 0 1 3 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 29566 0 10 40 23 60 1 0 8
1 1 1 1 1 2 1 1 0 0 1 3 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 29766 0 10 40 23 44.0489 1 0 8
1 1 1 1 1 2 1 1 0 0 1 3 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 30099 0 10 40 23 23 1 0 8
1 1 1 1 1 2 1 1 0 0 1 3 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 30533 0 10 40 23 23 4 1 8
1 1 1 1 1 2 1 1 0 0 1 3 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 30966 0 10 40 23 23 4 1 8
1 1 1 1 1 2 1 1 0 0 1 3 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 31399 0 10 40 23 23 4 1 8
1 1 1 1 1 2 1 1 0 0 1 3 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 31833 0 10 40 23 23 4 1 8
1 1 1 1 2 1 1 1 0 0 1 3 -21 -1 0 4 -1 -1 -1 -1 -1 -1 -1 32266 0 10 40 23 23 6 0 8
1 1 1 1 2 1 1 1 0 0 1 3 -37 0 0 4 -1 -1 -1 -1 -1 -1 -1 32699 0 10 40 23 23 6 0 8
1 1 1 1 4 1 1 1 0 0 1 3 -43 0 0 4 4 6 2 2 0 1 0 33133 0 10 40 23 23 6 0 8
1 1 1 1 2 1 1 1 0 0 1 3 -48 0 0 4 -1 -1 -1 -1 -1 -1 -1 33566 0 10 40 23 23 6 0 8
1 1 1 2 1 1 1 1 0 0 1 3 -76 0 0 3 -1 -1 -1 -1 -1 -1 -1 33999 0 10 40 23 23 5 2 8
1 1 1 2 1 1 1 1 0 0 1 3 -85 0 0 3 -1 -1 -1 -1 -1 -1 -1 34433 0 10 40 23 23 5 2 8
1 1 1 4 1 1 1 1 0 0 1 3 -87 0 0 3 3 6 0 0 0 1 0 34866 0 10 40 23 23 5 2 8
1 1 1 2 1 1 1 1 0 0 1 3 -86 0 0 3 -1 -1 -1 -1 -1 -1 -1 35299 0 10 40 23 23 5 2 8
1 1 1 1 2 1 1 1 0 0 1 3 -58 1 0 4 -1 -1 -1 -1 -1 -1 -1 35733 0 10 40 23 23 8 0 8
1 1 1 1 2 1 1 1 0 0 1 3 -44 0 0 4 -1 -1 -1 -1 -1 -1 -1 36166 0 10 40 23 23 1 0 8
1 1 1 1 4 1 1 1 0 0 1 3 -41 0 0 4 4 6 3 3 0 1 0 36599 0 10 40 23 23 1 0 8
1 1 1 1 2 1 1 1 0 0 1 3 -50 0 0 4 -1 -1 -1 -1 -1 -1 -1 37033 0 10 40 23 23 1 0 8
1 1 1 2 1 1 1 1 0 0 1 3 -79 0 0 3 -1 -1 -1 -1 -1 -1 -1 37466 0 10 40 23 23 1 0 8
1 1 1 2 1 1 1 1 0 0 1 3 -88 0 0 3 -1 -1 -1 -1 -1 -1 -1 37899 0 10 40 23 23 4 1 8
1 1 1 4 1 1 1 1 0 0 1 3 -88 0 0 3 3 6 0 0 0 1 0 38333 0 10 40 23 23 4 1 8
1 1 1 2 1 1 1 1 0 0 1 3 -99 -2 0 3 -1 -1 -1 -1 -1 -1 -1 38799 0 10 40 23 23 4 1 8
1 1 2 1 1 1 1 1 0 0 1 3 -136 0 0 2 -1 -1 -1 -1 -1 -1 -1 39233 0 10 40 23 23 4 1 8
1 1 2 1 1 1 1 1 0 0 1 3 -132 0 0 2 -1 -1 -1 -1 -1 -1 -1 39666 0 10 40 23 23 6 0 8
1 1 4 1 1 1 1 1 0 0 1 3 -132 0 0 2 2 6 1 1 0 1 0 40099 0 10 40 23 23 6 0 8
1 1 2 1 1 1 1 1 0 0 1 3 -134 0 0 2 -1 -1 -1 -1 -1 -1 -1 40533 0 10 40 23 23 6 0 8
1 2 1 1 1 1 1 1 0 0 1 3 -184 0 0 1 -1 -1 -1 -1 -1 -1 -1 40966 0 10 40 23 23 6 0 8
1 2 1 1 1 1 1 1 0 0 1 3 -181 0 0 1 -1 -1 -1 -1 -1 -1 -1 41399 0 10 40 23 23 5 2 8
1 4 1 1 1 1 1 1 0 0 1 3 -163 0 0 1 1 6 2 2 0 1 0 41833 0 10 40 23 23 5 2 8
1 2 1 1 1 1 1 1 0 0 1 3 -174 0 0 1 -1 -1 -1 -1 -1 -1 -1 42266 0 10 40 23 23 5 2 8
2 1 1 1 1 1 1 1 0 0 1 3 -213 0 0 0 -1 -1 -1 -1 -1 -1 -1 42699 0 10 40 23 23 5 2 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 43133 0 10 40 23 23 8 0 8
4 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 0 6 1 1 0 1 1 43566 0 10 40 22 22 1 0 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 44033 0 10 40 22 22 1 0 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 44499 0 10 40 22 22 1 0 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 44932 0 10 40 23 23 1 0 8
3 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 0 6 1 1 1 1 1 45366 0 10 40 23 23 4 1 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 45799 0 10 40 23 23 4 1 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 46232 0 10 40 24 23 4 1 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 46666 0 10 40 24 24 4 1 8
3 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 0 6 2 2 1 1 1 47066 0 10 40 24 24 6 0 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 47499 0 10 40 24 24 6 0 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 47899 0 10 40 24 24 6 0 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 48299 0 10 40 25 25 6 0 8
3 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 0 6 1 1 1 1 1 48699 0 10 40 25 25 5 2 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 49099 0 10 40 25 25 5 2 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 49499 0 10 40 25 25 5 2 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 49899 0 10 40 25 25 5 2 8
3 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 0 6 1 1 1 1 1 50299 0 10 40 25.5 25.5 8 0 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 50699 0 10 40 25.5 25.5 1 0 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 51099 0 10 40 25.5 25.5 1 0 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 51499 0 10 40 25.5 25.5 1 0 8
4 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 0 6 3 4 0 1 0 51866 0 10 40 25.5 25.5 1 0 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 52266 0 10 40 25.5 25.5 4 1 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 52666 0 10 40 25.5 25.5 4 1 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 53066 0 10 40 25.5 25.5 4 1 8
4 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 0 6 2 2 0 1 0 53466 0 10 40 25.5 25.5 4 1 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 53832 0 10 40 25.5 25.5 6 0 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 54232 0 10 40 25.5 25.5 6 0 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 54632 0 10 40 26 26 6 0 8
3 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 0 6 1 1 1 1 1 54999 0 10 40 26 26 6 0 8
2 1 1 1 1 1 1 1 0 0 1 3 -217 0 0 0 -1 -1 -1 -1 -1 -1 -1 55399 0 10 40 26 26 5 2 8
1 1 1 1 1 1 1 2 0 0 1 3 -255 -1 0 7 -1 -1 -1 -1 -1 -1 -1 55766 0 10 40 26 26 5 2 8
1 1 1 1 1 1 1 2 0 0 1 3 -269 0 0 7 -1 -1 -1 -1 -1 -1 -1 56166 0 10 40 26 26 5 2 8
