%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486154938399,1486154945832
1,1,34,34,0,1486154946833,1486154953031
2,0,52,52,0,1486154956366,1486154962499
2,1,36,36,0,1486154963467,1486154969232
2,2,368,368,0,1486154970201,1486154978232
2,3,208,208,0,1486154979201,1486154986933
2,4,2306,2306,0,1486154987902,1486154997468
2,5,5047,5047,0,1486154998435,1486155008167
2,6,41075,41075,0,1486155009137,1486155020736
2,7,31620,31620,0,1486155021705,1486155033236
2,8,281376,281376,0,1486155034238,1486155048136
2,9,816508,816508,0,1486155049105,1486155063538
2,10,4806317,0846137,0,1486155064539,1486155081105
2,11,0851680,0851680,0,1486155082073,1486155097606
2,12,47081536,48701536,0,1486155098575,1486155116007
2,13,25408016,25408016,0,1486155116976,1486155137741
2,14,315706824,315046724,0,1486155138743,1486155160193
2,15,427601358,42760138,0,1486155161194,1486155183795
3,0,60,06,0,1486155187796,1486155194429
3,1,24,42,0,1486155195430,1486155201728
4,0,51,15,1,1486155205430,1486155214096
4,1,37,73,0,1486155215097,1486155221130
4,2,630,036,0,1486155222098,1486155230296
4,3,580,085,0,1486155231265,1486155239197
4,4,5683,3685,1,1486155240166,1486155254131
4,5,2841,1842,0,1486155255134,1486155265899
