%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486430767810,1486430774708
1,1,34,34,0,1486430775677,1486430782042
2,0,15,15,0,1486430791244,1486430798076
2,1,73,73,0,1486430799045,1486430805409
2,2,164,164,0,1486430806412,1486430814678
2,3,705,705,0,1486430815645,1486430823877
2,4,2173,2173,0,1486430824879,1486430835178
2,5,1504,1504,0,1486430836180,1486430847179
2,6,42350,42350,0,1486430848180,1486430860813
2,7,24061,24601,1,1486430861781,1486430878747
2,8,061743,06143,3,1486430879749,1486430902548
2,9,625037,625037,0,1486430903517,1486430917582
2,10,7152305,1725305,0,1486430918551,1486430935151
2,11,3157264,153706,1,1486430936153,1486430962318
3,0,60,06,0,1486430970654,1486430976986
3,1,24,42,0,1486430977988,1486430984153
4,0,25,52,0,1486430992422,1486430998755
4,1,63,36,0,1486430999723,1486431006021
4,2,574,475,0,1486431007023,1486431014755
4,3,207,702,0,1486431015757,1486431024088
4,4,7305,5037,0,1486431025058,1486431034622
4,5,4130,0314,0,1486431035591,1486431045823
4,6,35741,14753,0,1486431046792,1486431059357
4,7,70526,62570,0,1486431060326,1486431073691
4,8,607251,152706,0,1486431074661,1486431091226
4,9,270643,346072,0,1486431092228,1486431111694
4,10,0416327,7236140,0,1486431112662,1486431128395
4,11,5632041,1420635,0,1486431129363,1486431147229
4,12,48256132,2316845,1,1486431148198,1486431170197
4,13,04523765,5637042,0,1486431171165,1486431190031
