%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Action,Row,Character,TimeOfResponse
1,0,0,1486429437873
1,0,20,1486429442040
-1,0,7,1486429446340
-1,0,7,1486429446940
-1,0,7,1486429447441
-1,0,9,1486429448007
-1,0,8,1486429448541
-1,0,10,1486429448907
1,0,41,1486429449808
-1,0,36,1486429450841
-1,0,37,1486429451375
-1,0,38,1486429451874
1,0,46,1486429452474
1,0,47,1486429453341
9,0,-1,1486429453676
1,1,0,1486429458375
1,1,1,1486429459208
1,1,2,1486429459941
1,1,3,1486429462475
1,1,5,1486429463608
1,1,7,1486429466075
1,1,8,1486429466675
1,1,11,1486429470209
1,1,15,1486429471376
1,1,22,1486429472675
1,1,23,1486429473009
1,1,24,1486429473376
1,1,25,1486429474375
9,1,-1,1486429474676
1,2,3,1486429476243
1,2,10,1486429477643
1,2,11,1486429477876
1,2,13,1486429479043
1,2,19,1486429480142
1,2,27,1486429481877
1,2,28,1486429483576
1,2,31,1486429484276
1,2,33,1486429484743
1,2,35,1486429485376
1,2,40,1486429486343
1,2,46,1486429487143
1,2,47,1486429487410
9,2,-1,1486429495678
1,3,3,1486429497677
1,3,8,1486429499444
1,3,9,1486429499610
1,3,12,1486429500810
1,3,22,1486429502211
1,3,23,1486429502444
2,3,23,1486429502610
1,3,25,1486429502744
-1,3,24,1486429503511
-1,3,23,1486429503777
-1,3,23,1486429504511
-1,3,23,1486429505078
-1,3,24,1486429505510
-1,3,24,1486429505811
1,3,30,1486429507078
1,3,33,1486429508645
1,3,36,1486429509312
1,3,40,1486429510411
1,3,42,1486429511178
1,3,44,1486429512478
9,3,-1,1486429516680
1,4,2,1486429518512
1,4,8,1486429520512
1,4,12,1486429523011
1,4,15,1486429524112
1,4,16,1486429524312
1,4,22,1486429526279
1,4,26,1486429527213
1,4,27,1486429527412
1,4,30,1486429528512
1,4,37,1486429530845
1,4,41,1486429531812
1,4,45,1486429532846
9,4,-1,1486429537681
1,5,1,1486429538846
1,5,3,1486429539746
1,5,5,1486429540946
1,5,7,1486429541546
1,5,9,1486429542313
1,5,14,1486429543546
1,5,17,1486429544346
-1,5,16,1486429545113
2,5,17,1486429545647
1,5,17,1486429546013
2,5,17,1486429546580
1,5,16,1486429547213
1,5,18,1486429548280
1,5,24,1486429549647
2,5,24,1486429551113
1,5,23,1486429551713
1,5,27,1486429554881
1,5,33,1486429556113
-1,5,32,1486429556747
2,5,33,1486429557314
1,5,32,1486429557913
9,5,-1,1486429558682
1,6,5,1486429561114
1,6,16,1486429563814
-1,6,14,1486429564481
-1,6,14,1486429565081
-1,6,14,1486429565547
-1,6,14,1486429566047
-1,6,14,1486429566447
1,6,22,1486429569014
1,6,25,1486429569682
2,6,25,1486429570515
1,6,24,1486429571048
1,6,29,1486429572715
1,6,42,1486429574749
1,6,43,1486429575282
1,6,45,1486429576048
-1,6,14,1486429578015
-1,6,14,1486429578648
9,6,-1,1486429579683
1,7,0,1486429582216
1,7,11,1486429583949
1,7,12,1486429584182
1,7,15,1486429585116
1,7,16,1486429585415
-1,7,15,1486429585916
-1,7,14,1486429586615
-1,7,14,1486429587216
-1,7,14,1486429587916
-1,7,14,1486429588549
-1,7,14,1486429588715
-1,7,14,1486429588849
-1,7,14,1486429588982
1,7,17,1486429590216
1,7,20,1486429591049
1,7,30,1486429592749
1,7,31,1486429593049
1,7,35,1486429594149
1,7,36,1486429594382
1,7,37,1486429594682
1,7,40,1486429595783
2,7,40,1486429595982
1,7,39,1486429596683
1,7,40,1486429597049
9,7,-1,1486429600687
-1,7,47,1486429600716
1,8,2,1486429603150
1,8,5,1486429604384
1,8,7,1486429605416
1,8,12,1486429606550
-1,8,11,1486429607450
2,8,12,1486429607951
1,8,11,1486429608450
1,8,18,1486429610783
1,8,19,1486429611150
1,8,20,1486429611584
1,8,21,1486429612450
1,8,25,1486429613750
1,8,28,1486429614884
1,8,35,1486429616418
1,8,43,1486429618884
-1,8,42,1486429619317
-1,8,42,1486429619851
-1,8,42,1486429620284
-1,8,42,1486429620451
-1,8,42,1486429620617
-1,8,42,1486429620751
-1,8,39,1486429621686
9,8,-1,1486429621690
-1,8,39,1486429622085
1,9,7,1486429625184
-1,9,0,1486429626285
-1,9,1,1486429626851
-1,9,4,1486429628284
-1,9,4,1486429628751
-1,9,3,1486429629051
-1,9,4,1486429629418
1,9,11,1486429630851
1,9,13,1486429631885
1,9,17,1486429633118
1,9,22,1486429634285
1,9,24,1486429634685
2,9,24,1486429636051
1,9,24,1486429636618
2,9,24,1486429637285
1,9,23,1486429637952
1,9,26,1486429639119
1,9,31,1486429640285
2,9,31,1486429641079
1,9,30,1486429641577
1,9,32,1486429642209
9,9,-1,1486429642675
-1,9,34,1486429643171
-1,9,35,1486429643403
1,10,0,1486429646192
1,10,1,1486429646724
1,10,2,1486429647222
1,10,4,1486429647753
1,10,7,1486429648516
1,10,10,1486429649114
1,10,18,1486429651078
1,10,19,1486429651277
1,10,21,1486429652478
1,10,26,1486429653577
1,10,31,1486429654644
1,10,34,1486429655177
1,10,39,1486429656644
1,10,40,1486429656910
1,10,44,1486429657978
-1,11,1,1486429660544
-1,11,1,1486429661178
-1,11,1,1486429661778
9,10,-1,1486429663645
1,11,1,1486429665012
1,11,8,1486429666712
1,11,10,1486429668078
1,11,13,1486429669312
1,11,14,1486429669512
1,11,17,1486429670878
1,11,21,1486429672011
1,11,26,1486429673112
1,11,28,1486429673813
1,11,29,1486429674278
1,11,34,1486429675512
1,11,37,1486429676178
1,11,39,1486429677179
1,11,41,1486429677778
1,11,46,1486429679278
1,11,47,1486429679746
