%Recollect Version 2.3; iPad: ; User: RLB115; Session: 4
%Span:2,Continent,Difficulty,Game Number,Highest Span Length Achieved,Current Span Length
%NBack:4,Game Number,Scene/Level Played,Highest N Level Achieved,Current N Level
%MultiObject:8,Continent,Difficulty,Game Number,Highest Number of Concurrent Bugs,Current Number of Concurrent Bugs
%LameBack:32,Algorithm,Session,GameNumber,Accuracy,EndingNLevel,HighestNLevel,BayesianEstimates
32,4,4,0,1,2,6,algoNotBayesian
32,4,4,0,1,3,6,algoNotBayesian
32,4,4,0,0.4166667,4,6,algoNotBayesian
32,4,4,0,0.5714286,3,6,algoNotBayesian
32,4,4,0,0.8,4,6,algoNotBayesian
32,4,4,0,0.6,5,6,algoNotBayesian
32,4,4,0,0.375,6,6,algoNotBayesian
32,4,4,0,0.6,5,6,algoNotBayesian
32,4,4,0,1,6,6,algoNotBayesian
32,4,4,0,0.4,7,7,algoNotBayesian
32,4,4,0,0,6,7,algoNotBayesian
32,4,4,0,1,5,7,algoNotBayesian
32,4,4,0,1,6,7,algoNotBayesian
32,4,4,0,0.3846154,7,7,algoNotBayesian
32,4,4,0,0.4,6,7,algoNotBayesian
32,4,4,0,0.6666667,5,7,algoNotBayesian
32,4,4,0,0,6,7,algoNotBayesian
32,4,4,0,1,5,7,algoNotBayesian
32,4,4,0,0.4,6,7,algoNotBayesian
32,4,5,0,0.8,4,7,algoNotBayesian
32,4,5,0,0.6,5,7,algoNotBayesian
32,4,5,0,0.3333333,6,7,algoNotBayesian
32,4,5,0,0.75,5,7,algoNotBayesian
32,4,5,0,0.25,6,7,algoNotBayesian
32,4,5,0,0.3571429,5,7,algoNotBayesian
32,4,5,0,0.2,4,7,algoNotBayesian
32,4,5,0,0.25,3,7,algoNotBayesian
32,4,5,0,0.6,2,7,algoNotBayesian
32,4,5,0,0.6666667,3,7,algoNotBayesian
32,4,5,0,0.4285714,4,7,algoNotBayesian
32,4,5,0,0,3,7,algoNotBayesian
32,4,5,0,1,2,7,algoNotBayesian
32,4,5,0,1,3,7,algoNotBayesian
32,4,5,0,0.3636364,4,7,algoNotBayesian
32,4,5,0,0.6666667,3,7,algoNotBayesian
32,4,5,0,0.4285714,4,7,algoNotBayesian
32,4,5,0,0.75,3,7,algoNotBayesian
32,4,5,0,0,4,7,algoNotBayesian
32,4,5,0,0.3636364,3,7,algoNotBayesian
