%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486413695461,1486413698462,1486413707235
1,G4,G,4,1486413708762,1486413711763,1486413720019
2,3W5,W,35,1486413721546,1486413726047,1486413732561
3,T7L,LT,7,1486413734080,1486413738582,1486413748281
4,1JA,AJ,1,1486413749814,1486413754316,1486413760153
0,L2,L,2,1486413765448,1486413768452,1486413774179
1,6P,P,6,1486413775699,1486413778700,1486413783763
2,B5,B,5,1486413785283,1486413788284,1486413794583
3,F7L,FL,7,1486413796083,1486413800585,1486413810602
4,R4D,DR,4,1486413812134,1486413816636,1486413827097
5,H18,H,18,1486413828619,1486413833120,1486413840052
6,T9A3,AT,39,1486413841586,1486413847588,1486413862304
7,V1J5,JV,15,1486413863837,1486413869839,1486413886072
8,7N4L,L,714,1486413887605,1486413893607,1486413919210
9,8D6G1,DG,168,1486413920740,1486413928243,1486413972282
10,K2C7S,CKS,27,1486413973810,1486413981312,1486414025167
11,5P3Y9,PY,359,1486414026696,1486414034198,1486414073565
12,M4E7Q2,EMQ,247,1486414075099,1486414084102,1486414176601
13,W8H5F3,HMW,358,1486414178122,1486414187124,1486414220724
14,6G9A2S,AGS,269,1486414222257,1486414231260,1486414248595
15,R3B4Z1C,BCRZ,134,1486414250126,1486414260627,1486414359822
16,5T9B4K3,BKT,3459,1486414361348,1486414371851,1486414484292
17,E1H8R4D,HDR,18,1486414485822,1486414496324,1486414523152
18,5H9S2N6A,AHS,269,1486414524675,1486414536676,1486414570237
19,D1R9B4K3,BHR,134,1486414571760,1486414583762,1486414616010
20,7M2T6F1Z,FFR,1267,1486414617544,1486414629546,1486414717283
