%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486172814589,1486172821088
1,1,34,34,1,1486172822090,1486172832755
2,0,52,52,0,1486172837557,1486172843922
2,1,36,36,0,1486172844924,1486172850790
2,2,368,368,0,1486172851792,1486172859724
2,3,208,208,0,1486172860725,1486172868524
2,4,2306,2306,0,1486172869527,1486172879124
2,5,5047,5047,0,1486172880126,1486172889959
2,6,41075,41075,0,1486172890960,1486172902993
2,7,31620,31620,1,1486172903994,1486172917927
2,8,281376,281376,0,1486172918928,1486172932461
2,9,816508,816508,0,1486172933429,1486172951562
2,10,4806317,4806317,0,1486172952564,1486172967529
2,11,0851680,08618,0,1486172968531,1486172991998
2,12,47081536,,0,1486172992999,1486173017833
2,13,25408016,25408016,0,1486173018834,1486173036784
2,14,315706824,3156072,0,1486173037786,1486173058018
2,15,427601358,427603158,0,1486173059019,1486173078185
3,0,60,06,0,1486173083455,1486173089353
3,1,24,42,0,1486173090355,1486173096920
4,0,51,15,0,1486173100822,1486173106821
4,1,37,73,0,1486173107822,1486173113955
4,2,630,036,1,1486173114957,1486173125755
4,3,580,085,0,1486173126757,1486173134889
4,4,5683,3865,0,1486173135890,1486173145790
4,5,2841,4821,0,1486173146791,1486173156690
4,6,47812,21874,0,1486173157692,1486173169391
4,7,03415,51430,0,1486173170392,1486173182292
4,8,507613,316705,0,1486173183294,1486173197892
4,9,073280,028730,0,1486173198894,1486173217828
4,10,4083671,1763840,0,1486173218795,1486173234595
4,11,8027308,8037208,0,1486173235563,1486173255596
4,12,52480873,37808425,0,1486173256597,1486173275630
4,13,41807263,362714,0,1486173276633,1486173295265
4,14,672183054,45038267,0,1486173296267,1486173315332
4,15,734127416,61472037,0,1486173316334,1486173339700
