%Recollect Version 2.3; iPad: ; User: RLB131;
%Span:2,Continent,Difficulty,Game Number,Highest Span Length Achieved,Current Span Length
%NBack:4,Game Number,Scene/Level Played,Highest N Level Achieved,Current N Level
%MultiObject:8,Continent,Difficulty,Game Number,Highest Number of Concurrent Bugs,Current Number of Concurrent Bugs
%LameBack:32,Algorithm,Session,GameNumber,Accuracy,EndingNLevel,HighestNLevel,BayesianEstimates
32,1,0,8,0,1,0,algoNotBayesian
32,1,0,8,0,2,2,algoNotBayesian
32,1,0,8,0,3,3,algoNotBayesian
32,1,0,8,0,4,4,algoNotBayesian
32,1,0,8,0,5,5,algoNotBayesian
32,1,0,8,0,5,5,algoNotBayesian
32,1,0,8,0,4,5,algoNotBayesian
32,1,0,8,0,4,5,algoNotBayesian
32,1,0,8,0,5,5,algoNotBayesian
32,1,0,8,0,5,5,algoNotBayesian
32,1,0,8,0,6,6,algoNotBayesian
32,1,0,8,0,5,6,algoNotBayesian
32,1,0,8,0,5,6,algoNotBayesian
32,1,0,8,0,6,6,algoNotBayesian
32,1,0,8,0,7,7,algoNotBayesian
32,1,1,0,0,6,7,algoNotBayesian
32,1,1,0,0,6,7,algoNotBayesian
32,1,1,0,0,6,7,algoNotBayesian
32,1,1,0,0,7,7,algoNotBayesian
32,1,1,0,0,8,8,algoNotBayesian
32,1,1,0,0,8,8,algoNotBayesian
32,1,1,0,0,7,8,algoNotBayesian
32,1,1,0,0,8,8,algoNotBayesian
32,1,1,0,0,8,8,algoNotBayesian
32,1,1,0,0,9,9,algoNotBayesian
32,1,1,0,0,10,10,algoNotBayesian
32,1,1,0,0,9,10,algoNotBayesian
32,1,1,0,0,9,10,algoNotBayesian
32,1,2,0,0,8,10,algoNotBayesian
32,1,2,0,0,7,10,algoNotBayesian
32,1,2,0,0,8,10,algoNotBayesian
32,1,2,0,0,9,10,algoNotBayesian
32,1,2,0,0,10,10,algoNotBayesian
32,1,2,0,0,11,11,algoNotBayesian
32,1,2,0,0,10,11,algoNotBayesian
