%Recollect Version 2.3. Scene/Level: , Session: 22, GameNumber: 22
%D2:Action,Row,Character,TimeOfResponse
1,0,0,1487901019374
1,0,2,1487901020575
1,0,3,1487901021008
1,0,7,1487901022908
2,0,7,1487901024342
1,0,10,1487901025075
1,0,11,1487901026108
1,0,13,1487901027075
1,0,16,1487901028575
1,0,22,1487901030442
1,0,23,1487901031776
1,0,24,1487901032042
1,0,25,1487901032242
1,0,26,1487901033042
1,0,27,1487901033408
1,0,31,1487901034976
1,0,33,1487901035642
2,0,33,1487901036243
1,0,34,1487901036643
9,0,-1,1487901037043
1,1,0,1487901038910
1,1,4,1487901040277
-1,1,3,1487901043977
2,1,4,1487901044576
1,1,6,1487901045743
1,1,7,1487901046109
1,1,10,1487901047144
1,1,13,1487901048443
1,1,15,1487901049176
1,1,17,1487901050243
1,1,19,1487901050943
1,1,20,1487901051809
1,1,21,1487901052076
1,1,23,1487901052844
1,1,24,1487901053376
1,1,26,1487901054110
1,1,27,1487901054610
1,1,29,1487901055576
1,1,31,1487901056243
1,1,33,1487901056877
1,1,36,1487901057910
9,1,-1,1487901058045
-1,1,36,1487901058477
1,2,3,1487901060910
1,2,4,1487901061644
1,2,5,1487901061944
1,2,6,1487901062378
1,2,8,1487901063110
1,2,10,1487901063844
1,2,12,1487901064544
1,2,17,1487901066844
1,2,19,1487901067644
1,2,23,1487901069645
1,2,24,1487901070477
1,2,25,1487901071344
1,2,26,1487901071678
1,2,27,1487901072611
1,2,31,1487901074245
1,2,32,1487901074578
1,2,33,1487901075311
1,2,37,1487901076644
2,2,37,1487901077278
1,2,39,1487901078378
9,2,-1,1487901079045
-1,2,41,1487901079178
1,3,0,1487901080979
1,3,3,1487901081878
1,3,4,1487901082445
1,3,6,1487901083378
1,3,7,1487901083945
1,3,8,1487901084612
1,3,12,1487901086178
2,3,12,1487901086812
1,3,13,1487901087212
1,3,14,1487901088078
1,3,15,1487901088912
1,3,18,1487901090178
1,3,22,1487901091346
1,3,27,1487901093346
1,3,30,1487901094612
1,3,31,1487901094912
2,3,31,1487901095480
1,3,31,1487901096112
1,3,33,1487901097447
1,3,38,1487901098979
1,3,39,1487901099312
9,3,-1,1487901100047
-1,3,40,1487901100279
-1,3,41,1487901100546
1,4,0,1487901101847
1,4,4,1487901102779
1,4,6,1487901103713
1,4,8,1487901104413
1,4,10,1487901105279
1,4,11,1487901105746
1,4,12,1487901106213
1,4,16,1487901107146
1,4,17,1487901107913
1,4,22,1487901109480
1,4,23,1487901110113
1,4,29,1487901112313
1,4,30,1487901112814
1,4,31,1487901113347
1,4,34,1487901114213
1,4,36,1487901114846
1,4,38,1487901115680
1,4,40,1487901116413
1,4,41,1487901116980
1,4,43,1487901117647
1,4,45,1487901118247
1,4,47,1487901119215
9,4,-1,1487901121048
1,5,1,1487901122581
1,5,3,1487901123380
1,5,4,1487901124049
1,5,7,1487901125281
1,5,12,1487901126948
1,5,14,1487901127849
1,5,19,1487901129214
1,5,20,1487901129614
1,5,21,1487901130248
1,5,22,1487901130981
1,5,23,1487901131348
1,5,27,1487901133048
