Block number,Accuracy
4,0.863816701511
9,0.849137820887
15,0.820873194112
17,0.849395400438
19,0.842397266908
21,0.850507834578
22,0.889665017972
28,0.846924099605
32,0.837321791476
33,0.863904559673
36,0.86299037703
44,0.881370686152
47,0.867313336166
48,0.862634535275
50,0.83988173833
54,0.841372884322
55,0.847658679797
61,0.868563900431
64,0.844215575963
70,0.857570630598
75,0.831767874422
77,0.808319246596
96,0.828361708457
103,0.813842234385
104,0.86878366728
107,0.854788127399
108,0.863035686251
111,0.854291054902
116,0.865505516318
117,0.848266895483
123,0.830527412134
125,0.880900338688
129,0.860109411104
130,0.833041210167
131,0.855209331169
132,0.877562551627
135,0.841202418539
136,0.85431636806
157,0.847390624963
163,0.869048425936
171,0.873754629221
173,0.877293387163
181,0.856904368065
183,0.878090784909
188,0.854929345316
197,0.844305753787
201,0.851834980499
202,0.848248270736
206,0.86589396097
208,0.861725280995
210,0.839369546587
211,0.830648752745
215,0.845264986636
217,0.859621577679
219,0.864021334102
221,0.856546276954
223,0.849736548928
226,0.84431996959
232,0.852923376433
233,0.856082325476
234,0.834194717942
235,0.854866654516
239,0.872550707342
243,0.83559604402
245,0.846736791589
247,0.84076824104
254,0.866817967241
258,0.88446047217
259,0.838864731178
260,0.850435457788
262,0.843861386934
263,0.859011261244
277,0.862470108163
280,0.860702262541
281,0.851011695265
289,0.855343553421
292,0.79186267393
295,0.841903067148
303,0.824900031293
305,0.832531087699
311,0.853118147168
313,0.849086077963
315,0.864152704092
318,0.841323454102
321,0.847375769069
322,0.85229991059
324,0.877704151951
325,0.85541477792
332,0.852915843889
337,0.846037735032
339,0.853146884174
341,0.84381390728
342,0.833689376939
343,0.859870246343
347,0.853995965996
352,0.853187020035
354,0.856045670849
360,0.826209352692
367,0.852654066009
368,0.873536395732
369,0.847408262017
376,0.84466343445
381,0.843571177727
383,0.861758263398
384,0.84998192152
387,0.844191821391
