Block number,Accuracy
1,0.854641188949
2,0.851600038336
3,0.850060818286
4,0.849334700511
5,0.873380260269
6,0.859179737395
7,0.869034781966
8,0.854904270507
9,0.844428055581
10,0.856792182122
11,0.85199230431
12,0.853958421663
13,0.874304847856
15,0.87575727238
16,0.861029250456
18,0.848620029176
19,0.855924809229
20,0.884916144721
21,0.856287639557
22,0.875157596321
23,0.850586806363
24,0.854378182849
25,0.854123672853
26,0.834105436033
27,0.850489804955
28,0.857997836397
29,0.850986361057
31,0.867092103698
32,0.860484445134
34,0.854326273431
36,0.860348395762
37,0.874591088427
38,0.85534579472
40,0.863696553864
42,0.86309895537
44,0.835295759679
46,0.848472230485
47,0.892668135009
49,0.859350335964
51,0.864711557468
53,0.853129925215
55,0.863628887764
56,0.87366345794
57,0.845612748052
59,0.841131282733
60,0.874127273184
61,0.854834258345
62,0.859900202974
63,0.86574828425
64,0.836629419462
66,0.863407082598
68,0.858389501283
70,0.860007057723
71,0.860845760767
72,0.878590155711
74,0.878522046337
76,0.857036715453
77,0.848335068979
79,0.85097118415
80,0.874591088427
81,0.869527565849
83,0.855746454932
84,0.865284469006
85,0.849368804617
87,0.864634188087
89,0.85096440696
91,0.87212694851
92,0.848035245816
94,0.866548599137
96,0.845304614207
97,0.865284469006
98,0.850053361487
100,0.845250418474
102,0.868707902245
103,0.860381945523
104,0.861668493087
105,0.86574828425
106,0.854477763319
107,0.858994783576
108,0.874591088427
109,0.847060294712
111,0.845833489678
113,0.867447136802
115,0.840396721641
116,0.86574828425
117,0.861114050055
119,0.865601040651
121,0.863362767017
122,0.844237237718
124,0.853666237845
126,0.85766440547
128,0.844822279071
130,0.852454213611
132,0.87668995901
133,0.860381945523
134,0.84331051384
136,0.859557926781
137,0.865160392438
139,0.846070728743
141,0.859101851285
143,0.858474614895
145,0.853103656683
147,0.861768570647
149,0.852191211994
151,0.838829104469
152,0.861716667845
153,0.858297167955
154,0.862901573814
155,0.848620029176
156,0.857371555948
157,0.855339767128
158,0.84988994034
159,0.875208343524
160,0.856629920233
161,0.857827826616
162,0.850347375348
163,0.849225311469
164,0.859524722587
165,0.852339010685
166,0.839571539378
167,0.851683227081
168,0.849539919916
169,0.875544456925
170,0.849730171637
171,0.842420271349
172,0.852946263128
173,0.863568139697
174,0.854928513194
175,0.863307502128
176,0.857200084246
177,0.866190696005
178,0.832231655165
179,0.841210557309
180,0.85142163357
181,0.856808775279
182,0.865139383112
183,0.841609312326
184,0.867718838592
185,0.867673417009
186,0.866158452236
187,0.860812211006
188,0.87955280353
189,0.849831657303
190,0.859795461818
191,0.877579901045
192,0.869741530285
193,0.855075048872
194,0.851149289598
195,0.84998830126
196,0.8708734205
197,0.860905503297
198,0.858068115647
199,0.878912497288
200,0.851775117882
201,0.877421286939
202,0.870506633668
203,0.86999232373
204,0.871280875689
205,0.845621893773
206,0.870069693111
207,0.839571539378
208,0.849160251242
209,0.858427189735
210,0.862800837747
211,0.855925309979
212,0.863243198116
213,0.885452630596
214,0.840382507292
215,0.848884443382
216,0.845768429451
217,0.860833202545
218,0.852497062749
219,0.84998830126
220,0.851707764723
221,0.863384665165
222,0.866876316415
223,0.873377368332
224,0.859274796048
225,0.841430457279
226,0.858205277153
227,0.859952105775
228,0.8654795016
229,0.854597019279
230,0.848335068979
231,0.870937724512
232,0.874437826946
233,0.877259770987
234,0.889105661254
235,0.873103804809
236,0.8844434326
237,0.877203357118
238,0.845407062431
239,0.852132827975
240,0.856622483073
241,0.881134586424
242,0.871030064457
243,0.857406925464
244,0.851519805934
245,0.869041333172
246,0.870797007061
247,0.888384365187
248,0.839961449128
249,0.861204025952
250,0.854656811405
251,0.847829560195
252,0.83664353283
253,0.865180327054
254,0.843511828963
255,0.839165611064
256,0.859872831199
257,0.866172460242
258,0.849361064869
259,0.84461659345
260,0.854734180785
261,0.829787953903
262,0.859763354409
263,0.869535303463
264,0.854463742009
265,0.855461494735
266,0.847843023945
267,0.861048996445
268,0.856729337823
269,0.861341187458
270,0.863614673415
271,0.853607954808
272,0.857640289184
273,0.853040360966
274,0.869521731297
275,0.870925323301
276,0.855596184595
277,0.874228816852
278,0.845030619486
279,0.863497710387
280,0.852690497553
281,0.870995915492
282,0.861219648408
283,0.851205197488
284,0.884050398104
285,0.869031506836
286,0.845215098553
287,0.854983465142
288,0.845820338869
289,0.835025013831
290,0.867241764122
291,0.849795231864
292,0.851797328971
293,0.884755757956
294,0.854028567423
295,0.85330275367
296,0.85015153385
297,0.86483805086
298,0.861435435691
299,0.840341117802
300,0.856403640027
301,0.873937079465
302,0.85087854375
303,0.846867225316
304,0.852617133261
305,0.867034173306
306,0.893257694047
307,0.839436356912
308,0.86525228324
309,0.854519649898
310,0.851234845737
311,0.842220926261
312,0.855004926633
313,0.868353305799
314,0.854047653766
315,0.85237006704
316,0.855669085552
317,0.849362472976
318,0.859635296161
319,0.842664692602
320,0.839777224999
321,0.856351737226
322,0.855447280386
323,0.839165611064
324,0.85010240315
325,0.852752324618
326,0.857355328987
327,0.848514430005
328,0.874096488907
329,0.841388004249
330,0.84678795074
331,0.86018591277
332,0.858205277153
333,0.857355328987
334,0.857277646666
335,0.85330275367
336,0.846363428689
337,0.903364342911
338,0.839450571261
339,0.865542656632
340,0.883210038933
341,0.852317052105
342,0.844331633253
343,0.852431501025
344,0.85170543817
345,0.865152955279
346,0.87584141895
347,0.865146178089
348,0.849653764814
349,0.865316080454
350,0.841187190622
351,0.851885448814
352,0.853201268005
