Block number,Accuracy
1,0.844215933238
2,0.870051227103
4,0.859637038902
5,0.846113080792
6,0.883703498771
7,0.853814524705
8,0.801929128859
9,0.870621499852
10,0.8518669563
11,0.900338198874
12,0.852055646569
18,0.860188667675
20,0.839856499575
21,0.867776709244
22,0.874249769017
24,0.85002733621
25,0.854519649898
27,0.846925103355
28,0.86360790547
29,0.86741700692
31,0.865660612814
32,0.847098486306
35,0.846665431436
37,0.854937136958
38,0.859859146
42,0.862061363013
43,0.862665979932
44,0.84152026888
46,0.860490830691
47,0.860392429811
49,0.845080655662
51,0.85466118433
52,0.859833149439
54,0.845425185199
56,0.874206364564
57,0.864200446557
59,0.851589984621
60,0.866799501289
62,0.842170271402
63,0.853521604701
65,0.847594539266
67,0.867876783879
69,0.859280706332
70,0.856094016955
71,0.850930866275
73,0.852432909131
74,0.869679026259
76,0.851920260621
78,0.838068460127
79,0.833865824925
80,0.856510485534
82,0.83401467377
83,0.847696931033
84,0.850997847527
85,0.847689033842
89,0.848624544272
90,0.848987168821
92,0.866108523116
93,0.857855924238
95,0.817021347865
96,0.855837759595
100,0.854775322112
101,0.846269118011
102,0.846255478884
103,0.86444970931
104,0.855294654749
105,0.852313524697
106,0.813031603138
107,0.840862283011
108,0.842611258449
112,0.848753397876
113,0.853360800829
115,0.829764842403
116,0.843170428948
118,0.846009078302
122,0.845947946856
123,0.847599718588
126,0.875911155627
129,0.838555744239
130,0.862113531615
133,0.853688185459
137,0.854557969301
139,0.829991128053
141,0.840081118135
144,0.832181977759
145,0.859001586052
147,0.846487978968
149,0.851634418841
151,0.823399451637
152,0.833306831389
154,0.852878602473
155,0.857588350637
156,0.869022686587
159,0.843105364407
160,0.849070653839
161,0.853093841719
162,0.841021648568
164,0.848274098559
165,0.84437912364
166,0.852644837019
167,0.846469586849
168,0.863440826906
169,0.846111834668
171,0.838526918379
173,0.84792510837
174,0.85273020997
176,0.828391288083
177,0.837959713609
178,0.845845099614
179,0.835219511108
180,0.858282014257
181,0.847420159369
182,0.845770532332
183,0.825298031822
184,0.842684122989
185,0.8489268693
186,0.84684999528
188,0.851204079342
191,0.84735243188
193,0.845802304001
194,0.858916227104
196,0.867833081706
197,0.858226584194
198,0.851463200623
200,0.843042692533
201,0.843760079094
203,0.848160333862
205,0.823478820501
206,0.841870435827
207,0.843328581684
209,0.83581242274
211,0.850695839453
212,0.83469383113
214,0.858770589029
216,0.846059073592
217,0.846344106891
218,0.8380854693
219,0.879850018218
220,0.844327657413
221,0.834494099821
222,0.82268021779
223,0.839761108161
225,0.838030387294
226,0.833554827804
229,0.840190373965
230,0.829945403605
231,0.845467331893
233,0.862855971413
234,0.837560130233
235,0.84798391599
238,0.839244079256
239,0.842428239048
240,0.842237916103
242,0.813506294433
245,0.839238149353
248,0.851329017151
251,0.852305198974
252,0.823434787316
254,0.839491733404
255,0.848609030104
256,0.823052236044
260,0.835468650628
261,0.841718047662
263,0.845078730226
264,0.841714391667
266,0.821933817857
267,0.838994770908
268,0.846158789416
269,0.847091829564
270,0.841929380025
272,0.846434596754
278,0.882006361049
281,0.87323231243
283,0.883425532677
284,0.837956672535
285,0.867994344524
286,0.845262478692
287,0.83794940523
288,0.851122625278
289,0.855068229033
290,0.843794659426
291,0.842383078726
293,0.836568374376
294,0.831555089711
296,0.8188070468
297,0.850868588409
299,0.834624482272
300,0.831303230027
303,0.836087731416
304,0.840312199891
306,0.844989649665
307,0.860761955236
308,0.846769457985
310,0.856886042702
312,0.858727287542
313,0.844818989874
317,0.849083387736
318,0.847469217734
319,0.837655990232
320,0.818430511546
322,0.831002608001
324,0.833955168616
325,0.835881170527
326,0.847031709524
327,0.83190549808
328,0.846941378115
334,0.83010384757
336,0.848434038835
337,0.855418722469
338,0.82703558239
339,0.857975854806
340,0.837675375696
341,0.867634110119
343,0.846029267954
346,0.811861142521
347,0.840356159062
352,0.844190520788
356,0.840118561825
358,0.838914043485
359,0.836380431966
364,0.863611517422
365,0.839321516736
366,0.831006715891
368,0.841583726293
369,0.830756260843
371,0.817180990964
372,0.850958545629
374,0.834281278212
376,0.811702549246
378,0.808611892397
380,0.827941863151
384,0.834908523851
390,0.821512100852
