Block number,Accuracy
1,0.840241040242
2,0.840198283162
3,0.867635437097
4,0.868046036875
6,0.839715138128
7,0.856288474101
8,0.850924603821
9,0.856489379565
10,0.847887132298
13,0.828773144279
17,0.853790813678
18,0.852051447401
19,0.834990225824
20,0.862972655528
21,0.856680173745
22,0.841130564877
23,0.862630962926
25,0.864987206694
26,0.871722820118
28,0.850175897352
29,0.846267119589
30,0.867126571841
31,0.858687854919
32,0.843383308776
34,0.875810062662
37,0.862106373974
39,0.858846438777
42,0.863981588523
43,0.866661645106
44,0.868502991373
45,0.849364240831
46,0.84926098731
47,0.867792597036
50,0.860989040955
51,0.855732020836
53,0.83085705144
55,0.851806174238
57,0.858665871152
59,0.870882120672
61,0.86309895537
62,0.86574828425
63,0.866878684946
65,0.842198659222
67,0.853481608717
69,0.858746762232
71,0.878463366346
73,0.880766650612
75,0.865785264781
77,0.869035207874
79,0.868586363195
80,0.865284469006
81,0.860185163171
83,0.864034323472
85,0.865323813585
87,0.864275113999
89,0.861045261785
93,0.858168851714
94,0.86574828425
95,0.839677644528
96,0.874591088427
97,0.848733916053
98,0.86574828425
99,0.84316904679
101,0.87470036971
102,0.865284469006
103,0.853466644769
105,0.852219441784
107,0.844500893435
109,0.874245399733
111,0.898758674039
112,0.847146157922
114,0.867893215997
116,0.839606151678
117,0.874591088427
118,0.847088031896
120,0.859279743773
124,0.873525818914
126,0.859550489621
128,0.848333356822
129,0.854370443101
131,0.857762923401
133,0.851035187707
135,0.841609312326
137,0.860157791396
139,0.872760164621
141,0.859559334887
143,0.87098589927
145,0.870573793788
146,0.853159473483
148,0.853037284815
150,0.853058737415
152,0.854633444718
154,0.857376477538
155,0.86574828425
156,0.846697965134
158,0.859543712431
159,0.874591088427
160,0.865194541403
162,0.853343697612
164,0.853908035964
165,0.86574828425
166,0.853093349716
168,0.861369318541
169,0.865284469006
170,0.851688753175
171,0.86574828425
172,0.845228207385
173,0.874591088427
174,0.846582265119
176,0.853380123051
179,0.852031342309
180,0.846341474591
181,0.853102907085
182,0.849033305614
183,0.852838938427
184,0.850864329401
185,0.857583810361
186,0.848470260336
187,0.868415711232
188,0.854186218971
189,0.866954592405
190,0.855502438677
191,0.866020686225
192,0.875840247995
193,0.8438892795
194,0.845621893773
195,0.84385360366
196,0.879746379724
197,0.869792477144
198,0.84647541037
199,0.846582265119
200,0.859422173381
201,0.861254260708
202,0.858712149932
203,0.853948979906
204,0.8447381325
205,0.862828209522
206,0.868850325236
207,0.846775334515
208,0.875092643509
209,0.868342346939
210,0.872613471932
211,0.855233105419
212,0.868491909657
213,0.862837204848
214,0.844160025348
215,0.871849732543
216,0.86128811452
217,0.867852272055
218,0.853807512856
219,0.854512872709
220,0.851241779937
221,0.851913028987
222,0.859521004253
223,0.858844726198
224,0.84720272432
225,0.857712126601
226,0.878470143536
227,0.88034624434
228,0.883608793949
229,0.861488986149
230,0.859172889024
231,0.87787027892
232,0.857106788359
233,0.889865872255
234,0.883373923415
235,0.869762521824
236,0.864931042697
237,0.865180327054
238,0.864261541832
239,0.841259383959
240,0.857049565807
241,0.861297017789
242,0.843411249907
243,0.867852272055
244,0.865358425886
245,0.868031170564
246,0.840681681838
247,0.856429106606
248,0.864725778434
249,0.870047482021
250,0.859059094205
251,0.854156570722
252,0.863012903604
253,0.86141643076
254,0.864894617258
255,0.856992999409
256,0.865535879442
257,0.878497515311
258,0.872261332045
259,0.868435343259
260,0.84998830126
261,0.833656741748
262,0.849824880113
263,0.849189991549
264,0.889580912058
265,0.854163510793
266,0.867003419055
267,0.853564752179
268,0.852239682724
269,0.860771773862
270,0.852837125288
271,0.847257826662
272,0.866219281715
273,0.869206373252
274,0.849789862781
275,0.871965432558
276,0.851704688572
277,0.871843893508
278,0.867002010948
280,0.869449025512
282,0.853030194684
283,0.867160213072
284,0.859423236921
285,0.879197457486
286,0.860590598879
287,0.840924189005
288,0.855601710689
289,0.848898657732
290,0.866214056076
291,0.872792014038
292,0.866425808992
293,0.848782957717
294,0.847946836164
295,0.851690474222
296,0.873975419809
297,0.843425464256
298,0.861127308463
299,0.863063635449
300,0.86300631497
301,0.859927783147
302,0.849503494477
303,0.865964119827
304,0.840396721641
305,0.851484788602
306,0.879837763727
307,0.85619604921
308,0.856401526434
309,0.858767356818
310,0.868571392631
311,0.852254054085
312,0.882323967433
313,0.857170791917
314,0.855117405403
315,0.858068115647
316,0.858273801268
317,0.843917822231
318,0.889891338835
319,0.85796029834
320,0.871159336639
321,0.864212715183
322,0.869221807152
323,0.872506304242
324,0.85002291356
325,0.84921853428
326,0.874893439106
327,0.856557514904
328,0.868443083007
329,0.841894272523
330,0.874245399733
331,0.859887052165
332,0.858611776401
333,0.870325458685
334,0.881156345348
335,0.859509752023
336,0.843090927811
337,0.85776929702
338,0.857362106177
339,0.840681681838
340,0.840320314819
341,0.864407435328
342,0.840681681838
343,0.872582717681
344,0.864894617258
345,0.858161111966
346,0.85858075754
347,0.878285260898
348,0.84998830126
349,0.881996191851
350,0.866591356218
351,0.846517204892
352,0.846255611381
353,0.871778990292
354,0.888440743028
355,0.845969243078
356,0.859921664465
357,0.85679334138
358,0.85593771119
359,0.859652181631
360,0.856998525504
361,0.864994694818
362,0.848214100862
363,0.864311539438
364,0.884968012369
365,0.883051281382
366,0.874338040132
367,0.846696059938
368,0.863113169719
369,0.866398136762
370,0.867102747016
371,0.862806468384
372,0.854855148902
373,0.84916262639
374,0.855603924343
375,0.884833127337
376,0.888611394991
377,0.87197316569
378,0.851226658979
379,0.871487402965
380,0.864430802015
381,0.866141912334
382,0.864512353065
383,0.876868064458
384,0.86889404128
385,0.856351737226
386,0.883924665409
387,0.84930268085
