Block number,Accuracy
12,0.850131847644
17,0.846480980594
20,0.829505910165
21,0.851941301371
25,0.866819261142
26,0.847454960743
28,0.828098871847
33,0.845644668875
36,0.865532846442
37,0.825361709851
38,0.866646630881
39,0.848825109657
40,0.854594860119
43,0.850467760941
45,0.850800154464
47,0.867752285697
49,0.849136486956
52,0.862043384108
53,0.851850902365
56,0.859099898987
58,0.852610790934
60,0.845035162394
61,0.852245350806
63,0.849565528204
65,0.847755637076
66,0.8356218613
69,0.849833267371
71,0.826990083093
73,0.821623397223
74,0.855654919664
77,0.848423259733
78,0.852012581462
80,0.815421033065
81,0.849476052781
83,0.846932426682
89,0.859752525332
91,0.841187597942
93,0.861738721555
102,0.855694021293
103,0.855195443708
105,0.849337463559
110,0.890547366512
112,0.855696906564
114,0.832487107385
115,0.837381545671
117,0.838048895717
118,0.827338734365
119,0.864495528103
123,0.857013427339
126,0.860457551524
128,0.860585734207
129,0.859156251396
130,0.834052570952
132,0.842927658949
133,0.861834170213
134,0.819298654565
135,0.833713690812
136,0.845997645328
137,0.867390559686
140,0.834849228037
141,0.863218634249
142,0.882745232682
143,0.883822939741
146,0.850923070145
148,0.865286507611
149,0.864226526188
151,0.836437391357
152,0.846528532287
154,0.84140266391
159,0.833558011803
161,0.821686814756
163,0.837823524194
164,0.858785125757
166,0.858202421549
168,0.862021657211
169,0.851232045874
170,0.841687672995
171,0.826186868128
175,0.848508664009
177,0.84593219418
178,0.863449929567
180,0.851572036262
181,0.826190204078
183,0.844372336622
187,0.851268996689
188,0.858281083836
190,0.851862194066
192,0.833023831092
196,0.848188365247
198,0.843005334715
199,0.860155384334
204,0.853143282253
206,0.847404359261
207,0.854956175714
208,0.876023630072
210,0.861252138965
212,0.842271903604
218,0.863878181704
222,0.82548392468
225,0.838583338058
226,0.8556674291
227,0.860668004686
229,0.860230162191
232,0.860730188913
233,0.861892483729
235,0.844161168788
236,0.871363283221
237,0.82813296334
243,0.860968292337
245,0.813654772497
247,0.83397617104
248,0.820556444852
250,0.841533103265
253,0.857457064824
255,0.873758724806
259,0.868245328938
263,0.837067362459
265,0.841235045931
266,0.809424928994
268,0.866226533424
274,0.80926469705
275,0.803270743348
278,0.816254674739
279,0.830040950444
289,0.830056670121
291,0.852514326267
293,0.842094662091
294,0.81792973807
296,0.863281454096
297,0.847121676925
300,0.854109717136
301,0.855047330743
304,0.8410626723
305,0.810317501924
309,0.874056897108
310,0.884275673899
312,0.832379419784
314,0.840200207383
320,0.828102829073
322,0.839827178018
328,0.860930402643
329,0.860871714399
330,0.850554492325
334,0.82967509249
337,0.846835615939
341,0.849034645763
343,0.813915785712
344,0.838490232117
345,0.838641382109
346,0.859612388278
350,0.852221960546
352,0.848405092015
353,0.838601562181
360,0.844541387713
361,0.859554655497
365,0.859573067047
367,0.8255297245
368,0.851736697276
373,0.834400570632
385,0.863079235657
387,0.86066154082
388,0.871291195926
391,0.886744874423
392,0.849115245966
394,0.833873911773
395,0.858640432841
399,0.86836006972
401,0.837946498456
410,0.888648273919
411,0.849519109746
412,0.822647405743
