Block number,Accuracy
2,0.850221436497
8,0.864713767782
12,0.856965509391
17,0.866520487921
19,0.845872019735
24,0.848338235883
25,0.840147374536
26,0.834750040745
28,0.845531851742
31,0.83926943696
32,0.842112446876
34,0.852570017993
35,0.837351304264
36,0.871128649905
37,0.857807255697
39,0.847885120605
40,0.862852129342
41,0.854172666872
42,0.842212177677
45,0.850332693611
46,0.837176245949
47,0.839416164893
48,0.842022796372
49,0.863822630728
52,0.833367492579
53,0.834676062925
54,0.850228863559
57,0.848114164581
58,0.858105906592
59,0.859392696255
61,0.805969345201
63,0.828025934209
65,0.848163294306
67,0.845700382683
68,0.848313874826
72,0.835878142013
74,0.872375435811
75,0.838756085994
79,0.8735501756
80,0.837866678439
81,0.849120144516
82,0.826303233261
83,0.836449159609
84,0.838356557992
86,0.850226161801
87,0.86286833516
88,0.859524483831
91,0.847407108508
92,0.863511437331
94,0.805274695212
97,0.84088907028
105,0.85047134369
106,0.854900181331
107,0.851825053668
108,0.834120792031
113,0.841975863984
115,0.84257864253
118,0.84663717786
119,0.80953306041
120,0.808152773809
121,0.813670900679
123,0.82079448707
124,0.820525646773
125,0.8425986442
126,0.812333595339
129,0.812452733247
130,0.827307123439
132,0.815289979017
136,0.856648283076
137,0.838092360201
140,0.84144354978
142,0.849602580251
143,0.840908678838
152,0.836938499983
154,0.82600043884
155,0.841553663381
156,0.832041835727
157,0.868607691339
158,0.849543323378
161,0.859009351601
162,0.829177603973
165,0.845526287519
166,0.853907466005
172,0.848614136305
176,0.862324574701
178,0.842950634247
179,0.829634469376
181,0.842490817719
184,0.85174267895
186,0.836119147277
187,0.849911726064
188,0.843007403726
193,0.839804495731
194,0.838742552266
197,0.855946594749
199,0.821663335549
203,0.829390362314
204,0.871911455858
208,0.853364070469
209,0.855813164291
210,0.839344024926
212,0.845990323274
218,0.818389104832
219,0.842742330928
221,0.859659031411
222,0.857155538134
223,0.861186252249
227,0.851234043813
229,0.84306661796
230,0.845327414935
239,0.805023981074
241,0.831578241491
244,0.851653696476
245,0.836232767704
246,0.829320086684
247,0.850747729245
249,0.842810627024
250,0.857505224019
252,0.82896083767
256,0.845848844995
260,0.83218481983
265,0.842543783775
267,0.794921436709
270,0.842626650389
271,0.851201758233
273,0.834763474624
275,0.828573050556
277,0.869090551749
278,0.851751867868
280,0.845890848023
282,0.837666659427
284,0.841753813599
286,0.842505534731
288,0.842916304834
289,0.828645756214
290,0.802099303991
292,0.829677093383
294,0.855225179057
299,0.830575141921
301,0.83986649462
302,0.826443853113
303,0.827386622054
304,0.85460729149
305,0.837246488791
306,0.842145735273
309,0.868823982153
310,0.854586859573
311,0.869048425936
312,0.869357163599
315,0.838416807427
316,0.855095289937
317,0.819940788178
322,0.843238885674
324,0.798705293336
325,0.83295472261
326,0.850270520903
329,0.847460737649
330,0.833751435542
331,0.856126327081
332,0.838131254468
335,0.831413855105
336,0.854645057556
337,0.857496164987
342,0.864858041959
346,0.85889563174
349,0.848846461885
350,0.840619878373
353,0.84839666218
355,0.84543303434
359,0.85011130522
360,0.843070390651
362,0.84235954453
365,0.843813880385
367,0.850314591263
369,0.84082407283
372,0.867074146075
373,0.84722391397
375,0.831620303511
376,0.853099146889
377,0.846680553327
378,0.851999811192
379,0.820114320897
386,0.826726029285
387,0.864629131059
392,0.839653062125
394,0.848166047689
395,0.835352910132
396,0.839316623959
397,0.841639232164
402,0.818471191007
403,0.836575162418
406,0.831234593456
407,0.847595430062
408,0.827690240258
409,0.836085716012
410,0.852770550281
411,0.83190484783
413,0.845317618777
416,0.858130883036
419,0.849361749688
420,0.822875502076
423,0.842006232117
427,0.828983636495
432,0.853163891026
433,0.846285952577
434,0.847542981328
440,0.840253930616
442,0.849966427303
443,0.865438906136
445,0.859409501892
446,0.83119376741
447,0.852331572609
448,0.84030686772
449,0.828056817496
457,0.81941374329
466,0.824291005739
469,0.849584685559
471,0.840982486345
474,0.829361182749
476,0.854540689961
477,0.842680995605
478,0.842650247566
