%Recollect Version 2.3. Scene/Level: nback0, Session: 2, GameNumber: 5
%Note: All true/false values are represented as "1" and "0" respectively.
%Damage:1,Player X Position,Player Y Position,Hearts Left,Time (Relative),Time (Absolute)
%NBackObject:0,NLevel,IsCorrect,IsTarget,Type,PresentationTime(R),PresentationTime(A),TimeOutTime(R),TimeOutTime(A)
%Possible values for "Type":Blue=0,Yellow=1,Green=2,Pink=3,White=4,Gray=5,Brown=6,Purple=7,None=8,
0,3,1,3,0,1.11670,1488420189156,3.61694,1488420191663
0,3,1,3,7,4.11700,1488420192156,6.61700,1488420194658
0,3,1,3,4,7.11713,1488420195156,9.61755,1488420197659
0,3,1,2,4,10.11755,1488420198157,12.61743,1488420200659
0,3,1,2,4,13.11749,1488420201156,15.61761,1488420203659
0,3,1,0,0,16.11780,1488420204157,18.61786,1488420206662
0,3,1,1,4,19.11774,1488420207157,20.08484,1488420208128
0,3,1,0,6,22.11798,1488420210157,24.61816,1488420212660
0,3,1,1,0,25.11816,1488420213157,25.95160,1488420213996
0,3,1,0,3,28.11829,1488420216157,30.61884,1488420218660
0,3,1,2,4,31.11853,1488420219158,33.61877,1488420221660
0,3,0,2,6,34.11865,1488420222157,34.91882,1488420222964
0,3,1,2,6,37.11884,1488420225158,39.61963,1488420227662
0,3,1,1,4,40.11902,1488420228158,41.18585,1488420229229
0,3,0,2,3,43.11945,1488420231158,43.91919,1488420231962
0,3,1,2,3,46.11957,1488420234158,48.61957,1488420236662
0,3,1,0,0,49.11938,1488420237158,51.61969,1488420239661
0,3,1,2,6,52.11975,1488420240159,54.62006,1488420242665
0,3,1,1,3,55.11981,1488420243159,55.91998,1488420243963
0,3,1,0,1,58.12024,1488420246159,60.62018,1488420248662
0,3,0,2,3,61.12024,1488420249159,62.62042,1488420250664
0,3,1,1,3,64.12036,1488420252159,65.08789,1488420253134
0,3,1,1,1,67.12079,1488420255160,68.05420,1488420256096
0,3,1,1,3,70.12073,1488420258160,70.78741,1488420258831
0,3,1,0,7,73.12085,1488420261160,75.62103,1488420263662
0,3,1,0,5,76.12091,1488420264160,78.62115,1488420266663
0,3,0,0,4,79.12122,1488420267160,79.88794,1488420267930
0,3,1,0,2,82.12134,1488420270160,84.62152,1488420272663
0,3,1,1,5,85.12146,1488420273161,85.95490,1488420273998
0,3,1,0,3,88.12195,1488420276161,90.62201,1488420278664
0,3,1,1,2,91.12183,1488420279161,92.05542,1488420280099
0,3,1,2,2,94.12207,1488420282161,96.62201,1488420284663
0,3,1,2,2,97.12244,1488420285161,99.62231,1488420287664
0,3,1,1,2,100.12240,1488420288161,100.95590,1488420288999
0,3,1,0,5,103.12260,1488420291162,105.62290,1488420293666
0,3,1,0,7,106.12260,1488420294162,108.65660,1488420296698
0,3,1,0,0,109.15630,1488420297195,111.65640,1488420299698
0,3,0,1,5,112.15640,1488420300195,114.65650,1488420302706
0,3,1,1,7,115.15690,1488420303196,116.25970,1488420304303
0,3,0,0,1,118.15670,1488420306196,118.95720,1488420307000
0,3,1,0,6,121.15700,1488420309196,123.65710,1488420311701
0,3,0,0,2,124.15730,1488420312196,125.05740,1488420313101
0,3,0,2,7,127.15740,1488420315197,128.02480,1488420316068
