%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 1
%Note: All true/false values are represented as "1" and "0" respectively.
%Damage:1,Player X Position,Player Y Position,Hearts Left,Time (Relative),Time (Absolute)
%LameBackObject:AlgorithmCondition,BlockNumber,Trial,CurrentNLevel,LureRate,IsCorrect,StimulusType,StimulusColor,PresentationTime(R),PresentationTime(A),ResponseTime(R),ResponseTime(A),ExpireTime(R),ExpireTime(A)
%Possible values for "Color":Red=0,Blue=1,Green=2,Yellow=3,Purple=4,LightBlue=5,Brown=6,White=7,Gray=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,LessThanN=3,
3,0,0,1,0.3,1,3,7,45.50593,1488334512646,-1,-1,44.97268,1488334512117
3,0,1,1,0.3,1,1,7,48.54021,1488334515681,49.20722,1488334516348,48.00625,1488334515152
3,0,2,1,0.3,1,0,3,51.6065,1488334518747,-1,-1,51.07305,1488334518218
3,0,3,1,0.3,0,0,2,54.67318,1488334521814,54.70655,1488334521847,54.14025,1488334521285
3,0,4,1,0.3,1,2,7,57.67336,1488334524814,-1,-1,57.17329,1488334524318
3,0,5,1,0.3,0,0,1,60.70785,1488334527849,60.84023,1488334527981,60.17356,1488334527318
3,0,6,1,0.3,1,0,5,63.77363,1488334530914,-1,-1,63.2403,1488334530385
3,0,7,1,0.3,1,1,5,66.80741,1488334533948,66.8428,1488334533984,66.27381,1488334533418
3,0,8,1,0.3,1,1,5,69.90734,1488334537048,71.14086,1488334538282,69.34068,1488334536486
3,0,9,1,0.3,0,0,0,72.9076,1488334540048,73.00768,1488334540148,72.40751,1488334539552
3,0,10,1,0.3,1,0,1,75.94111,1488334543082,-1,-1,75.4082,1488334542552
3,0,11,1,0.3,1,1,1,78.94147,1488334546082,79.60792,1488334546749,78.44118,1488334545585
3,0,12,1,0.3,0,0,2,81.97475,1488334549116,82.00805,1488334549149,81.47465,1488334548619
3,0,13,1,0.3,0,2,1,85.00823,1488334552149,87.20826,1488334554349,84.47578,1488334551620
3,0,14,1,0.3,1,0,6,88.0756,1488334555216,-1,-1,87.50843,1488334554654
3,0,15,1,0.3,1,1,6,91.14196,1488334558282,91.57513,1488334558716,90.60854,1488334557753
3,0,16,1,0.3,1,1,6,94.20979,1488334561350,94.3755,1488334561516,93.6428,1488334560787
3,0,17,1,0.3,0,0,4,97.27576,1488334564416,97.50904,1488334564650,96.74223,1488334563889
3,0,18,1,0.3,1,2,6,100.3093,1488334567450,-1,-1,99.77587,1488334566921
3,0,19,1,0.3,0,0,0,103.3427,1488334570483,104.0428,1488334571184,102.8425,1488334569987
3,0,20,1,0.3,1,1,0,106.4095,1488334573550,107.0096,1488334574150,105.876,1488334573022
3,0,21,1,0.3,1,1,0,109.4429,1488334576583,109.8764,1488334577017,108.9097,1488334576055
3,0,22,1,0.3,1,0,7,112.4767,1488334579618,-1,-1,111.9431,1488334579088
3,0,23,1,0.3,1,0,1,115.5433,1488334582684,-1,-1,115.0099,1488334582154
3,0,24,1,0.3,1,0,3,118.6101,1488334585751,-1,-1,118.0767,1488334585221
3,0,25,1,0.3,1,2,1,121.6109,1488334588751,-1,-1,121.1102,1488334588255
3,0,26,1,0.3,1,1,1,124.6771,1488334591818,125.4771,1488334592618,124.144,1488334591289
3,0,27,1,0.3,1,1,1,127.7106,1488334594851,128.2774,1488334595418,127.1772,1488334594323
3,0,28,1,0.3,1,0,6,130.7441,1488334597885,-1,-1,130.2108,1488334597355
3,0,29,1,0.3,1,1,6,133.7776,1488334600918,134.4112,1488334601552,133.2443,1488334600389
3,0,30,1,0.3,1,0,7,136.8112,1488334603952,-1,-1,136.2779,1488334603424
3,0,31,1,0.3,1,0,0,139.8446,1488334606985,-1,-1,139.3113,1488334606456
3,0,32,1,0.3,1,2,6,142.8781,1488334610019,-1,-1,142.3448,1488334609491
3,0,33,1,0.3,1,0,5,145.9449,1488334613086,-1,-1,145.3786,1488334612524
3,0,34,1,0.3,1,2,0,148.9793,1488334616120,-1,-1,148.4453,1488334615592
3,0,35,1,0.3,1,0,3,152.0461,1488334619187,-1,-1,151.512,1488334618658
3,0,36,1,0.3,1,1,3,155.1122,1488334622253,155.6123,1488334622753,154.5789,1488334621723
3,0,37,1,0.3,1,0,4,158.1789,1488334625319,-1,-1,157.6455,1488334624790
3,0,38,1,0.3,1,2,3,161.2126,1488334628353,-1,-1,160.6793,1488334627825
3,0,39,1,0.3,1,2,4,164.2462,1488334631387,-1,-1,163.7129,1488334630857
3,0,40,1,0.3,1,2,3,167.3462,1488334634487,-1,-1,166.7795,1488334633926
3,1,0,1,0.3,1,3,6,175.9799,1488334643120,-1,-1,175.4133,1488334642558
