%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,90,90,,,0,1486152640063,,1486152642426,1486152646560
3,1,2,46,46,,,0,1486152648564,,1486152650894,1486152654493
3,2,3,DF6,DF6,,,0,1486152656498,,1486152659994,1486152663227
3,3,3,465,465,,,0,1486152665232,,1486152668728,1486152672261
10,0,0,,,0,0,0,1486152720266,1486152720265,1486152668728,1486152722965
10,1,0,,,1,1,0,1486152724965,1486152724965,1486152668728,1486152728764
10,2,0,,,0,0,0,1486152730765,1486152730765,1486152668728,1486152735464
10,3,0,,,0,Z,0,1486152737432,1486152737432,1486152668728,1486152747432
10,4,0,,,0,0,0,1486152749467,1486152749467,1486152668728,1486152753399
10,5,0,,,1,1,0,1486152755400,1486152755399,1486152668728,1486152757499
10,6,0,,,0,0,0,1486152759483,1486152759483,1486152668728,1486152761983
10,7,0,,,1,1,0,1486152763983,1486152763983,1486152668728,1486152766050
10,8,0,,,0,0,0,1486152768050,1486152768050,1486152668728,1486152770383
10,9,0,,,1,1,0,1486152772384,1486152772384,1486152668728,1486152774351
10,10,0,,,1,1,0,1486152776351,1486152776351,1486152668728,1486152778750
10,11,0,,,1,1,0,1486152780751,1486152780751,1486152668728,1486152784384
10,12,0,,,0,0,0,1486152786352,1486152786352,1486152668728,1486152787784
10,13,0,,,0,0,0,1486152789751,1486152789751,1486152668728,1486152792352
10,14,0,,,0,0,0,1486152794352,1486152794352,1486152668728,1486152797851
10,15,0,,,1,1,0,1486152799853,1486152799853,1486152668728,1486152801785
13,0,2,7D,7A,10,10,0,1486152860810,1486152865976,1486152868544,1486152871806
13,1,2,41,41,11,11,0,1486152873777,1486152878711,1486152880212,1486152883706
13,2,2,3E,3E,01,01,0,1486152885712,1486152890544,1486152891713,1486152894240
14,0,5,731B6,7AZZZZ,10110,10110,1,1486152904445,1486152919346,1486152921214,1486152941243
14,1,3,FB7,FB7,100,100,0,1486152943216,1486152950715,1486152952582,1486152956844
14,2,2,EB,FB,00,00,0,1486152958849,1486152963983,1486152968049,1486152973379
14,3,3,1DF,1DF,110,110,1,1486152975382,1486152983283,1486152984451,1486153000880
14,4,4,C045,0C54,0010,1010,0,1486153002851,1486153017351,1486153020686,1486153027214
14,5,5,3D42F,D7Z0,11110,11110,1,1486153029219,1486153045753,1486153049354,1486153071017
14,6,2,E7,E7,01,01,0,1486153072988,1486153078257,1486153079757,1486153083451
14,7,4,5C0F,5C4F,0111,0111,0,1486153085456,1486153096456,1486153098225,1486153103719
14,8,5,0A81B,08B54,11010,11010,1,1486153105724,1486153124458,1486153126326,1486153149088
14,9,2,2A,2A,00,00,0,1486153151093,1486153158793,1486153161827,1486153164622
14,10,4,B962,2A75,0000,Z001,0,1486153166628,1486153183694,1486153187095,1486153194191
14,11,3,638,625,101,101,0,1486153196195,1486153205096,1486153207665,1486153225826
